Date,AAPL,MSFT,NVDA,AVGO,AMD,INTC,QCOM,TXN,MU,ORCL,CRM,NOW,SNOW,PANW,ANET,ADBE,SHOP,SAP,ASML,TSM,LRCX,KLAC,AMAT,ADI,NXPI,INTU,CDNS,CRWD,ZS,MDB
2022-09-26,148.28326416015625,231.25367736816406,12.212647438049316,43.915409088134766,66.30000305175781,25.660005569458008,111.15157318115234,145.35250854492188,47.988101959228516,60.82467269897461,144.79685974121094,370.1000061035156,165.11000061035156,81.58499908447266,27.274999618530273,276.9599914550781,28.25,76.66403198242188,417.9158630371094,69.28668212890625,35.86372375488281,293.7603759765625,80.53731536865234,133.0863494873047,142.94447326660156,387.3031311035156,162.3800048828125,159.35000610351562,159.75999450683594,189.69000244140625
2022-09-27,149.2569580078125,230.24081420898438,12.397414207458496,44.15196228027344,67.16999816894531,25.583892822265625,111.70852661132812,145.57894897460938,49.65707778930664,59.8372802734375,147.340087890625,378.95001220703125,169.86000061035156,81.83000183105469,27.729999542236328,277.57000732421875,27.850000381469727,76.17303466796875,420.32159423828125,69.30567169189453,36.371585845947266,298.41497802734375,81.7122802734375,134.02194213867188,144.4120330810547,392.16644287109375,163.1300048828125,162.5800018310547,163.2100067138672,194.44000244140625
2022-09-28,147.3686065673828,234.77919006347656,12.720008850097656,44.266910552978516,68.36000061035156,25.812232971191406,110.39967346191406,147.47218322753906,50.06941604614258,60.460391998291016,148.60678100585938,388.8500061035156,173.83999633789062,83.4000015258789,29.172500610351562,281.3999938964844,29.239999771118164,78.42587280273438,428.02398681640625,68.45157623291016,36.84953308105469,305.48876953125,83.5086669921875,136.6398468017578,147.16839599609375,400.50360107421875,166.97000122070312,167.25,168.77999877929688,201.30999755859375
2022-09-29,140.1300048828125,231.3023681640625,12.204657554626465,42.76304626464844,64.13999938964844,25.098663330078125,106.60302734375,143.53175354003906,49.09748077392578,58.8594970703125,145.28175354003906,385.5,170.33999633789062,82.79000091552734,28.6875,278.25,26.770000457763672,77.48237609863281,414.9764709472656,65.74691009521484,35.77778625488281,300.669677734375,81.97443389892578,134.1920623779297,142.06021118164062,388.2914733886719,164.69000244140625,165.6999969482422,165.88999938964844,194.82000732421875
2022-09-30,135.9205780029297,226.82240295410156,12.123758316040039,42.18162536621094,63.36000061035156,24.518295288085938,104.87643432617188,140.20729064941406,49.18583679199219,58.54313659667969,142.34266662597656,377.6099853515625,169.9600067138672,81.8949966430664,28.22249984741211,275.20001220703125,26.940000534057617,78.22369384765625,402.9185485839844,65.06363677978516,35.33847427368164,292.8507385253906,79.55657958984375,131.6875762939453,138.7676239013672,379.00518798828125,163.42999267578125,164.80999755859375,164.3699951171875,198.55999755859375
2022-10-03,140.10047912597656,234.4578094482422,12.496291160583496,43.39480209350586,66.11000061035156,25.660005569458008,108.81233215332031,144.79087829589844,50.77627182006836,60.4699821472168,146.36041259765625,391.7099914550781,172.50999450683594,84.84500122070312,28.957500457763672,285.239990234375,27.760000228881836,80.8134994506836,418.75982666015625,65.71844482421875,37.624855041503906,306.3016357421875,83.75143432617188,137.1596221923828,142.9539031982422,388.2815856933594,170.27999877929688,169.30999755859375,170.50999450683594,194.07000732421875
2022-10-04,143.69032287597656,242.3854522705078,13.150466918945312,45.587440490722656,67.9000015258789,26.354549407958984,113.59294891357422,149.6009521484375,52.97540283203125,62.97199249267578,154.10891723632812,411.54998779296875,183.80999755859375,86.91999816894531,30.202499389648438,294.9700012207031,31.530000686645508,84.76079559326172,451.18927001953125,69.09688568115234,38.68211364746094,316.7138977050781,86.81990814208984,142.5654754638672,150.41392517089844,403.16522216796875,171.3300018310547,175.07000732421875,176.0,203.30999755859375
2022-10-05,143.9853515625,242.69703674316406,13.192414283752441,46.05674362182617,67.94000244140625,26.29746437072754,115.93219757080078,152.00143432617188,53.73134994506836,63.88266372680664,154.6036834716797,420.5799865722656,185.35000610351562,87.82499694824219,30.337499618530273,297.3800048828125,30.829999923706055,83.93281555175781,455.24407958984375,70.68173217773438,38.61259841918945,318.4170227050781,86.63540649414062,143.5483856201172,151.68392944335938,404.7013854980469,169.6999969482422,176.6999969482422,180.14999389648438,202.07000732421875
2022-10-06,143.03131103515625,240.34996032714844,13.11351490020752,45.55323791503906,67.8499984741211,25.85980796813965,116.29421997070312,150.8600311279297,53.623355865478516,62.598121643066406,153.84173583984375,418.42999267578125,188.91000366210938,87.375,30.475000381469727,298.4100036621094,30.059999465942383,83.14336395263672,448.3081970214844,70.55835723876953,38.389549255371094,316.907470703125,85.5672607421875,142.6789093017578,149.56727600097656,403.2504577636719,168.41000366210938,178.38999938964844,182.9199981689453,199.1999969482422
2022-10-07,137.77943420410156,228.12744140625,12.060837745666504,43.746307373046875,58.439998626708984,24.470720291137695,112.23765563964844,144.2836151123047,52.05415725708008,60.67128372192383,148.7255401611328,401.2099914550781,175.10000610351562,84.95500183105469,29.102500915527344,288.7699890136719,27.209999084472656,81.38152313232422,421.2626037597656,66.19293975830078,36.192012786865234,304.00823974609375,80.2071762084961,136.96115112304688,142.75633239746094,385.2506408691406,158.89999389648438,171.8800048828125,170.08999633789062,189.7899932861328
2022-10-10,138.10397338867188,223.26763916015625,11.65534782409668,41.582176208496094,57.810001373291016,23.975980758666992,106.3802490234375,142.02806091308594,50.548912048339844,59.98107147216797,144.12391662597656,381.7799987792969,159.0500030517578,81.56999969482422,27.3700008392334,285.7200012207031,26.450000762939453,80.9194107055664,409.2627868652344,64.00076293945312,33.86314392089844,289.6670837402344,76.89595794677734,133.16192626953125,138.7582244873047,380.0351257324219,154.7100067138672,161.0800018310547,157.17999267578125,181.97000122070312
2022-10-11,136.68772888183594,219.52786254882812,11.571453094482422,40.9228630065918,57.630001068115234,23.82375144958496,102.1380386352539,139.0025177001953,52.841217041015625,60.1352424621582,141.0858917236328,371.29998779296875,153.52999877929688,78.68499755859375,26.762500762939453,284.8299865722656,25.670000076293945,79.91813659667969,387.60113525390625,60.21422576904297,31.577735900878906,271.8423767089844,74.08968353271484,131.17727661132812,135.23049926757812,375.9566345214844,148.0399932861328,155.7899932861328,148.72999572753906,180.0500030517578
2022-10-12,136.0582733154297,219.85897827148438,11.485559463500977,40.90481185913086,57.849998474121094,24.09966468811035,100.84772491455078,137.28138732910156,51.896751403808594,61.45531463623047,140.80880737304688,369.1300048828125,158.52999877929688,77.65499877929688,25.912500381469727,286.1499938964844,25.989999771118164,79.436767578125,386.407958984375,60.840572357177734,31.28131103515625,265.92974853515625,73.8080825805664,130.97879028320312,131.96615600585938,380.44677734375,147.97000122070312,152.99000549316406,147.6300048828125,181.8000030517578
2022-10-13,140.63157653808594,228.12744140625,11.944984436035156,41.607818603515625,58.939998626708984,25.136722564697266,104.7650375366211,139.8087158203125,53.97262191772461,62.82355499267578,143.926025390625,361.8999938964844,156.25,78.94499969482422,25.977500915527344,294.739990234375,26.239999771118164,81.97843170166016,393.2663269042969,63.22257614135742,32.886993408203125,269.5392150878906,77.11929321289062,134.91030883789062,134.68482971191406,388.01531982421875,150.5500030517578,152.60000610351562,145.1300048828125,180.75999450683594
2022-10-14,136.09764099121094,222.5956573486328,11.21290397644043,40.57514953613281,55.939998626708984,24.65149688720703,102.06378173828125,134.37362670898438,51.86723327636719,61.96599578857422,140.7395477294922,341.760009765625,152.3800048828125,77.41500091552734,25.092500686645508,287.94000244140625,26.059999465942383,81.45854187011719,367.7825927734375,60.660255432128906,30.409435272216797,255.17880249023438,72.65254974365234,129.22093200683594,129.9059295654297,372.6527404785156,147.4499969482422,145.97999572753906,135.30999755859375,172.0800018310547
2022-10-17,140.0611572265625,231.33157348632812,11.873071670532227,41.36081314086914,57.959999084472656,25.136722564697266,103.58613586425781,136.7741241455078,52.63461685180664,64.57721710205078,145.6479034423828,348.6099853515625,167.5399932861328,79.2699966430664,26.139999389648438,293.5,27.760000228881836,83.61510467529297,380.48089599609375,61.580787658691406,30.45481300354004,254.71426391601562,72.25443267822266,131.47970581054688,132.89747619628906,395.8191833496094,154.07000732421875,151.61000061035156,145.27999877929688,182.35000610351562
2022-10-18,141.37904357910156,232.27627563476562,11.951973915100098,41.30951690673828,57.91999816894531,24.61343765258789,103.23339080810547,137.24514770507812,51.699981689453125,64.58685302734375,151.93179321289062,356.7900085449219,173.1699981689453,81.68499755859375,26.56999969482422,292.9800109863281,28.729999542236328,85.70428466796875,387.0481872558594,60.46096420288086,31.09592628479004,260.07525634765625,73.05067443847656,133.3509521484375,132.59642028808594,400.6329040527344,155.55999755859375,156.8800048828125,149.69000244140625,189.97000122070312
2022-10-19,141.48724365234375,230.3090057373047,12.035868644714355,41.35417175292969,57.22999954223633,24.73712158203125,104.75576782226562,138.27780151367188,52.17222213745117,63.88346481323242,152.07034301757812,355.44000244140625,171.0399932861328,80.05500030517578,26.27750015258789,299.8299865722656,28.350000381469727,83.49958038330078,411.3291320800781,60.41351318359375,31.870283126831055,263.1718444824219,75.02188110351562,133.56829833984375,132.94448852539062,394.1819152832031,153.72000122070312,152.5399932861328,148.77000427246094,184.77000427246094
2022-10-20,141.0249786376953,229.9876251220703,12.178689002990723,40.879154205322266,57.77000045776367,24.8132381439209,103.94816589355469,139.24710083007812,52.83138656616211,66.72594451904297,155.86048889160156,356.260009765625,174.0399932861328,79.28500366210938,26.40999984741211,302.3800048828125,29.729999542236328,83.67288208007812,424.1824951171875,60.33760070800781,34.36040115356445,268.05865478515625,76.38131713867188,134.2771453857422,130.79962158203125,393.27996826171875,153.0500030517578,153.8800048828125,150.22999572753906,191.0
2022-10-21,144.84100341796875,235.8018035888672,12.450345993041992,42.725032806396484,58.81999969482422,25.660005569458008,107.4384765625,144.68218994140625,55.143375396728516,70.05018615722656,158.502685546875,360.6700134277344,177.10000610351562,81.01499938964844,27.6299991607666,306.3699951171875,29.75,87.49500274658203,448.39544677734375,60.498931884765625,35.656131744384766,281.2385559082031,80.0323715209961,138.53944396972656,136.64158630371094,408.99554443359375,158.33999633789062,156.32000732421875,150.47999572753906,188.89999389648438
2022-10-24,146.9850311279297,240.7979736328125,12.583181381225586,43.37010192871094,58.70000076293945,25.85980796813965,108.0325698852539,146.4304656982422,55.330299377441406,70.26217651367188,158.97767639160156,366.55999755859375,174.77000427246094,80.66999816894531,27.684999465942383,316.2200012207031,28.75,87.62017059326172,458.8140563964844,58.16437911987305,36.10704040527344,285.8447570800781,82.47937774658203,136.5925750732422,136.3499755859375,409.5641784667969,160.22000122070312,157.97000122070312,148.6699981689453,181.91000366210938
2022-10-25,149.82736206054688,244.1189727783203,13.244349479675293,43.70735549926758,61.470001220703125,26.078636169433594,110.6224594116211,146.89242553710938,54.96627426147461,70.47415161132812,163.5496063232422,376.6600036621094,181.82000732421875,83.09500122070312,28.157499313354492,323.7900085449219,29.829999923706055,92.73238372802734,471.4637145996094,58.022037506103516,36.67670822143555,295.0184020996094,84.99435424804688,138.33151245117188,139.92474365234375,423.6032409667969,151.32000732421875,162.11000061035156,157.08999633789062,200.69000244140625
2022-10-26,146.88670349121094,225.2836456298828,12.879807472229004,43.81280517578125,59.72999954223633,25.888349533081055,109.63848876953125,143.00633239746094,54.553077697753906,72.0929183959961,158.24539184570312,366.4100036621094,169.4499969482422,83.36499786376953,27.24250030517578,320.4800109863281,29.059999465942383,94.1187515258789,469.6011657714844,57.737327575683594,37.230918884277344,296.4990234375,85.58668518066406,133.61558532714844,138.55125427246094,416.0640563964844,149.0500030517578,161.77000427246094,151.02999877929688,191.0500030517578
2022-10-27,142.41177368164062,220.8328857421875,13.159457206726074,43.263702392578125,58.599998474121094,24.99400520324707,106.47306823730469,142.00086975097656,51.3654899597168,72.41089630126953,158.08705139160156,415.6700134277344,169.11000061035156,84.06999969482422,29.782499313354492,318.6499938964844,34.099998474121094,93.8106689453125,460.2109375,57.84172058105469,37.56981658935547,298.9278869628906,84.03302764892578,132.95401000976562,136.519287109375,413.720947265625,148.5800018310547,164.72999572753906,153.77000427246094,190.38999938964844
2022-10-28,153.1713104248047,229.7149200439453,13.816630363464355,44.92622756958008,62.0099983215332,27.658004760742188,110.65959167480469,147.33319091796875,53.16588592529297,74.54033660888672,161.32302856445312,420.3999938964844,159.69000244140625,85.54000091552734,30.36750030517578,325.67999267578125,34.189998626708984,94.07061767578125,474.538818359375,58.84766387939453,39.16101837158203,311.1109924316406,87.12091064453125,136.92337036132812,142.6716766357422,423.3189392089844,151.47999572753906,163.64999389648438,153.9600067138672,186.58999633789062
2022-10-31,150.81088256835938,226.072509765625,13.480052947998047,44.66211700439453,60.060001373291016,27.049087524414062,109.22077178955078,146.66665649414062,53.22490692138672,75.2244644165039,160.8975067138672,420.739990234375,160.3000030517578,85.79499816894531,30.21500015258789,318.5,34.22999954223633,92.48206329345703,458.2804870605469,58.41111755371094,39.08281707763672,306.2242431640625,85.73234558105469,134.78744506835938,137.42237854003906,419.11297607421875,151.38999938964844,161.1999969482422,154.10000610351562,183.02999877929688
2022-11-01,148.16525268554688,222.2158203125,13.52599811553955,44.45121383666992,59.65999984741211,26.925405502319336,108.9144515991211,148.73931884765625,53.97262191772461,74.2994613647461,158.15634155273438,418.55999755859375,159.5,85.38500213623047,31.927499771118164,316.0199890136719,34.790000915527344,92.270263671875,461.15185546875,58.43959045410156,39.848480224609375,310.8013000488281,87.18888092041016,136.75323486328125,142.8504180908203,387.0251770019531,150.92999267578125,160.52999877929688,150.38999938964844,181.4499969482422
2022-11-02,142.63795471191406,214.3564453125,13.202401161193848,43.323551177978516,58.630001068115234,26.08814811706543,104.43087005615234,144.71267700195312,52.58543395996094,72.38198852539062,148.44847106933594,392.67999267578125,147.75,80.88999938964844,31.260000228881836,301.2200012207031,33.5099983215332,90.46991729736328,432.9713439941406,57.43364715576172,38.18872833251953,302.32440185546875,85.21769714355469,133.48326110839844,139.80245971679688,377.47625732421875,145.08999633789062,147.99000549316406,138.08999633789062,163.22000122070312
2022-11-03,136.5894012451172,208.65908813476562,13.404149055480957,42.192081451416016,60.11000061035156,26.05960464477539,96.42914581298828,142.9139404296875,52.61494445800781,72.29524993896484,144.8067626953125,385.55999755859375,150.47000122070312,74.8499984741211,30.5625,285.92999267578125,33.7400016784668,89.23758697509766,428.038330078125,57.20588684082031,37.985965728759766,304.2791442871094,83.79999542236328,130.4401092529297,136.26527404785156,357.8293762207031,142.86000061035156,141.52999877929688,131.07000732421875,157.22000122070312
2022-11-04,136.32339477539062,215.61276245117188,14.138225555419922,44.20420837402344,62.189998626708984,27.192636489868164,99.03758239746094,148.51104736328125,55.251590728759766,73.22991180419922,138.31504821777344,361.75,132.30999755859375,71.1050033569336,32.76750183105469,285.75,32.150001525878906,92.44355773925781,456.0993347167969,59.29369354248047,40.507930755615234,317.42999267578125,89.04354095458984,136.3657684326172,142.10723876953125,354.10394287109375,142.41000366210938,127.55999755859375,121.0,145.3800048828125
2022-11-07,136.85536193847656,221.92367553710938,14.28304386138916,45.146629333496094,63.08000183105469,27.395130157470703,102.19373321533203,151.2868194580078,55.6451301574707,73.94293975830078,143.08485412597656,363.20001220703125,129.10000610351562,72.2249984741211,32.64500045776367,299.5400085449219,32.2400016784668,93.93582153320312,470.33428955078125,59.559410095214844,41.997745513916016,326.2747497558594,92.28681182861328,140.7509307861328,148.54185485839844,362.84893798828125,146.0,124.68000030517578,117.36000061035156,141.83999633789062
2022-11-08,137.42672729492188,222.89756774902344,14.583666801452637,45.80118179321289,63.849998474121094,27.462629318237305,104.4679946899414,153.49642944335938,56.56007766723633,72.8830337524414,145.56874084472656,371.1400146484375,129.16000366210938,77.08499908447266,32.27750015258789,302.1700134277344,32.79999923706055,94.32093048095703,489.98858642578125,61.704158782958984,42.95265579223633,331.0743713378906,94.63670349121094,142.7450714111328,153.44308471679688,375.064453125,149.10000610351562,127.0,119.93000030517578,144.00999450683594
2022-11-09,132.8655548095703,218.65135192871094,13.758703231811523,44.60036849975586,59.91999816894531,26.536924362182617,102.50934600830078,150.6476593017578,55.064666748046875,72.90229797363281,140.58119201660156,361.2699890136719,126.26000213623047,75.78500366210938,30.729999542236328,298.8699951171875,30.899999618530273,93.91658020019531,476.2402038574219,61.685176849365234,41.78243637084961,326.61334228515625,91.64590454101562,140.08938598632812,145.55032348632812,361.3195495605469,147.75999450683594,122.36000061035156,116.25,137.35000610351562
2022-11-10,144.68719482421875,236.63934326171875,15.730225563049316,48.12492752075195,68.47000122070312,28.6969051361084,112.02415466308594,159.5044403076172,59.295108795166016,74.35725402832031,154.6729736328125,404.05999755859375,145.3800048828125,81.7300033569336,31.7450008392334,329.95001220703125,36.5099983215332,103.18788146972656,545.6437377929688,67.22735595703125,46.867889404296875,356.350341796875,101.75434875488281,151.5626678466797,155.66322326660156,395.3289489746094,162.02000427246094,135.75999450683594,133.1199951171875,161.0
2022-11-11,147.47515869140625,240.6615753173828,16.306499481201172,49.219337463378906,72.37000274658203,29.342971801757812,112.72036743164062,163.88719177246094,61.50871658325195,74.906494140625,156.0880889892578,409.9100036621094,159.41000366210938,82.66000366210938,32.13750076293945,341.1499938964844,39.439998626708984,106.06651306152344,560.87109375,70.06488037109375,48.35577392578125,367.923828125,107.32807159423828,155.0500030517578,159.86827087402344,400.03485107421875,166.89999389648438,143.1199951171875,142.19000244140625,175.94000244140625
2022-11-14,146.0762481689453,235.2467041015625,16.274538040161133,48.75668716430664,73.52999877929688,29.26582908630371,112.13555145263672,162.01539611816406,60.78068923950195,75.66768646240234,157.00840759277344,400.3999938964844,157.83999633789062,80.86499786376953,32.79999923706055,340.3699951171875,38.400001525878906,104.77642822265625,562.2138671875,69.08740234375,46.41312789916992,366.9529113769531,104.49266052246094,152.40377807617188,158.993408203125,389.8585205078125,167.92999267578125,142.00999450683594,136.85000610351562,171.0800018310547
2022-11-15,147.8101043701172,235.65573120117188,16.645078659057617,49.820716857910156,76.37000274658203,29.61297035217285,116.98112487792969,162.13409423828125,62.07933044433594,76.29401397705078,160.3829345703125,419.4800109863281,163.49000549316406,81.19000244140625,33.162498474121094,345.9599914550781,40.02000045776367,105.71992492675781,581.3330688476562,76.35677337646484,47.38252639770508,374.371337890625,107.26011657714844,156.09901428222656,164.4496612548828,399.0348815917969,168.74000549316406,148.3000030517578,147.25999450683594,182.10000610351562
2022-11-16,146.57867431640625,236.08544921875,15.890023231506348,48.615135192871094,72.69999694824219,28.47512435913086,112.0705795288086,158.38136291503906,57.917755126953125,76.97811126708984,153.50523376464844,412.20001220703125,154.14999389648438,79.54499816894531,32.67250061035156,338.4100036621094,38.5099983215332,106.92337036132812,561.1240844726562,75.39826965332031,43.96840286254883,359.6800537109375,101.20085906982422,152.41323852539062,156.98968505859375,385.93695068359375,168.86000061035156,143.64999389648438,140.35000610351562,174.69000244140625
2022-11-17,148.4800262451172,236.03660583496094,15.657317161560059,48.65122985839844,73.9000015258789,28.822261810302734,114.04779052734375,160.1162109375,57.78986358642578,76.31328582763672,148.1317596435547,400.5799865722656,147.69000244140625,78.27999877929688,33.01499938964844,337.8299865722656,37.720001220703125,107.65505981445312,573.12109375,77.32475280761719,44.5264778137207,365.0885009765625,101.42420959472656,152.6022491455078,160.0093994140625,374.3880615234375,165.10000610351562,139.22999572753906,136.75,163.7899932861328
2022-11-18,149.04151916503906,235.5873565673828,15.389653205871582,48.94099426269531,73.56999969482422,28.802978515625,114.9667739868164,159.9518280029297,57.6324462890625,76.8239517211914,146.4989471435547,399.3800048828125,146.1999969482422,83.73999786376953,33.869998931884766,330.8599853515625,36.59000015258789,104.73792266845703,577.139404296875,78.07445526123047,44.09584426879883,365.4283447265625,101.66695404052734,152.96141052246094,161.749755859375,372.6135559082031,165.02000427246094,138.99000549316406,138.72999572753906,159.8800048828125
2022-11-21,145.8102569580078,236.3979949951172,15.297769546508789,49.157588958740234,72.45999908447266,27.906198501586914,111.57857513427734,157.41351318359375,56.235416412353516,76.91067504882812,143.34217834472656,387.3800048828125,141.13999938964844,85.30999755859375,33.65250015258789,321.489990234375,35.209999084472656,104.4587173461914,564.6170043945312,75.85379791259766,43.46342086791992,361.32098388671875,102.09420776367188,150.49473571777344,158.84292602539062,367.64306640625,161.86000061035156,135.55999755859375,135.9199981689453,147.02000427246094
2022-11-22,147.94798278808594,239.30838012695312,16.017864227294922,50.35557174682617,75.25,28.754764556884766,114.78112030029297,161.81451416015625,57.67179870605469,79.12684631347656,147.69635009765625,400.2799987792969,143.36000061035156,85.83499908447266,34.0099983215332,330.8800048828125,35.279998779296875,105.53700256347656,580.1071166992188,78.33069610595703,43.991573333740234,371.0990905761719,103.93919372558594,159.18002319335938,163.13265991210938,384.5350036621094,165.1999969482422,135.8000030517578,136.75999450683594,146.8000030517578
2022-11-23,148.82481384277344,241.79884338378906,16.498258590698242,50.69662094116211,76.4000015258789,28.610122680664062,116.17353057861328,163.42149353027344,57.97678756713867,79.5508041381836,150.65524291992188,409.3699951171875,146.4499969482422,86.55000305175781,34.29750061035156,335.7799987792969,36.77000045776367,105.75843811035156,587.5407104492188,77.78976440429688,44.549652099609375,374.4490051269531,104.80548858642578,159.90773010253906,164.81654357910156,388.0839538574219,167.50999450683594,140.88999938964844,140.0800018310547,150.77000427246094
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,145.90878295898438,241.71095275878906,16.249570846557617,50.342262268066406,75.13999938964844,28.29191017150879,114.59546661376953,161.67758178710938,57.46519088745117,79.7049789428711,151.75369262695312,407.2099914550781,144.72000122070312,86.38500213623047,33.939998626708984,334.29998779296875,36.790000915527344,106.52863311767578,575.8550415039062,77.24883270263672,43.76273727416992,369.0016784667969,103.00471496582031,157.9136199951172,162.45533752441406,384.7703552246094,167.30999755859375,140.0500030517578,138.75,147.75
2022-11-28,142.0766143798828,236.11474609375,15.807126998901367,49.610748291015625,73.19000244140625,27.703699111938477,110.96591186523438,157.96136474609375,54.848228454589844,78.4234619140625,152.09014892578125,401.92999267578125,141.07000732421875,85.69499969482422,33.42499923706055,328.9700012207031,38.029998779296875,103.97734069824219,567.5846557617188,75.18000030517578,42.79528045654297,364.0592956542969,100.71723937988281,155.0027618408203,154.37442016601562,378.0743103027344,164.9499969482422,139.4499969482422,136.72000122070312,143.5
2022-11-29,139.07191467285156,234.71817016601562,15.619364738464355,49.5328483581543,73.38999938964844,27.867626190185547,109.88911437988281,157.94308471679688,54.22841262817383,77.90313720703125,150.10105895996094,396.8500061035156,136.55999755859375,85.25499725341797,33.4275016784668,326.7799987792969,37.150001525878906,102.93756866455078,563.186767578125,75.28439331054688,42.68135070800781,363.47662353515625,100.50308990478516,154.8893585205078,154.929443359375,372.2606201171875,163.52000427246094,138.0,134.85000610351562,142.3000030517578
2022-11-30,145.82997131347656,249.18228149414062,16.906078338623047,52.34869384765625,77.62999725341797,28.995832443237305,118.16607666015625,164.77288818359375,56.717491149902344,80.00367736816406,158.5818328857422,416.29998779296875,142.89999389648438,84.94999694824219,34.82500076293945,344.92999267578125,40.880001068115234,106.74044799804688,591.6953735351562,78.74823760986328,45.609806060791016,381.7510070800781,106.68415069580078,162.46890258789062,165.4186553955078,399.59368896484375,172.0399932861328,117.6500015258789,133.4499969482422,152.69000244140625
2022-12-01,146.1058349609375,248.74281311035156,17.11786460876465,52.32209777832031,77.4800033569336,28.764408111572266,118.46501159667969,162.07017517089844,54.592430114746094,81.0443115234375,145.46978759765625,425.6000061035156,154.0399932861328,89.19999694824219,34.94499969482422,344.1099853515625,43.400001525878906,107.8379898071289,594.7506713867188,78.46354675292969,44.717655181884766,379.40118408203125,104.1630630493164,162.06251525878906,163.160888671875,407.9072570800781,176.77999877929688,124.06999969482422,144.5,161.94000244140625
2022-12-02,145.61325073242188,249.0651397705078,16.85912322998047,51.376834869384766,74.9800033569336,28.359407424926758,117.39070892333984,162.21624755859375,53.7955322265625,80.31201934814453,143.05517578125,412.8699951171875,149.74000549316406,86.34500122070312,33.7599983215332,341.5299987792969,43.060001373291016,107.85723114013672,589.3504638671875,77.3437271118164,44.18950271606445,378.2650451660156,103.87103271484375,160.07852172851562,160.92189025878906,399.9172058105469,172.42999267578125,124.0,128.99000549316406,160.1699981689453
2022-12-05,144.45077514648438,244.35765075683594,16.59339141845703,50.41161346435547,73.62000274658203,28.12798309326172,115.1860122680664,161.96975708007812,53.16588592529297,76.53487396240234,132.5358123779297,392.260009765625,135.6300048828125,84.99500274658203,33.20750045776367,334.0899963378906,40.790000915527344,106.16278076171875,584.5633544921875,77.45759582519531,43.69997787475586,377.3037414550781,103.59847259521484,159.32855224609375,158.3913116455078,387.3879089355469,166.4600067138672,118.33000183105469,120.79000091552734,148.72000122070312
2022-12-06,140.78607177734375,239.39630126953125,15.971012115478516,49.953704833984375,70.2699966430664,27.57834243774414,111.89764404296875,159.1848907470703,52.81170654296875,76.03385162353516,131.88270568847656,389.1499938964844,136.72999572753906,83.34500122070312,32.2599983215332,331.1499938964844,38.970001220703125,103.75590515136719,577.0324096679688,75.5026626586914,42.781761169433594,372.1282653808594,101.92424011230469,158.06600952148438,153.41485595703125,382.1330261230469,163.66000366210938,113.83000183105469,115.97000122070312,144.69000244140625
2022-12-07,138.84535217285156,238.66375732421875,16.1038818359375,49.25829315185547,70.13999938964844,27.317989349365234,110.43095397949219,158.6461639404297,52.949440002441406,75.90857696533203,129.12173461914062,388.5199890136719,137.41000366210938,82.34500122070312,31.690000534057617,326.67999267578125,38.4900016784668,103.85218811035156,585.1082763671875,75.19898223876953,42.89665985107422,376.8376770019531,103.28699493408203,157.59133911132812,154.2333221435547,381.0252685546875,160.58999633789062,113.19999694824219,114.23999786376953,178.3000030517578
2022-12-08,140.52993774414062,241.623046875,17.151832580566406,50.45341491699219,70.47000122070312,27.424060821533203,113.73799896240234,161.02928161621094,54.30712890625,77.15156555175781,128.775390625,396.2300109863281,142.8699951171875,80.38999938964844,32.032501220703125,332.5799865722656,38.63999938964844,103.80404663085938,590.4986572265625,76.67942810058594,43.93171310424805,384.4407043457031,105.72048950195312,161.0467987060547,161.3076171875,397.40740966796875,164.05999755859375,114.23999786376953,119.52999877929688,194.42999267578125
2022-12-09,140.04721069335938,239.68923950195312,16.983997344970703,51.749229431152344,68.58999633789062,27.231203079223633,111.21569061279297,159.11183166503906,53.982460021972656,76.94922637939453,129.7451934814453,393.5799865722656,144.52999877929688,79.44999694824219,31.975000381469727,330.6400146484375,38.380001068115234,103.29378509521484,581.5568237304688,76.57503509521484,43.468265533447266,382.00347900390625,104.4842758178711,160.1259765625,159.6613311767578,391.9858703613281,163.6699981689453,115.08000183105469,117.20999908447266,191.75
2022-12-12,142.34259033203125,246.6137237548828,17.5174617767334,52.880706787109375,70.66999816894531,27.665130615234375,113.23353576660156,162.05191040039062,54.45469665527344,78.31746673583984,131.72438049316406,401.6400146484375,150.8800048828125,80.88999938964844,32.7400016784668,338.1700134277344,38.380001068115234,104.32393646240234,593.5148315429688,76.32829284667969,44.82965850830078,389.2859802246094,106.46025848388672,163.52444458007812,162.81285095214844,402.7210693359375,166.08999633789062,118.54000091552734,121.23999786376953,203.17999267578125
2022-12-13,143.3080291748047,250.92074584960938,18.05392837524414,54.24966812133789,71.6500015258789,27.703699111938477,115.36348724365234,162.07017517089844,54.346473693847656,77.62371826171875,134.20823669433594,416.1700134277344,150.5800018310547,80.375,33.255001068115234,342.4599914550781,38.779998779296875,105.71992492675781,611.30126953125,76.40422058105469,46.12490463256836,397.1705627441406,108.89376068115234,166.5906219482422,163.97927856445312,419.985595703125,168.22999572753906,120.98999786376953,123.76000213623047,206.05999755859375
