Date,NEE,DUK,SO,D,AEP,EXC,SRE,XEL
2022-05-02,63.04119110107422,93.825927734375,63.79257583618164,67.89378356933594,85.38443756103516,40.75175857543945,70.9183349609375,64.69230651855469
2022-05-03,63.84419631958008,93.53245544433594,63.71415328979492,68.04457092285156,85.7760009765625,40.78670120239258,71.37583923339844,64.21157836914062
2022-05-04,65.91939544677734,95.38825225830078,64.97763061523438,69.11679077148438,87.63802337646484,41.861183166503906,73.07262420654297,65.34215545654297
2022-05-05,64.81864166259766,94.99120330810547,64.53323364257812,69.56076049804688,86.71570587158203,40.97014236450195,71.56684112548828,64.79914093017578
2022-05-06,65.3870620727539,96.08741760253906,65.06476593017578,70.38168334960938,86.70701599121094,41.10991668701172,73.24585723876953,65.05728912353516
2022-05-09,63.799076080322266,95.63856506347656,64.68138122558594,70.1722640991211,87.42613220214844,40.821632385253906,71.9710464477539,65.5647201538086
2022-05-10,63.14945602416992,94.00718688964844,63.78387451171875,68.65606689453125,86.89117431640625,40.84783935546875,70.42082977294922,65.42227172851562
2022-05-11,63.33892059326172,94.87035369873047,64.46353149414062,69.54399871826172,87.50505828857422,41.599117279052734,70.54521942138672,65.8495864868164
2022-05-12,61.8140983581543,94.80502319335938,64.55066680908203,69.44348907470703,86.4088363647461,40.3392219543457,70.1632308959961,65.47569274902344
2022-05-13,62.97800827026367,95.19696044921875,64.77054595947266,70.03825378417969,87.42613220214844,41.11345672607422,71.54019165039062,66.31249237060547
2022-05-16,63.266746520996094,95.83277893066406,65.2981948852539,70.10526275634766,87.16303253173828,41.23663330078125,71.74007415771484,66.61518096923828
2022-05-17,64.98104095458984,95.24051666259766,65.21025085449219,70.57434844970703,88.04879760742188,41.826107025146484,72.77948760986328,67.03358459472656
2022-05-18,64.06072998046875,94.84857940673828,64.92002868652344,69.2424545288086,87.59275817871094,41.46537780761719,72.30418395996094,66.66859436035156
2022-05-19,63.57352828979492,94.8921127319336,64.48910522460938,68.86549377441406,86.85609436035156,41.658939361572266,71.90886688232422,66.77542114257812
2022-05-20,64.25923156738281,95.65858459472656,64.55945587158203,69.14192199707031,87.43490600585938,41.48297882080078,71.11822509765625,66.07215118408203
2022-05-23,65.45924377441406,96.51213073730469,65.21025085449219,69.58589172363281,87.93476867675781,42.13404083251953,72.75281524658203,66.6507797241211
2022-05-24,67.37203216552734,98.40213012695312,66.56456756591797,71.13558959960938,89.64488220214844,42.9610595703125,73.78331756591797,67.88819122314453
2022-05-25,67.48031616210938,97.88826751708984,66.56456756591797,70.91780090332031,89.87291717529297,43.128211975097656,74.06315612792969,67.38966369628906
2022-05-26,67.70590209960938,98.619873046875,66.21282196044922,70.85079956054688,89.96060943603516,43.25139617919922,73.22364807128906,66.73088836669922
2022-05-27,70.26022338867188,99.63890838623047,66.89876556396484,71.3366470336914,90.82882690429688,43.85846710205078,74.0231704711914,67.95940399169922
2022-05-30,,,,,,,,
2022-05-31,68.68133544921875,98.00149536132812,66.5381851196289,70.54924011230469,89.47826385498047,43.242591857910156,72.78390502929688,67.06917572021484
2022-06-01,69.11687469482422,97.26116180419922,66.44145202636719,70.12201690673828,89.4870376586914,43.27778244018555,72.63289642333984,66.87333679199219
2022-06-02,71.24929809570312,97.36568450927734,66.79322814941406,70.49186706542969,89.67119598388672,43.10182571411133,72.3619384765625,67.19383239746094
2022-06-03,71.403564453125,96.81696319580078,66.1864242553711,69.84166717529297,89.4081039428711,42.873069763183594,71.18040466308594,66.65968322753906
2022-06-06,72.76466369628906,96.7734375,66.26555633544922,69.85855102539062,89.50458526611328,42.7147102355957,71.58905029296875,66.50834655761719
2022-06-07,72.39261627197266,97.84471130371094,66.56456756591797,70.17098999023438,89.82906341552734,43.15461730957031,72.71283721923828,67.28286743164062
2022-06-08,71.22206115722656,96.2334213256836,65.63237762451172,68.55815887451172,88.16280364990234,42.3803825378418,70.82506561279297,65.13741302490234
2022-06-09,70.17854309082031,93.82953643798828,64.10215759277344,66.99598693847656,86.17205810546875,41.0518684387207,68.91951751708984,63.45488739013672
2022-06-10,68.88097381591797,93.86438751220703,63.44258499145508,66.97064208984375,86.17205810546875,40.4799919128418,68.69742584228516,63.21453857421875
2022-06-13,65.7050552368164,90.08436584472656,60.46128845214844,64.44584655761719,81.56790924072266,38.43003463745117,65.36603546142578,60.88216781616211
2022-06-14,64.86116790771484,87.91566467285156,58.728797912597656,62.99344253540039,79.3140869140625,37.224700927734375,64.32665252685547,59.069190979003906
2022-06-15,67.32024383544922,87.25370788574219,58.544105529785156,63.22987365722656,79.49823760986328,37.18070602416992,64.2911148071289,59.042293548583984
2022-06-16,64.30767059326172,86.69630432128906,58.28907775878906,62.80767059326172,78.21783447265625,36.265708923339844,63.05630874633789,58.23533630371094
2022-06-17,64.25321960449219,85.19823455810547,57.506370544433594,61.98859405517578,77.53380584716797,35.99296951293945,61.959163665771484,57.30286407470703
2022-06-20,,,,,,,,
2022-06-21,65.99542999267578,86.40888214111328,59.0541877746582,62.9765625,78.88435363769531,36.600040435791016,63.43829345703125,58.064979553222656
2022-06-22,67.77394104003906,87.23631286621094,59.52907943725586,63.68587112426758,79.2000503540039,36.67921829223633,63.713680267333984,58.97953414916992
2022-06-23,70.05150604248047,90.06696319580078,60.9273796081543,65.14671325683594,81.0417251586914,37.15431213378906,65.00627136230469,60.324466705322266
2022-06-24,70.79557800292969,91.04244232177734,61.411067962646484,65.98267364501953,82.08531951904297,38.0869140625,66.3787841796875,61.47214126586914
2022-06-27,70.67761993408203,91.62599182128906,61.885963439941406,66.38799285888672,83.29556274414062,38.61480712890625,66.92511749267578,62.16254425048828
2022-06-28,69.36188507080078,92.06148529052734,62.1058235168457,66.31199645996094,83.38325500488281,38.60600280761719,67.16498565673828,62.754295349121094
2022-06-29,68.962646484375,92.33148956298828,62.14979553222656,66.72576141357422,83.6375961303711,39.010719299316406,66.76522827148438,62.951560974121094
2022-06-30,70.2874526977539,93.37664031982422,62.71263885498047,67.39286041259766,84.13746643066406,39.872928619384766,66.74746704101562,63.444698333740234
2022-07-01,73.10038757324219,95.47569274902344,64.32200622558594,68.60037231445312,85.90019226074219,40.53278732299805,68.20881652832031,65.12136840820312
2022-07-04,,,,,,,,
2022-07-05,71.78467559814453,92.618896484375,62.281715393066406,67.07199096679688,82.06777954101562,38.377254486083984,65.29052734375,62.66463851928711
2022-07-06,72.20205688476562,93.69889831542969,62.853355407714844,67.57862091064453,83.13770294189453,38.94033432006836,66.0135269165039,63.66885757446289
2022-07-07,72.93704986572266,93.04566955566406,62.69505310058594,67.40129089355469,82.89215087890625,39.0546989440918,66.11200714111328,62.38668441772461
2022-07-08,72.81910705566406,92.24437713623047,62.60711669921875,67.02975463867188,82.73429107666016,38.96671676635742,65.92845916748047,62.404605865478516
2022-07-11,73.20928955078125,94.02986907958984,63.1171875,67.36752319335938,83.32186889648438,39.08989715576172,66.49252319335938,62.66463851928711
2022-07-12,72.54688262939453,93.77727508544922,63.301876068115234,66.91998291015625,82.76058959960938,38.9139404296875,65.74044799804688,62.31496810913086
2022-07-13,72.82818603515625,93.40277862548828,62.61589431762695,66.4217758178711,82.34841918945312,38.359657287597656,65.68671417236328,62.04597091674805
2022-07-14,72.71019744873047,93.15018463134766,63.19634246826172,66.51466369628906,82.67290496826172,38.84355545043945,66.25972747802734,62.14459991455078
2022-07-15,71.42169952392578,93.56824493408203,63.609676361083984,66.87774658203125,83.50602722167969,38.9139404296875,67.7057113647461,62.72740173339844
2022-07-18,70.33281707763672,91.82632446289062,63.04682922363281,65.87291717529297,81.88362884521484,38.500423431396484,66.86409759521484,61.46317672729492
2022-07-19,71.62132263183594,91.92212677001953,63.09959030151367,65.67869567871094,82.07655334472656,38.447635650634766,67.8624038696289,61.74112319946289
2022-07-20,71.06781005859375,89.70114135742188,62.387245178222656,63.981407165527344,81.30481719970703,37.91974639892578,68.39063262939453,60.61137390136719
2022-07-21,71.56689453125,90.18016815185547,62.30810546875,64.14186096191406,81.37496948242188,38.060523986816406,68.71297454833984,60.70103073120117
2022-07-22,72.81910705566406,91.43437957763672,63.26668930053711,65.31558990478516,82.74307250976562,38.72917556762695,69.0487289428711,61.57075881958008
2022-07-25,73.48149871826172,92.30535125732422,63.92625427246094,66.37110900878906,84.01467895507812,39.08110427856445,70.85283660888672,62.279090881347656
2022-07-26,72.51057434082031,93.21114349365234,64.64740753173828,66.91998291015625,84.55839538574219,39.327449798583984,71.48404693603516,62.951560974121094
2022-07-27,72.93704986572266,92.77566528320312,64.42755126953125,66.87774658203125,84.44440460205078,39.11628723144531,71.60493469238281,62.98741912841797
2022-07-28,76.71186065673828,94.8921127319336,66.69647979736328,68.66792297363281,85.61077117919922,40.7087516784668,73.22997283935547,64.74478149414062
2022-07-29,76.66647338867188,95.74567413330078,67.61990356445312,69.22523498535156,86.43515014648438,40.90230178833008,74.22379302978516,65.614501953125
2022-08-01,77.41055297851562,95.6760025024414,67.43521118164062,69.69811248779297,86.90872192382812,40.56797790527344,74.03129577636719,65.62348175048828
2022-08-02,77.73722076416016,95.47569274902344,66.77564239501953,69.37723541259766,86.34745025634766,40.32163619995117,73.28369140625,65.8565902709961
2022-08-03,78.45407104492188,96.52083587646484,67.94527435302734,70.25543975830078,87.33843994140625,38.98432159423828,73.67317199707031,66.627685546875
2022-08-04,79.83332824707031,95.57147216796875,68.56969451904297,69.99365997314453,87.6541519165039,39.64418029785156,72.27196502685547,66.8518295288086
2022-08-05,79.83332824707031,95.07504272460938,67.9540786743164,69.72344207763672,87.22442626953125,39.38903045654297,71.5333023071289,66.17041778564453
2022-08-08,79.41590118408203,94.97051239013672,67.88374328613281,68.7270278930664,87.76815795898438,39.573795318603516,72.05709075927734,66.26007080078125
2022-08-09,80.68627166748047,95.64115905761719,68.81591796875,69.5630111694336,88.89067840576172,39.94331359863281,72.76886749267578,67.08496856689453
2022-08-10,81.46664428710938,95.85888671875,68.85110473632812,69.3603515625,89.57125091552734,40.057682037353516,73.18518829345703,67.34497833251953
2022-08-11,81.14906311035156,95.37983703613281,68.50814056396484,69.03946685791016,89.44750213623047,40.207252502441406,73.36874389648438,66.89667510986328
2022-08-12,82.09275817871094,96.90929412841797,69.30659484863281,69.9429931640625,91.72789764404297,40.92343521118164,74.47897338867188,68.10710906982422
2022-08-15,82.57368469238281,97.55096435546875,69.52839660644531,71.47982788085938,92.41730499267578,41.39321517944336,74.99378204345703,68.76165771484375
2022-08-16,82.14720916748047,98.54424285888672,70.1494140625,72.1553726196289,92.32891082763672,41.38434600830078,75.6787338256836,69.04856872558594
2022-08-17,81.8477554321289,98.47392272949219,70.30912017822266,72.2989273071289,92.21401977539062,40.99434280395508,75.92045593261719,68.97682189941406
2022-08-18,81.88404846191406,98.95736694335938,70.72608184814453,72.32424926757812,92.24938201904297,41.04753112792969,76.30099487304688,69.0306167602539
2022-08-19,81.40313720703125,99.53749084472656,71.1164321899414,72.2989273071289,92.75318145751953,40.896846771240234,76.13086700439453,68.98580169677734
2022-08-22,80.34146881103516,98.49149322509766,70.18490600585938,71.41228485107422,91.40087127685547,40.19660568237305,75.2847900390625,68.32231140136719
2022-08-23,79.83332824707031,97.59490966796875,69.90101623535156,70.87186431884766,90.7733154296875,39.94843673706055,75.34298706054688,67.56016540527344
2022-08-24,80.49573516845703,97.50701904296875,69.97197723388672,71.19273376464844,90.73796081542969,40.320716857910156,75.40116119384766,67.61398315429688
2022-08-25,81.11276245117188,97.30484008789062,70.19377136230469,71.18428802490234,91.37434387207031,40.61320877075195,75.50862121582031,68.2146987915039
2022-08-26,79.90591430664062,95.5732421875,69.3775634765625,70.15409851074219,89.9955062866211,39.62934494018555,74.5550765991211,67.18358612060547
2022-08-29,79.34515380859375,95.98633575439453,69.80340576171875,70.60163879394531,90.97659301757812,39.886390686035156,75.3385009765625,67.80227661132812
2022-08-30,78.1415786743164,94.6502914428711,68.8275146484375,69.52922821044922,89.57125091552734,39.0532112121582,74.3401870727539,66.96841430664062
2022-08-31,77.5580062866211,93.97346496582031,68.37503814697266,69.0732421875,88.56363677978516,38.920257568359375,73.85222625732422,66.57389068603516
2022-09-01,78.65217590332031,95.09857940673828,69.88327026367188,70.11872863769531,90.490478515625,39.39889907836914,75.21315002441406,67.62293243408203
2022-09-02,77.6036148071289,94.05256652832031,69.0848159790039,69.66751098632812,89.35028839111328,39.0709342956543,74.6714859008789,66.71736145019531
2022-09-05,,,,,,,,
2022-09-06,79.66429138183594,93.84162902832031,69.00495910644531,69.38655090332031,89.76570892333984,38.902530670166016,75.13258361816406,66.74425506591797
2022-09-07,82.28115844726562,96.90929412841797,70.75270080566406,70.99564361572266,92.57640838623047,39.983890533447266,77.66639709472656,69.02165985107422
2022-09-08,82.30851745605469,95.98633575439453,70.4510498046875,70.46778869628906,91.90467071533203,40.2143440246582,77.42017364501953,68.67198181152344
2022-09-09,81.97114562988281,96.58406066894531,70.54865264892578,70.79981994628906,92.54989624023438,40.63093566894531,77.78726196289062,69.02165985107422
2022-09-12,82.80088806152344,97.46306610107422,71.1075668334961,71.68524932861328,92.96530151367188,40.87025833129883,78.63336181640625,69.40721130371094
2022-09-13,81.02287292480469,95.09857940673828,69.4041976928711,70.01657104492188,90.33137512207031,39.01775360107422,76.47559356689453,67.31808471679688
2022-09-14,81.04110717773438,96.04788208007812,70.46880340576172,70.18683624267578,91.3213119506836,39.31025314331055,77.76039123535156,67.966064453125
2022-09-15,78.42423248291016,93.41968536376953,68.57024383544922,68.89275360107422,88.55479431152344,38.32639694213867,76.49797821044922,66.2242660522461
2022-09-16,77.31183624267578,93.270263671875,68.53474426269531,68.8076171875,88.70504760742188,38.29979705810547,75.40564727783203,66.69357299804688
2022-09-19,79.1810302734375,93.88555145263672,69.4396743774414,69.11412048339844,89.36796569824219,38.4593391418457,77.41568756103516,67.26212310791016
2022-09-20,78.1324691772461,92.85713195800781,68.50813293457031,68.13504028320312,88.17472839355469,37.91865921020508,75.59366607666016,66.31453704833984
2022-09-21,76.56414031982422,91.67049407958984,67.54108428955078,67.19854736328125,87.12294006347656,37.31593322753906,74.42973327636719,65.43009948730469
2022-09-22,76.1720962524414,92.01329040527344,67.3725357055664,66.78136444091797,87.39692687988281,36.943660736083984,74.01277160644531,65.38496398925781
2022-09-23,75.2420425415039,91.16065216064453,66.52972412109375,66.19391632080078,86.38932037353516,36.9348030090332,72.9263916015625,64.58175659179688
2022-09-26,73.99287414550781,88.63794708251953,64.89730072021484,64.56779479980469,84.52435302734375,35.96866226196289,70.8753662109375,63.12876510620117
2022-09-27,73.92904663085938,86.42288208007812,63.628639221191406,63.02682113647461,82.0760498046875,35.5875244140625,69.48697662353516,61.70282745361328
2022-09-28,75.10527038574219,87.55677795410156,64.33837127685547,63.733463287353516,82.69474792480469,35.170928955078125,70.76266479492188,62.1901741027832
2022-09-29,72.91694641113281,83.59251403808594,61.55261993408203,60.498252868652344,78.72618103027344,33.46025085449219,68.28340148925781,58.986358642578125
2022-09-30,71.49452209472656,81.76421356201172,60.32832336425781,58.838096618652344,76.41044616699219,33.20319747924805,67.58922576904297,57.758968353271484
2022-10-03,74.02934265136719,83.794677734375,61.8631477355957,60.5237922668457,77.98373413085938,34.10729217529297,69.92423248291016,59.1488037109375
2022-10-04,75.51559448242188,85.36810302734375,62.71484375,60.87285614013672,80.13153076171875,35.46343231201172,71.05567932128906,59.98810958862305
2022-10-05,74.55817413330078,82.6431884765625,60.9759635925293,58.752960205078125,77.5152816772461,34.30229949951172,69.2074966430664,58.056800842285156
2022-10-06,71.95042419433594,79.78646850585938,58.31441879272461,56.156280517578125,74.69575500488281,33.46910858154297,67.12492370605469,55.79155349731445
2022-10-07,69.96269989013672,78.29215240478516,56.88605499267578,54.81962203979492,73.3522720336914,32.7600212097168,66.27747344970703,54.0226936340332
2022-10-10,69.97180938720703,78.36250305175781,56.770729064941406,54.91327667236328,74.64271545410156,33.513431549072266,66.51187133789062,54.338558197021484
2022-10-11,69.32442474365234,78.69651794433594,56.460208892822266,55.19422912597656,75.01393127441406,33.212066650390625,66.24592590332031,53.9956169128418
2022-10-12,66.3337173461914,75.5672836303711,54.5616455078125,53.34675979614258,72.24742889404297,31.873655319213867,63.42405319213867,52.289920806884766
2022-10-13,66.64373016357422,77.34285736083984,56.8239631652832,55.373016357421875,74.93437957763672,32.99934005737305,64.47435760498047,53.914405822753906
2022-10-14,65.44015502929688,76.3144302368164,56.34487533569336,54.75151824951172,73.82071685791016,32.43206787109375,63.784671783447266,53.12021255493164
2022-10-17,67.15434265136719,78.31854248046875,57.02800369262695,55.57735061645508,75.17303466796875,32.88410568237305,65.30377960205078,54.690528869628906
2022-10-18,68.43997955322266,79.82162475585938,58.01277542114258,56.65007019042969,76.52535247802734,33.291839599609375,65.54720306396484,55.61106491088867
2022-10-19,67.14521789550781,78.48555755615234,57.39175796508789,55.9264030456543,75.92432403564453,32.66252136230469,64.79440307617188,55.14176940917969
2022-10-20,64.40982818603516,76.67481994628906,56.33600616455078,54.8366584777832,74.18309783935547,31.501386642456055,62.991329193115234,53.90536880493164
2022-10-21,65.33074188232422,77.7559814453125,57.22318649291992,55.79018783569336,75.68568420410156,32.54729461669922,64.13628387451172,54.96126937866211
2022-10-24,66.81697845458984,77.95816040039062,57.30302810668945,56.198848724365234,76.0127182006836,32.68024444580078,64.97472381591797,55.57496643066406
2022-10-25,69.16943359375,79.32059478759766,58.305545806884766,56.97359085083008,77.2677993774414,33.46910858154297,65.91233825683594,56.315006256103516
2022-10-26,68.9323501586914,79.82162475585938,58.23457717895508,57.14386749267578,77.29430389404297,33.33616256713867,66.50283813476562,56.46841812133789
2022-10-27,68.81382751464844,80.02378845214844,57.817596435546875,57.356712341308594,77.0556640625,33.41592788696289,67.61625671386719,57.08211135864258
2022-10-28,72.05984497070312,82.62562561035156,58.85559844970703,59.093505859375,79.01785278320312,34.355472564697266,68.693603515625,58.99538040161133
2022-10-31,70.66478729248047,81.90483856201172,58.09262466430664,59.57026672363281,77.7097396850586,34.204795837402344,68.04000091552734,58.760738372802734
2022-11-01,70.85626983642578,82.39707946777344,58.13697814941406,59.357425689697266,78.24889373779297,34.355472564697266,68.26988220214844,59.47369384765625
2022-11-02,70.46419525146484,81.64115142822266,57.489341735839844,58.77848434448242,77.966064453125,33.71730041503906,67.85967254638672,58.94123077392578
2022-11-03,71.28482055664062,81.93999481201172,57.5337028503418,58.94025802612305,78.38147735595703,32.7600212097168,68.79277801513672,58.79682922363281
2022-11-04,71.85014343261719,82.2828140258789,57.58693313598633,57.152374267578125,79.1681137084961,32.955020904541016,69.79352569580078,59.1578254699707
2022-11-07,70.47330474853516,81.06979370117188,56.21179962158203,53.58514404296875,77.78044128417969,32.5118408203125,67.48553466796875,58.887081146240234
2022-11-08,71.36686706542969,81.92242431640625,56.7352409362793,53.312705993652344,78.8852767944336,33.4247932434082,68.3960952758789,59.64516067504883
2022-11-09,71.30303955078125,82.14217376708984,56.28277587890625,51.43968963623047,78.34996032714844,33.40707015991211,67.64781188964844,59.21196746826172
2022-11-10,75.86207580566406,85.35050201416016,58.29668045043945,53.0998649597168,81.90079498291016,34.568206787109375,70.24429321289062,62.37065887451172
2022-11-11,75.96236419677734,83.65404510498047,57.746620178222656,52.495391845703125,80.27704620361328,34.66570281982422,69.71236419677734,60.90864562988281
2022-11-14,74.45790100097656,83.90016174316406,57.25867462158203,49.3453254699707,79.09940338134766,34.029117584228516,70.1451187133789,60.31300735473633
2022-11-15,75.59764099121094,85.37687683105469,58.45637130737305,50.12858963012695,79.5990219116211,34.19004440307617,70.06396484375,60.818397521972656
2022-11-16,76.88328552246094,86.0888671875,58.403133392333984,50.75008773803711,80.06293487548828,34.029117584228516,70.95650482177734,61.65770721435547
2022-11-17,75.0870361328125,84.83218383789062,57.59580612182617,49.69438552856445,79.4651870727539,33.51054382324219,69.4554214477539,60.592777252197266
2022-11-18,75.86207580566406,85.96009063720703,58.78824234008789,50.366966247558594,81.43688201904297,34.49403762817383,71.15033721923828,61.711856842041016
2022-11-21,76.2267837524414,86.1821060180664,58.93170166015625,50.69049072265625,83.10521697998047,34.60133361816406,71.5695571899414,61.98259735107422
2022-11-22,76.69180297851562,86.75050354003906,59.12893295288086,51.294960021972656,83.60481262207031,35.27189636230469,72.27278137207031,62.13601303100586
2022-11-23,77.8236083984375,87.51427459716797,59.49653244018555,51.95902633666992,84.87169647216797,35.64741897583008,73.4763412475586,62.45188903808594
2022-11-24,,,,,,,,
2022-11-25,78.2085189819336,88.47342681884766,59.989662170410156,52.38471603393555,85.17504119873047,35.82623291015625,73.6836929321289,62.83995819091797
2022-11-28,76.73303985595703,87.5764389038086,59.03031921386719,51.60996627807617,84.9520034790039,35.96929168701172,73.51239776611328,62.62336730957031
2022-11-29,75.59666442871094,86.98141479492188,58.93170166015625,50.88630676269531,84.4434585571289,35.76365280151367,72.71903228759766,62.13601303100586
2022-11-30,77.62199401855469,88.7487564086914,60.64414596557617,52.02714157104492,86.36161041259766,36.98855209350586,74.91431427001953,63.37242889404297
2022-12-01,77.74112701416016,89.08621215820312,60.71586990356445,51.96516418457031,86.07613372802734,37.13161087036133,75.37860870361328,63.34535598754883
2022-12-02,78.08020782470703,88.38461303710938,60.37517166137695,52.051246643066406,84.86278533935547,37.060081481933594,74.79710388183594,62.397743225097656
2022-12-05,78.03438568115234,88.03825378417969,60.50069808959961,51.018310546875,84.32748413085938,37.32830810546875,73.78736877441406,61.98259735107422
2022-12-06,78.06188201904297,89.26384735107422,61.397281646728516,50.14031982421875,85.9780044555664,38.32968521118164,74.53565216064453,62.56018829345703
2022-12-07,78.16270446777344,88.43792724609375,61.41518783569336,49.92512512207031,86.24563598632812,37.82899856567383,73.21488189697266,62.15406799316406
2022-12-08,78.5934066772461,89.21055603027344,61.57658767700195,50.17474365234375,87.18241119384766,37.34619140625,73.07063293457031,63.00240707397461
2022-12-09,77.44786071777344,89.12174224853516,61.289695739746094,50.1661376953125,86.16534423828125,37.033260345458984,72.64239501953125,63.02947235107422
2022-12-12,79.3174057006836,90.87132263183594,63.68352508544922,51.62946701049805,87.92291259765625,37.99887466430664,74.6167984008789,64.60882568359375
2022-12-13,79.86725616455078,91.56405639648438,63.84490966796875,51.62946701049805,87.9853744506836,38.03464126586914,74.22463989257812,64.61785125732422
2022-12-14,79.7756118774414,91.74166870117188,63.755252838134766,51.018310546875,87.86937713623047,38.28498840332031,73.81441497802734,64.30197143554688
2022-12-15,78.63922119140625,91.0400619506836,63.09178161621094,50.64817428588867,85.26427459716797,37.8915901184082,72.98500061035156,63.733428955078125
2022-12-16,77.10877990722656,89.11287689208984,62.24901580810547,50.458805084228516,84.37210845947266,37.48923873901367,70.91593933105469,63.101661682128906
2022-12-19,76.54060363769531,89.01517486572266,61.78280258178711,51.0010986328125,83.86357116699219,37.34619140625,70.89791107177734,62.632389068603516
2022-12-20,76.54060363769531,88.99740600585938,62.28487777709961,51.28515625,83.56914520263672,37.6054801940918,70.55982971191406,62.71360778808594
2022-12-21,77.576171875,90.51608276367188,63.41455078125,51.68971633911133,85.0590591430664,38.115108489990234,71.17511749267578,63.54389190673828
2022-12-22,76.3756103515625,90.54271697998047,63.44145202636719,52.06845474243164,84.28287506103516,38.016761779785156,71.31136322021484,63.200950622558594
2022-12-23,77.13627624511719,91.46636199951172,64.3200912475586,52.32669448852539,85.3713150024414,38.481689453125,71.63377380371094,64.01319122314453
2022-12-26,,,,,,,,
2022-12-27,76.9804916381836,92.07026672363281,64.79527282714844,53.178863525390625,85.9066162109375,38.58003616333008,72.12873077392578,64.59077453613281
2022-12-28,76.21068572998047,91.38642883300781,64.2394027709961,52.90341567993164,85.07691192626953,38.39227294921875,70.98440551757812,64.12554931640625
2022-12-29,77.0538101196289,92.22126007080078,64.72355651855469,53.058353424072266,85.65681457519531,38.56216049194336,70.78460693359375,64.57988739013672
2022-12-30,76.61390686035156,91.46636199951172,64.02421569824219,52.78290557861328,84.71112060546875,38.651573181152344,70.17610168457031,63.7075309753418
2023-01-02,,,,,,,,
2023-01-03,76.82470703125,92.09690856933594,64.46355438232422,54.203189849853516,84.63973236083984,38.58898162841797,69.79920196533203,63.67118835449219
2023-01-04,77.42952728271484,93.08272552490234,65.01045989990234,54.4097785949707,85.21965789794922,39.098609924316406,70.40316009521484,64.21639251708984
2023-01-05,75.72496032714844,91.7061538696289,63.10075759887695,52.90341567993164,83.66728973388672,38.24922561645508,69.24066925048828,62.9169807434082
2023-01-06,76.65972900390625,93.41133117675781,64.22146606445312,53.25633239746094,86.1207504272461,39.04497146606445,70.17610168457031,64.77979278564453
2023-01-09,77.0446548461914,93.42020416259766,64.10491180419922,53.01531219482422,87.38761138916016,39.4741325378418,71.35223388671875,65.40678405761719
2023-01-10,77.4753646850586,93.63333892822266,63.755252838134766,53.22190475463867,86.78986358642578,39.062843322753906,71.52477264404297,65.52489471435547
2023-01-11,77.89691162109375,93.83760833740234,64.15870666503906,53.69533157348633,87.10211944580078,39.46519088745117,73.59092712402344,66.13370513916016
2023-01-12,77.9610595703125,93.32251739501953,63.06489562988281,54.15153884887695,86.01367950439453,38.785675048828125,73.0777816772461,65.3795166015625
2023-01-13,77.60365295410156,93.23371124267578,63.04695510864258,54.1601448059082,84.61297607421875,38.785675048828125,73.03237915039062,64.6707534790039
2023-01-16,,,,,,,,
2023-01-17,78.5750732421875,92.5587387084961,62.80488586425781,53.81583786010742,84.63082122802734,38.58898162841797,73.45924377441406,64.5980453491211
2023-01-18,76.7972183227539,90.80916595458984,60.71586990356445,53.20468521118164,82.48069763183594,37.75746536254883,71.15242004394531,62.48082733154297
2023-01-19,75.68831634521484,90.56048583984375,59.577213287353516,53.37684631347656,81.7491226196289,37.58759689331055,70.73917388916016,61.79021072387695
2023-01-20,74.98267364501953,90.4272689819336,60.17793273925781,53.72976303100586,82.23089599609375,37.8558235168457,71.74275207519531,62.29000473022461
2023-01-23,75.7616195678711,89.69014739990234,59.944828033447266,54.203189849853516,82.6680679321289,37.39089584350586,72.08334350585938,61.79931640625
2023-01-24,76.88883972167969,90.02763366699219,59.80136489868164,53.78140640258789,82.70374298095703,37.11372756958008,72.2558822631836,62.09917068481445
2023-01-25,70.18971252441406,90.072021484375,60.3034553527832,53.643680572509766,82.39149475097656,37.033260345458984,72.19229125976562,62.29909133911133
2023-01-26,70.01559448242188,90.0009765625,60.53655242919922,53.86748504638672,82.96247100830078,37.19419860839844,72.88251495361328,62.51716232299805
2023-01-27,69.26410675048828,90.21411895751953,60.9669189453125,53.75558090209961,83.03384399414062,37.274662017822266,73.48648071289062,62.18096160888672
2023-01-30,68.77840423583984,90.26741027832031,60.455867767333984,53.962162017822266,82.85542297363281,37.32830810546875,73.21855163574219,61.88108444213867
2023-01-31,68.39349365234375,90.98676300048828,60.68001174926758,54.77991485595703,83.827880859375,37.721702575683594,72.80533599853516,62.489891052246094
2023-02-01,68.03609466552734,91.06671142578125,61.737972259521484,54.31508255004883,84.4434585571289,37.82004928588867,72.60098266601562,63.253196716308594
2023-02-02,69.28243255615234,90.62264251708984,61.52279281616211,53.36824035644531,84.35425567626953,37.453487396240234,73.16862487792969,63.207759857177734
2023-02-03,68.43016052246094,89.32600402832031,60.31241226196289,51.861873626708984,82.1773681640625,36.568336486816406,70.79368591308594,61.77206039428711
2023-02-06,69.19996643066406,90.41838836669922,60.877262115478516,53.14443588256836,82.52531433105469,36.62197494506836,71.58382415771484,62.51716232299805
2023-02-07,69.72232055664062,89.5391616821289,60.73381423950195,53.02392578125,82.32903289794922,36.49680709838867,71.33861541748047,62.589866638183594
2023-02-08,68.76007080078125,88.08265686035156,59.577213287353516,51.27653884887695,80.63391876220703,35.97823715209961,70.12161254882812,61.65392303466797
