Date,PLD,AMT,CCI,SPG,O,PSA,WELL,EQIX
2022-03-02,131.94393920898438,205.38294982910156,143.2066650390625,111.12874603271484,54.231956481933594,306.1021423339844,76.73372650146484,654.358642578125
2022-03-03,133.67767333984375,209.15277099609375,145.38946533203125,111.64126586914062,54.65860366821289,312.5293273925781,77.66163635253906,664.8363647460938
2022-03-04,134.80372619628906,211.85565185546875,148.0849609375,109.62322998046875,54.82269287109375,316.2164001464844,79.21722412109375,667.8004760742188
2022-03-07,133.0789337158203,206.28985595703125,146.1667022705078,102.72021484375,53.058719635009766,315.20245361328125,79.07166290283203,651.2658081054688
2022-03-08,131.36302185058594,202.68898010253906,143.7440948486328,105.21876525878906,53.24742126464844,307.7026672363281,80.3543701171875,631.2109985351562
2022-03-09,134.4820098876953,207.2589874267578,143.8350372314453,107.51387786865234,53.46894454956055,309.7389221191406,80.74551391601562,652.3124389648438
2022-03-10,135.01821899414062,206.9833526611328,145.66232299804688,107.54632568359375,53.181793212890625,309.7723693847656,82.27383422851562,654.4244384765625
2022-03-11,132.1137237548828,208.797119140625,143.56219482421875,105.47016906738281,53.61661148071289,306.68865966796875,82.97432708740234,642.447265625
2022-03-14,133.31124877929688,208.8771514892578,144.0708465576172,103.96171569824219,53.23101806640625,301.7279357910156,82.7559814453125,633.2303466796875
2022-03-15,135.69740295410156,210.0152130126953,144.0625457763672,104.52130126953125,53.42792510986328,299.25885009765625,82.05551147460938,649.941162109375
2022-03-16,138.13719177246094,213.05592346191406,144.59620666503906,106.50824737548828,53.821746826171875,301.4330139160156,82.51946258544922,652.182861328125
2022-03-17,140.72422790527344,217.9549102783203,147.531494140625,106.76775360107422,54.55193328857422,308.2247314453125,83.70207977294922,666.818603515625
2022-03-18,143.86819458007812,215.63433837890625,145.83035278320312,106.11085510253906,54.871917724609375,308.16571044921875,83.84762573242188,678.3049926757812
2022-03-21,142.7543487548828,214.84304809570312,146.01385498046875,104.66728210449219,54.62578582763672,309.7246398925781,84.32977294921875,664.8641967773438
2022-03-22,142.52978515625,213.09149169921875,145.1132354736328,107.73282623291016,55.33955764770508,312.1009521484375,84.25700378417969,666.1146850585938
2022-03-23,141.23622131347656,208.05027770996094,144.6129150390625,105.43771362304688,54.88832473754883,310.1375427246094,84.44805908203125,655.6658935546875
2022-03-24,140.03256225585938,209.37506103515625,146.18893432617188,105.53504943847656,54.789886474609375,314.4097595214844,86.11279296875,659.195068359375
2022-03-25,141.32608032226562,213.9983673095703,148.08187866210938,105.56747436523438,55.74980926513672,316.8366394042969,87.53194427490234,657.8148803710938
2022-03-28,144.0388946533203,217.85708618164062,150.79200744628906,106.848876953125,56.381561279296875,323.03851318359375,87.56832885742188,677.0638427734375
2022-03-29,147.9463653564453,222.76495361328125,153.3270263671875,111.98247528076172,57.94041442871094,334.0857238769531,89.43321990966797,705.2794189453125
2022-03-30,147.44334411621094,223.0494384765625,153.9024200439453,109.31428527832031,57.66143798828125,333.824462890625,89.02384185791016,698.2671508789062
2022-03-31,145.05392456054688,223.3606414794922,153.93576049804688,106.69477081298828,57.05794143676758,328.86968994140625,87.45915222167969,686.975341796875
2022-04-01,148.9344940185547,228.4552001953125,157.63818359375,107.86260986328125,58.37531280517578,334.1194152832031,88.9874496459961,706.7800903320312
2022-04-04,147.11993408203125,229.23760986328125,157.679931640625,109.10342407226562,58.10360336303711,332.0886535644531,88.85100555419922,708.1323852539062
2022-04-05,149.36563110351562,233.76316833496094,161.0321502685547,105.89998626708984,58.18593215942383,333.45367431640625,87.0498046875,706.2242431640625
2022-04-06,152.8060302734375,238.8310546875,164.75128173828125,103.6940689086914,59.09984588623047,344.29022216796875,88.29609680175781,710.0869750976562
2022-04-07,151.65626525878906,236.2615203857422,163.87571716308594,101.78824615478516,58.96811294555664,344.8126525878906,87.59561920166016,703.2877197265625
2022-04-08,151.49456787109375,236.86614990234375,165.1265411376953,103.37781524658203,59.412723541259766,344.60198974609375,88.22332763671875,712.1342163085938
2022-04-11,148.87161254882812,234.1099395751953,163.4921112060547,102.81819915771484,58.88578796386719,338.57696533203125,87.66839599609375,696.2291259765625
2022-04-12,148.5122833251953,229.88198852539062,161.84938049316406,102.33160400390625,58.918701171875,342.7649841308594,87.84123229980469,687.0030517578125
2022-04-13,148.21583557128906,229.86407470703125,161.32403564453125,103.46699523925781,59.437442779541016,341.8212585449219,88.1505355834961,696.525634765625
2022-04-14,146.1498260498047,228.41604614257812,160.67359924316406,103.71031188964844,59.783241271972656,344.2227478027344,87.35910034179688,681.0654907226562
2022-04-15,,,,,,,,
2022-04-18,146.4193115234375,226.9590606689453,159.23094177246094,103.71842193603516,60.3101806640625,345.15814208984375,87.77755737304688,676.8228149414062
2022-04-19,152.31199645996094,231.3031768798828,161.66590881347656,106.5001449584961,61.02647018432617,348.157958984375,88.04137420654297,698.6468505859375
2022-04-20,155.1056365966797,239.18704223632812,165.05149841308594,107.53010559082031,61.69339370727539,353.8290100097656,88.70545959472656,711.569091796875
2022-04-21,153.40789794921875,238.43617248535156,163.77560424804688,106.11897277832031,61.388736724853516,347.65234375,88.5144271850586,701.8057861328125
2022-04-22,151.56643676757812,234.1009521484375,161.8910369873047,102.08831787109375,60.5489387512207,339.04888916015625,86.3675308227539,690.4861450195312
2022-04-25,150.66815185546875,231.9735870361328,160.83201599121094,102.42081451416016,59.89849090576172,336.217529296875,86.93151092529297,697.0723266601562
2022-04-26,148.78176879882812,227.77247619628906,157.28797912597656,100.6690444946289,59.223358154296875,332.1728820800781,86.65860748291016,684.8077392578125
2022-04-27,150.61427307128906,226.01158142089844,157.38807678222656,99.04706573486328,59.00104904174805,329.79656982421875,84.8210220336914,665.0031127929688
2022-04-28,155.4110565185547,225.4126739501953,160.1649169921875,100.89612579345703,59.86556625366211,336.1922607421875,85.91266632080078,700.7125854492188
2022-04-29,143.98497009277344,215.43722534179688,154.44442749023438,95.69764709472656,57.302005767822266,313.044677734375,82.61042022705078,666.0960693359375
2022-05-02,137.55332946777344,211.79925537109375,150.78367614746094,94.75688171386719,55.66621780395508,303.3963317871094,81.98274230957031,650.635986328125
2022-05-03,136.8616180419922,215.4282989501953,153.19361877441406,98.02519989013672,55.905818939208984,300.83477783203125,82.50126647949219,668.1710205078125
2022-05-04,136.78977966308594,219.56687927246094,153.80235290527344,101.03401184082031,56.657615661621094,299.2841796875,82.07369995117188,678.1939086914062
2022-05-05,130.23231506347656,215.84840393066406,151.42576599121094,99.21736907958984,55.434898376464844,294.3125305175781,81.84627532958984,660.8253173828125
2022-05-06,126.54940795898438,218.16351318359375,152.2679901123047,98.47126007080078,54.62527084350586,283.8721923828125,80.44532012939453,660.8717041015625
2022-05-09,118.90504455566406,206.5612335205078,146.247314453125,95.85174560546875,53.33646774291992,264.33111572265625,79.19902801513672,605.9873046875
2022-05-10,112.65303039550781,200.89419555664062,142.00282287597656,96.5654067993164,52.46074295043945,263.21881103515625,78.05279541015625,583.6261596679688
2022-05-11,111.15291595458984,200.86741638183594,142.34469604492188,91.65077209472656,52.70859146118164,263.5726623535156,79.1353530883789,578.1793823242188
2022-05-12,111.32359313964844,201.56460571289062,143.47047424316406,93.7674789428711,54.022186279296875,264.7103271484375,79.21722412109375,583.46875
2022-05-13,115.2939682006836,207.96458435058594,147.1729278564453,94.70824432373047,55.691009521484375,268.4095153808594,80.39075469970703,611.1840209960938
2022-05-16,112.50930786132812,205.78358459472656,146.50579833984375,94.78124237060547,56.22799301147461,268.9488525390625,80.82740020751953,598.7899169921875
2022-05-17,113.09320068359375,208.2685089111328,147.43142700195312,97.93599700927734,56.682395935058594,266.6651611328125,81.56427001953125,602.0384521484375
2022-05-18,107.37114715576172,206.1500701904297,146.31402587890625,92.18603515625,55.81492614746094,258.6095275878906,80.25428009033203,593.3168334960938
2022-05-19,107.54183197021484,208.4919891357422,148.74899291992188,89.24211883544922,55.47621154785156,261.0279541015625,79.61749267578125,591.129638671875
2022-05-20,107.54183197021484,218.3511962890625,151.93441772460938,88.26891326904297,56.170169830322266,263.673828125,80.15422058105469,606.6736450195312
2022-05-23,108.22453308105469,222.94561767578125,154.44442749023438,87.4011459350586,55.53404998779297,269.7325134277344,80.34658813476562,617.6011352539062
2022-05-24,107.86521911621094,231.07974243164062,159.7812957763672,87.46602630615234,56.54194259643555,274.6955871582031,80.99697875976562,625.307861328125
2022-05-25,107.82029724121094,232.661865234375,158.58888244628906,88.55277252197266,57.15330123901367,273.75189208984375,81.48249053955078,639.009033203125
2022-05-26,109.91329193115234,227.65628051757812,156.37905883789062,90.85599517822266,56.236270904541016,274.6197814941406,81.14354705810547,623.6231079101562
2022-05-27,114.31484985351562,233.26072692871094,161.26564025878906,92.23471069335938,57.29375076293945,282.9367980957031,82.60008239746094,645.6641235351562
2022-05-30,,,,,,,,
2022-05-31,114.51246643066406,228.9434356689453,158.14691162109375,92.98080444335938,56.5616455078125,278.6139831542969,81.61075592041016,639.5302734375
2022-06-01,113.05726623535156,225.75233459472656,156.84603881835938,90.15853881835938,56.4455680847168,278.5971374511719,80.75881958007812,632.0001831054688
2022-06-02,116.3629150390625,234.51210021972656,156.11219787597656,91.09119415283203,56.744041442871094,280.5353088378906,81.40921783447266,646.5575561523438
2022-06-03,114.60230255126953,238.41830444335938,152.6348876953125,89.16912841796875,55.84862518310547,278.68145751953125,80.61223602294922,631.4788818359375
2022-06-06,114.86278533935547,238.98138427734375,154.0858612060547,88.9015121459961,55.53355407714844,271.7632141113281,79.82444763183594,644.4354248046875
2022-06-07,116.4886703491211,237.8998260498047,155.06983947753906,91.05875396728516,56.42898178100586,278.6224060058594,81.80310821533203,643.6814575195312
2022-06-08,112.07813262939453,236.3892364501953,153.8106689453125,88.82715606689453,55.641334533691406,266.7494812011719,78.76183319091797,622.3759155273438
2022-06-09,109.74261474609375,232.5814208984375,149.79136657714844,85.5333023071289,54.95317077636719,261.01953125,76.2426986694336,612.8446655273438
2022-06-10,105.31409454345703,224.36683654785156,143.97079467773438,83.38404846191406,54.68785858154297,259.0561218261719,75.18008422851562,604.2350463867188
2022-06-13,97.40027618408203,214.55230712890625,138.4587860107422,79.9996109008789,52.40782165527344,250.6717529296875,71.31434631347656,573.6216430664062
2022-06-14,99.4034194946289,209.6003875732422,132.86390686035156,79.47260284423828,52.059593200683594,252.67381286621094,70.94792175292969,575.6973266601562
2022-06-15,104.12615203857422,215.77688598632812,134.82421875,80.28781127929688,53.726112365722656,258.0439147949219,71.86398315429688,596.8631591796875
2022-06-16,101.14054107666016,210.5706024169922,130.3988037109375,77.91624450683594,53.25350570678711,255.1765594482422,71.17694854736328,575.6227416992188
2022-06-17,99.84675598144531,212.36000061035156,131.37474060058594,78.79735565185547,53.784141540527344,253.2677001953125,71.13115692138672,589.0075073242188
2022-06-20,,,,,,,,
2022-06-21,101.65621948242188,221.96328735351562,136.26290893554688,79.53846740722656,54.2816047668457,256.27935791015625,72.07469177246094,595.8673706054688
2022-06-22,104.46090698242188,226.60305786132812,141.40350341796875,79.01145935058594,55.04435729980469,259.7915344238281,73.07317352294922,612.4072875976562
2022-06-23,106.97607421875,232.2678680419922,144.3565673828125,79.62905883789062,56.370948791503906,261.4373474121094,74.85030364990234,630.5296020507812
2022-06-24,110.91168212890625,235.2711944580078,147.22555541992188,82.03358459472656,57.365875244140625,266.54443359375,76.36178588867188,641.46630859375
2022-06-27,108.75841522216797,233.18507385253906,145.93826293945312,82.44530487060547,57.57316589355469,266.1372375488281,76.1877212524414,638.1154174804688
2022-06-28,107.62749481201172,227.43032836914062,141.84095764160156,81.72889709472656,57.31614303588867,264.2283935546875,75.92206573486328,622.7854614257812
2022-06-29,107.0394058227539,227.63711547851562,140.76406860351562,80.09020233154297,57.506813049316406,263.8891296386719,76.2426986694336,604.5421752929688
2022-06-30,106.44229125976562,229.8221435546875,141.664306640625,78.16329193115234,56.797874450683594,265.2549743652344,75.43656921386719,611.54150390625
2022-07-01,108.59554290771484,232.3488006591797,145.01283264160156,78.78912353515625,58.370506286621094,269.2421569824219,76.22437286376953,626.4432983398438
2022-07-04,,,,,,,,
2022-07-05,109.86219787597656,230.13685607910156,144.3144989013672,80.34546661376953,57.654937744140625,266.98553466796875,75.44573211669922,620.9796752929688
2022-07-06,109.88932037353516,232.1959991455078,144.5164337158203,79.39847564697266,57.82966995239258,268.9452819824219,74.81365203857422,616.6703491210938
2022-07-07,110.89359283447266,231.2518310546875,144.4070281982422,80.60073852539062,57.2389030456543,267.0534973144531,74.85946655273438,615.004150390625
2022-07-08,109.99789428710938,229.3006134033203,144.20513916015625,80.44429016113281,57.39699172973633,267.93572998046875,75.21672058105469,605.4915771484375
2022-07-11,110.17884826660156,231.98013305664062,144.92864990234375,80.05725860595703,57.87960433959961,266.21356201171875,75.21672058105469,602.5037231445312
2022-07-12,109.3917465209961,229.7322540283203,143.818115234375,80.37017822265625,57.713172912597656,260.7586364746094,75.51901245117188,584.762939453125
2022-07-13,109.25602722167969,230.1188507080078,143.7928466796875,78.6903076171875,56.623146057128906,259.6642761230469,75.03352355957031,582.5665283203125
2022-07-14,106.8765640258789,230.64939880371094,143.88543701171875,77.40570068359375,56.95600128173828,259.96124267578125,73.37545013427734,569.5728149414062
2022-07-15,109.48221588134766,231.2698211669922,145.88780212402344,79.34907531738281,58.5036735534668,265.8063659667969,74.40144348144531,576.8513793945312
2022-07-18,107.8446273803711,224.121337890625,143.13665771484375,81.2265625,57.80472946166992,262.1075439453125,74.00753784179688,572.40234375
2022-07-19,113.1916275024414,231.23387145996094,145.9971923828125,84.21575164794922,58.31227111816406,268.31744384765625,75.23503112792969,593.2610473632812
2022-07-20,112.70306396484375,224.56190490722656,143.47314453125,85.18744659423828,58.4537239074707,268.0798645019531,74.55716705322266,593.2610473632812
2022-07-21,113.70732116699219,229.6512908935547,145.55967712402344,85.83796691894531,58.728328704833984,270.862548828125,74.5022201538086,605.184326171875
2022-07-22,114.81110382080078,233.42784118652344,145.43348693847656,85.3768310546875,59.3690299987793,270.90496826171875,75.87627410888672,608.52587890625
2022-07-25,115.36299133300781,231.39569091796875,144.2892608642578,85.66505432128906,59.5853385925293,274.79888916015625,77.0579833984375,604.5235595703125
2022-07-26,115.43537139892578,232.87039184570312,146.9142303466797,84.47103118896484,60.26765441894531,277.16583251953125,77.79082489013672,597.2820434570312
2022-07-27,115.25443267822266,232.24095153808594,146.00555419921875,85.73915100097656,59.80172348022461,276.801025390625,77.43355560302734,607.0646362304688
2022-07-28,119.78713989257812,241.79026794433594,152.45863342285156,88.48953247070312,61.191287994384766,285.9801940917969,78.76183319091797,662.0736694335938
2022-07-29,119.93191528320312,243.52569580078125,151.99591064453125,89.46122741699219,61.7740364074707,288.1518859863281,79.09159088134766,655.0277099609375
2022-08-01,118.50243377685547,241.53848266601562,151.41539001464844,89.45299530029297,61.506858825683594,286.3951416015625,78.76183319091797,646.3621826171875
2022-08-02,117.0457992553711,239.74911499023438,149.63174438476562,86.85907745361328,60.78050231933594,283.322998046875,76.64574432373047,641.0381469726562
2022-08-03,118.26719665527344,241.72731018066406,150.17861938476562,88.05309295654297,60.112606048583984,289.9086608886719,75.49153900146484,647.9722290039062
2022-08-04,118.29432678222656,243.9213104248047,150.05242919921875,87.13904571533203,60.505027770996094,291.8243103027344,74.19990539550781,648.75439453125
2022-08-05,118.87335968017578,244.74856567382812,150.09449768066406,87.69901275634766,60.74711227416992,292.3804931640625,73.90676879882812,649.22900390625
2022-08-08,118.71955871582031,245.4769287109375,150.8012237548828,89.62591552734375,61.164581298828125,296.3618469238281,74.74954223632812,648.7728271484375
2022-08-09,120.23950958251953,248.3363494873047,151.32284545898438,88.94244384765625,61.406700134277344,302.73553466796875,75.7205581665039,649.4523315429688
2022-08-10,121.60565948486328,249.78395080566406,152.95504760742188,91.71751403808594,61.89092254638672,305.4369201660156,76.31597900390625,660.351806640625
2022-08-11,121.44281768798828,246.3311309814453,150.49835205078125,93.9326400756836,61.66551208496094,305.834228515625,74.41059112548828,641.5966186523438
2022-08-12,124.16609191894531,249.72108459472656,152.85406494140625,95.39840698242188,62.34175491333008,310.47772216796875,75.74803161621094,655.7909545898438
2022-08-15,125.197509765625,253.13792419433594,154.9237823486328,93.25739288330078,62.40858459472656,313.6910400390625,74.83197021484375,665.3129272460938
2022-08-16,124.04843139648438,250.37750244140625,153.3841094970703,94.3031997680664,61.531883239746094,311.8195495605469,73.88845825195312,665.6400756835938
2022-08-17,124.30179595947266,249.48724365234375,152.67739868164062,92.9197769165039,61.43173599243164,313.6291809082031,74.72205352783203,660.8350830078125
2022-08-18,123.61421966552734,247.71583557128906,152.3240509033203,93.32328796386719,60.93915939331055,311.4928894042969,73.2838363647461,655.7120361328125
2022-08-19,121.30711364746094,246.74473571777344,151.5584259033203,91.41284942626953,60.87234878540039,310.06280517578125,72.89911651611328,651.3839111328125
2022-08-22,118.46623992919922,242.5545654296875,148.91661071777344,87.89664459228516,59.93727111816406,305.7547302246094,73.05603790283203,631.3409423828125
2022-08-23,116.22249603271484,238.49026489257812,145.643798828125,87.97898864746094,58.95208740234375,301.1112365722656,71.21903228759766,624.2643432617188
2022-08-24,118.62909698486328,237.8158721923828,147.09933471679688,87.84723663330078,58.977142333984375,302.80621337890625,71.55135345458984,627.7136840820312
2022-08-25,120.13093566894531,241.1968231201172,149.2699737548828,89.1318359375,59.294376373291016,309.1976318359375,72.77910614013672,644.5969848632812
2022-08-26,116.12297821044922,234.85755920410156,145.89622497558594,86.34029388427734,58.36766052246094,304.13922119140625,71.38520050048828,627.0313720703125
2022-08-29,115.16394805908203,233.53575134277344,145.92984008789062,85.35214233398438,58.4344482421875,300.7404479980469,70.98823547363281,616.3649291992188
2022-08-30,113.68019104003906,227.85293579101562,143.17030334472656,85.46741485595703,57.58286666870117,293.528076171875,70.25897979736328,613.1490478515625
2022-08-31,112.6487808227539,228.43739318847656,143.7255859375,83.97695922851562,57.21251678466797,292.0538635253906,70.75746154785156,614.5325317382812
2022-09-01,112.45878601074219,231.6654815673828,144.70993041992188,83.44170379638672,57.354957580566406,298.189208984375,70.69284057617188,610.7278442382812
2022-09-02,110.27838134765625,225.56004333496094,141.1426544189453,82.78291320800781,56.718135833740234,293.9606628417969,70.00050354003906,590.0305786132812
2022-09-05,,,,,,,,
2022-09-06,112.00642395019531,228.55429077148438,142.37940979003906,83.2029037475586,56.76840591430664,299.6016540527344,70.41590118408203,590.6663818359375
2022-09-07,114.56681823730469,233.3379364013672,146.1233673095703,85.1956787109375,57.2041130065918,302.170654296875,71.69905090332031,605.0252685546875
2022-09-08,115.7248764038086,235.28916931152344,146.5861053466797,85.89090728759766,55.60371017456055,299.6105041503906,70.49899291992188,608.4842529296875
2022-09-09,117.28103637695312,235.21728515625,146.85533142089844,86.92119598388672,55.96400451660156,299.4075012207031,71.62520599365234,615.0186767578125
2022-09-12,117.7967300415039,238.36436462402344,148.77359008789062,88.16090393066406,56.6427116394043,299.71649169921875,72.24371337890625,622.104736328125
2022-09-13,113.16447448730469,228.95892333984375,142.29530334472656,84.10675811767578,55.22665786743164,291.08489990234375,69.42816162109375,594.8075561523438
2022-09-14,110.2418212890625,226.43223571777344,141.31077575683594,83.7884521484375,54.807708740234375,288.3230895996094,68.292724609375,585.8424072265625
2022-09-15,105.81684112548828,220.35374450683594,137.152099609375,83.37801361083984,53.14863586425781,278.5370788574219,67.14805603027344,576.1576538085938
2022-09-16,103.4950942993164,221.1000518798828,138.52700805664062,83.51201629638672,53.8859977722168,278.084228515625,67.2219009399414,584.038330078125
2022-09-19,102.70297241210938,222.5477294921875,138.69674682617188,83.99786376953125,53.60110855102539,277.50701904296875,65.76336669921875,585.1694946289062
2022-09-20,101.0003662109375,213.91558837890625,136.93141174316406,82.35609436035156,52.8637580871582,271.9835205078125,64.21250915527344,576.3257446289062
2022-09-21,98.83341979980469,210.54367065429688,134.427734375,80.11962127685547,52.40290832519531,267.94305419921875,63.68633270263672,579.7847900390625
2022-09-22,98.82430267333984,209.311767578125,133.32440185546875,77.21302032470703,52.369380950927734,265.4388427734375,63.003231048583984,569.5576782226562
2022-09-23,98.8789291381836,205.7420196533203,130.41329956054688,75.53777313232422,51.79121780395508,262.02880859375,61.58161926269531,554.4788818359375
2022-09-26,94.83638000488281,199.05210876464844,127.9520263671875,73.17564392089844,51.02873229980469,258.2547607421875,60.71387481689453,543.6907958984375
2022-09-27,93.12464904785156,198.35975646972656,125.72840881347656,74.5744857788086,49.8472785949707,255.29754638671875,59.366119384765625,530.696533203125
2022-09-28,94.62696075439453,198.77334594726562,127.36641693115234,77.50618743896484,50.584632873535156,259.8087463378906,60.390785217285156,538.9326171875
2022-09-29,92.13221740722656,192.17335510253906,122.42691802978516,74.65824127197266,48.556884765625,255.29754638671875,58.461448669433594,524.8070678710938
2022-09-30,92.50552368164062,193.0545654296875,122.68152618408203,75.17759704589844,48.975975036621094,260.0218505859375,59.37534713745117,531.7716064453125
2022-10-03,95.01847076416016,195.27552795410156,125.36349487304688,76.20787811279297,49.83430480957031,261.03424072265625,60.35385513305664,541.176025390625
2022-10-04,96.5025634765625,197.8921661376953,127.612548828125,80.30390167236328,50.7178955078125,263.7426452636719,59.43073654174805,549.5242309570312
2022-10-05,96.00179290771484,192.55104064941406,123.71696472167969,80.2201156616211,50.08676528930664,261.0075988769531,57.52909851074219,540.7179565429688
2022-10-06,92.796875,182.59707641601562,116.86782836914062,79.30711364746094,49.245243072509766,255.71495056152344,55.165897369384766,521.1051635742188
2022-10-07,91.37651062011719,176.28407287597656,114.02465057373047,77.51457977294922,48.832908630371094,251.9053497314453,54.09507369995117,506.5498046875
2022-10-10,90.04720306396484,171.71005249023438,112.56487274169922,77.50618743896484,48.26066589355469,255.395263671875,52.959625244140625,493.52752685546875
2022-10-11,91.62235260009766,171.42929077148438,112.47998809814453,79.42437744140625,48.85816192626953,257.44659423828125,53.69813919067383,490.1340637207031
2022-10-12,91.44024658203125,166.4658203125,109.50950622558594,78.469482421875,48.41215515136719,254.78250122070312,53.45812225341797,478.5047302246094
2022-10-13,93.3431625366211,171.9546356201172,111.28328704833984,80.27040100097656,48.42897033691406,256.8515319824219,54.62125015258789,488.4607849121094
2022-10-14,90.62081909179688,168.2682647705078,108.33827209472656,80.29552459716797,46.737545013427734,250.23585510253906,53.39350128173828,472.4563903808594
2022-10-17,95.81058502197266,174.3457794189453,112.85342407226562,83.05133819580078,48.37849044799805,259.0716552734375,55.368988037109375,492.5834045410156
2022-10-18,96.37508392333984,178.62991333007812,113.201416015625,82.64089965820312,49.33781814575195,263.9202575683594,56.005943298339844,505.00732421875
2022-10-19,92.87881469726562,172.9871826171875,110.92686462402344,82.11318969726562,48.66460418701172,258.3256530761719,54.76896286010742,491.2745056152344
2022-10-20,93.28852844238281,170.2789764404297,107.61686706542969,82.34773254394531,48.36166763305664,260.2705078125,54.445865631103516,491.9102478027344
2022-10-21,93.85302734375,169.88046264648438,104.89250183105469,84.63446807861328,48.496307373046875,259.90643310546875,53.430419921875,499.7628479003906
2022-10-24,94.11707305908203,167.92410278320312,103.92497253417969,85.7652587890625,49.65758514404297,258.71649169921875,53.088871002197266,496.54705810546875
2022-10-25,98.63308715820312,177.09921264648438,107.3028335571289,88.65509796142578,50.90302658081055,266.50439453125,55.71977996826172,518.730712890625
2022-10-26,100.0352554321289,178.35818481445312,108.8984146118164,88.39541625976562,50.99559783935547,264.7016906738281,55.75669479370117,518.9644165039062
2022-10-27,101.07319641113281,179.95230102539062,108.63531494140625,89.11579132080078,51.45000457763672,264.4886474609375,55.33205795288086,518.76806640625
2022-10-28,102.86685943603516,185.41392517089844,112.45452880859375,91.26852416992188,52.434566497802734,276.654541015625,56.77213668823242,531.0331420898438
2022-10-31,100.83647918701172,187.66012573242188,113.09954833984375,91.28527069091797,52.61030960083008,275.06494140625,56.34749984741211,529.5280151367188
2022-11-01,98.83341979980469,188.2850799560547,112.2508544921875,95.3561782836914,52.55962371826172,273.1912536621094,55.47976303100586,518.3754272460938
2022-11-02,97.1854248046875,185.84864807128906,109.34823608398438,93.48824310302734,51.5964469909668,251.3280792236328,54.33509063720703,513.4581909179688
2022-11-03,98.34174346923828,182.35252380371094,109.75563049316406,94.3007583618164,52.06959533691406,245.68917846679688,53.91044998168945,547.2058715820312
2022-11-04,97.98666381835938,184.6983642578125,110.37518310546875,96.80526733398438,53.23551559448242,246.63047790527344,56.26441955566406,571.2684936523438
2022-11-07,99.17940521240234,182.9774627685547,110.19693756103516,97.89421081542969,53.3369026184082,243.61114501953125,56.735206604003906,566.9961547851562
2022-11-08,99.92598724365234,183.8832244873047,110.17998504638672,96.67962646484375,53.51431655883789,254.60488891601562,61.3969841003418,557.3955688476562
2022-11-09,99.05193328857422,182.08982849121094,108.33827209472656,94.58554077148438,53.438270568847656,252.8289031982422,61.38774871826172,558.9847412109375
2022-11-10,107.74706268310547,200.07781982421875,117.68263244628906,100.54949188232422,55.22941970825195,268.90203857421875,64.67407989501953,605.773193359375
2022-11-11,105.73490142822266,202.21536254882812,119.21878051757812,100.68350982666016,54.89991760253906,262.12646484375,66.07723236083984,617.5520629882812
2022-11-14,102.42982482910156,195.0781707763672,114.669677734375,98.44702911376953,54.139530181884766,258.1836242675781,64.88639831542969,597.3036499023438
2022-11-15,102.65745544433594,198.8822784423828,115.4250259399414,100.65000915527344,54.69715118408203,256.7272644042969,64.53561401367188,617.397216796875
2022-11-16,103.47688293457031,198.49281311035156,115.09402465820312,96.82202911376953,53.93675231933594,258.50335693359375,62.957061767578125,608.623291015625
2022-11-17,102.2568359375,195.94766235351562,113.40509033203125,96.98954772949219,54.418331146240234,256.9759521484375,62.14670944213867,601.1550903320312
2022-11-18,104.3054428100586,195.57630920410156,115.28923797607422,98.75697326660156,54.663333892822266,260.6434631347656,63.13404083251953,608.1723022460938
2022-11-21,104.66051483154297,199.18112182617188,118.06452178955078,98.15385437011719,55.17027282714844,264.22222900390625,63.506622314453125,615.1990356445312
2022-11-22,105.4162368774414,197.56893920898438,118.06452178955078,99.99667358398438,55.17027282714844,265.82952880859375,64.13070678710938,616.3076171875
2022-11-23,105.18861389160156,197.67759704589844,118.92172241210938,100.18931579589844,54.51127243041992,263.8492431640625,64.59642791748047,631.055908203125
2022-11-24,,,,,,,,
2022-11-25,105.97161865234375,199.33514404296875,119.8298568725586,101.10233306884766,54.79009246826172,265.1723327636719,64.76407623291016,633.770751953125
2022-11-28,101.48292541503906,193.73764038085938,116.71507263183594,96.96443176269531,52.16252136230469,256.2388916015625,62.07219696044922,622.4511108398438
2022-11-29,103.62256622314453,196.7447052001953,118.06452178955078,98.38841247558594,52.635658264160156,258.05938720703125,64.45671081542969,630.2951049804688
2022-11-30,107.2463150024414,200.3948516845703,120.03355407714844,100.04691314697266,53.499176025390625,264.59515380859375,66.16127014160156,648.791748046875
2022-12-01,106.61807250976562,200.44012451171875,120.27117919921875,99.68672943115234,53.27863693237305,262.39288330078125,66.12401580810547,655.837158203125
2022-12-02,106.47241973876953,198.69203186035156,118.96416473388672,99.96315002441406,53.35496139526367,262.6769714355469,66.20785522460938,649.5619506835938
2022-12-05,104.03229522705078,195.28648376464844,117.64866638183594,98.58104705810547,52.795135498046875,257.0380554199219,65.37884521484375,642.7984008789062
2022-12-06,104.34186553955078,192.48773193359375,116.50292205810547,99.05851745605469,53.19379425048828,256.62957763671875,63.5252571105957,645.2407836914062
2022-12-07,105.61654663085938,191.2106475830078,117.7335205078125,99.72024536132812,53.92329788208008,263.5828552246094,60.54460525512695,643.596923828125
2022-12-08,107.07331848144531,192.24314880371094,118.14939880371094,99.60968017578125,54.33893966674805,268.78662109375,61.19661331176758,641.9246826171875
2022-12-09,105.90790557861328,193.6833038330078,118.66712188720703,99.29498291015625,54.669761657714844,264.2755126953125,62.100128173828125,634.8416748046875
