Date,LIN,APD,ECL,SHW,PPG,MLM,VMC,NUE,STLD,FCX,ALB,DD
2022-05-04,306.3614196777344,226.41941833496094,167.07958984375,273.0052490234375,126.73896026611328,368.8448181152344,179.94314575195312,146.48968505859375,84.7571029663086,39.15456771850586,205.7768096923828,26.67641830444336
2022-05-05,297.20587158203125,215.8893280029297,160.17999267578125,267.6133728027344,121.41431427001953,347.9100646972656,171.84022521972656,133.4929962158203,77.08720397949219,37.580787658691406,225.86077880859375,25.65248680114746
2022-05-06,293.4505920410156,215.74298095703125,158.74819946289062,264.16375732421875,118.60897064208984,338.00439453125,164.853271484375,129.44515991210938,75.43013763427734,35.9122200012207,231.50489807128906,25.373233795166016
2022-05-09,285.4739990234375,213.36431884765625,157.41246032714844,267.6326904296875,117.86729431152344,325.0997009277344,158.1282958984375,123.264404296875,73.11969757080078,33.67481994628906,211.6692352294922,24.950475692749023
2022-05-10,284.6278076171875,211.04058837890625,154.0972137451172,257.3900451660156,115.92047882080078,320.55712890625,156.760009765625,122.7904052734375,72.95873260498047,34.196250915527344,211.46871948242188,24.558746337890625
2022-05-11,285.6450500488281,213.06239318847656,153.9915008544922,255.7473602294922,115.23444366455078,314.129150390625,153.4218292236328,119.4156494140625,71.36792755126953,34.0445556640625,203.44654846191406,24.582014083862305
2022-05-12,286.4912414550781,211.7084197998047,153.49183654785156,265.28460693359375,114.32591247558594,320.000244140625,160.22439575195312,118.15486907958984,70.77137756347656,32.55611801147461,203.84771728515625,24.531599044799805
2022-05-13,293.5551452636719,213.8125762939453,155.6635284423828,264.1153869628906,113.43592071533203,325.1484680175781,163.04827880859375,117.34908294677734,70.19375610351562,33.219757080078125,218.5262908935547,24.876785278320312
2022-05-16,294.192138671875,213.08985900878906,153.11703491210938,262.22149658203125,111.68377685546875,315.9364318847656,155.39178466796875,113.519287109375,71.1217269897461,33.324039459228516,216.13870239257812,24.87290382385254
2022-05-17,303.0623474121094,219.18280029296875,156.57647705078125,260.18267822265625,115.26226806640625,327.1119689941406,160.001220703125,118.5624771118164,74.28438568115234,35.68468475341797,228.4679412841797,25.7572078704834
2022-05-18,294.7910461425781,214.50790405273438,150.1092987060547,250.9062042236328,110.84014129638672,316.4834899902344,155.77992248535156,112.97894287109375,71.86032104492188,33.50416946411133,225.36416625976562,24.93108367919922
2022-05-19,295.3899841308594,214.2791748046875,151.49305725097656,251.20652770996094,113.72330474853516,317.147705078125,155.56646728515625,114.42931365966797,71.72774505615234,34.81248092651367,228.32469177246094,24.94659423828125
2022-05-20,299.6492004394531,217.3622589111328,153.2611846923828,249.8312225341797,110.9513931274414,320.1859130859375,155.29473876953125,113.72783660888672,71.87926483154297,34.42378234863281,225.80345153808594,24.76430892944336
2022-05-23,304.63104248046875,217.69163513183594,154.74102783203125,251.10968017578125,113.85311126708984,325.70526123046875,159.05987548828125,119.73796081542969,73.98137664794922,36.3577995300293,232.01104736328125,25.392623901367188
2022-05-24,304.69757080078125,216.6578369140625,152.21372985839844,249.54063415527344,112.60155487060547,317.83160400390625,156.4689178466797,117.75670623779297,73.95297241210938,35.532997131347656,232.21160888671875,25.070711135864258
2022-05-25,300.2862243652344,216.29188537597656,151.65643310546875,256.7755126953125,114.40934753417969,318.7107849121094,155.89637756347656,121.96569061279297,76.35808563232422,35.86481857299805,226.82533264160156,25.369356155395508
2022-05-26,304.5455322265625,221.84507751464844,157.78726196289062,263.4098815917969,117.08857727050781,326.3305358886719,159.81687927246094,126.14622497558594,79.90898132324219,36.49053192138672,243.57627868652344,26.129545211791992
2022-05-27,313.38720703125,229.3103790283203,159.54574584960938,267.65203857421875,120.54653930664062,341.3746643066406,165.09938049316406,130.57325744628906,83.1284408569336,37.59027862548828,258.73236083984375,26.64402961730957
2022-05-30,,,,,,,,,,,,
2022-05-31,308.6810607910156,225.20266723632812,157.50857543945312,259.6036376953125,117.26472473144531,332.1170959472656,160.390869140625,125.56794738769531,80.8464126586914,37.04988479614258,248.70468139648438,26.44524574279785
2022-06-01,303.8609924316406,222.77825927734375,156.50918579101562,256.9111633300781,116.22640228271484,329.8565673828125,160.06982421875,123.90902709960938,79.51127624511719,37.580787658691406,229.31793212890625,26.27765464782715
2022-06-02,317.9261474609375,231.32308959960938,166.36849975585938,261.0079650878906,119.39697265625,339.89697265625,163.9027862548828,124.78115844726562,80.46765899658203,39.5527458190918,239.98544311523438,26.823318481445312
2022-06-03,316.7046813964844,230.79244995117188,163.8027801513672,260.417236328125,116.30984497070312,338.2431945800781,161.4317626953125,122.01309204101562,78.53597259521484,39.1829948425293,239.47926330566406,26.082767486572266
2022-06-06,320.1494140625,235.53146362304688,163.18775939941406,266.37359619140625,117.8580551147461,340.3275451660156,162.20033264160156,122.73356628417969,77.98677062988281,40.557674407958984,246.1929931640625,26.375091552734375
2022-06-07,320.3880310058594,238.5870819091797,164.04299926757812,268.5044250488281,119.38770294189453,343.9288024902344,164.6713409423828,126.8193130493164,81.26304626464844,41.135986328125,246.28851318359375,26.49201774597168
2022-06-08,313.5558776855469,230.89308166503906,158.54641723632812,259.64239501953125,117.74679565429688,329.5923156738281,158.58139038085938,123.103271484375,77.03038787841797,40.007808685302734,242.21060180664062,26.363399505615234
2022-06-09,304.0995788574219,232.02749633789062,158.27732849121094,253.74403381347656,114.9470443725586,325.7463684082031,156.70384216308594,117.22584533691406,72.7125244140625,38.415077209472656,231.26339721679688,25.770963668823242
2022-06-10,296.6565856933594,227.06898498535156,152.5404815673828,239.6326141357422,107.44707489013672,314.8643798828125,152.10235595703125,113.91743469238281,70.19375610351562,38.121185302734375,226.5669708251953,24.761486053466797
2022-06-13,287.5343017578125,222.02809143066406,146.82284545898438,230.37351989746094,105.03670501708984,309.82464599609375,148.81414794921875,106.42848205566406,66.83226776123047,35.239097595214844,212.55419921875,23.724721908569336
2022-06-14,282.085693359375,218.85350036621094,144.410888671875,222.25726318359375,103.37725830078125,309.6973571777344,146.93658447265625,107.80303955078125,67.24890899658203,34.907283782958984,213.61593627929688,23.52984046936035
2022-06-15,286.25567626953125,218.91754150390625,144.1802520751953,221.78273010253906,105.33336639404297,311.6350402832031,147.33546447753906,110.40046691894531,68.22420501708984,34.983131408691406,205.72479248046875,23.522045135498047
2022-06-16,276.45587158203125,215.08428955078125,139.94252014160156,212.05870056152344,100.5867919921875,296.584228515625,140.99258422851562,106.71286010742188,66.15998077392578,33.05857849121094,193.3763427734375,22.13060188293457
2022-06-17,277.3719177246094,215.8802032470703,142.88365173339844,215.77784729003906,101.99591827392578,297.06365966796875,140.72018432617188,108.0589828491211,68.0443115234375,32.0631217956543,202.81698608398438,21.939617156982422
2022-06-20,,,,,,,,,,,,
2022-06-21,285.1011047363281,220.49110412597656,143.28868103027344,213.22091674804688,102.53362274169922,296.07525634765625,140.73965454101562,106.41900634765625,66.97431182861328,32.26221466064453,206.92041015625,22.161779403686523
2022-06-22,284.7384338378906,220.48196411132812,145.84413146972656,214.2378692626953,104.51753997802734,295.84039306640625,139.92247009277344,102.22897338867188,63.82112503051758,29.6929988861084,206.83432006835938,21.791507720947266
2022-06-23,283.24029541015625,221.45167541503906,148.7853240966797,217.81175231933594,106.01939392089844,290.9376220703125,137.60711669921875,100.52263641357422,62.47653579711914,28.033903121948242,204.32827758789062,21.573244094848633
2022-06-24,289.3472900390625,230.61863708496094,153.9541015625,223.9715576171875,112.18441009521484,303.0527038574219,141.85842895507812,105.28143310546875,65.23199462890625,29.380142211914062,215.01242065429688,22.820476531982422
2022-06-27,282.69647216796875,225.220947265625,151.3118438720703,220.01028442382812,112.45323944091797,302.15240478515625,141.99461364746094,104.3334732055664,65.61076354980469,29.40857696533203,216.7628173828125,22.438508987426758
2022-06-28,279.9673767089844,221.86338806152344,147.83067321777344,216.2814483642578,110.5713119506836,296.3297119140625,139.47499084472656,102.35221862792969,63.78325271606445,29.18105125427246,213.48202514648438,22.344970703125
2022-06-29,278.0685729980469,222.4306182861328,147.99459838867188,218.3153533935547,108.66153717041016,293.8537902832031,139.38742065429688,101.19032287597656,63.60243225097656,28.716501235961914,202.67355346679688,21.955211639404297
2022-06-30,274.3662109375,221.48199462890625,148.27420043945312,216.8625946044922,106.0008544921875,292.8361511230469,138.2394561767578,99.43792724609375,62.955257415771484,27.740009307861328,199.89010620117188,21.66288948059082
2022-07-01,272.3717346191406,223.57261657714844,152.04470825195312,227.82627868652344,109.26414489746094,289.7143249511719,138.59939575195312,100.60935974121094,63.03140640258789,27.683130264282227,196.2266845703125,21.339387893676758
2022-07-04,,,,,,,,,,,,
2022-07-05,258.23980712890625,221.01226806640625,152.38226318359375,234.60595703125,110.09848022460938,294.2061767578125,140.7007293701172,99.61888885498047,61.384952545166016,25.843900680541992,191.7119903564453,21.117225646972656
2022-07-06,261.7322998046875,218.47950744628906,153.70339965820312,235.09991455078125,110.69182586669922,301.3303527832031,141.6929931640625,100.86650848388672,61.2993049621582,25.957670211791992,189.67466735839844,21.429035186767578
2022-07-07,261.341064453125,217.1901092529297,153.22119140625,231.9522247314453,110.41368865966797,303.5616149902344,143.27874755859375,105.2283935546875,63.36449432373047,27.702089309692383,194.1702117919922,21.966901779174805
2022-07-08,261.1501770019531,213.8653106689453,150.05824279785156,230.78997802734375,109.2734146118164,300.860595703125,142.43240356445312,103.81887817382812,62.96479415893555,26.54546356201172,196.97276306152344,21.608322143554688
2022-07-11,264.0987548828125,215.59677124023438,148.76602172851562,234.344482421875,105.84324645996094,306.86920166015625,144.05699157714844,102.695068359375,62.70781707763672,25.512088775634766,191.1285400390625,21.393949508666992
2022-07-12,261.0166015625,213.60745239257812,152.1508331298828,238.79969787597656,107.56758117675781,306.86920166015625,144.4558563232422,103.97126007080078,62.52699661254883,24.933774948120117,187.30255126953125,21.64729881286621
2022-07-13,262.152099609375,209.97866821289062,150.05824279785156,237.9861297607422,107.27094268798828,303.0624694824219,142.31564331054688,104.48554229736328,64.01166534423828,25.066499710083008,187.47467041015625,21.382261276245117
2022-07-14,256.6939697265625,204.44349670410156,148.22605895996094,236.74642944335938,106.46438598632812,305.5382995605469,143.2689971923828,103.20935821533203,62.74589157104492,23.922348022460938,188.10597229003906,20.84828758239746
2022-07-15,264.2991027832031,207.40907287597656,149.64358520507812,237.84083557128906,108.28144073486328,308.2197265625,144.6796112060547,105.06649017333984,63.82130432128906,24.61837387084961,191.97027587890625,21.280925750732422
2022-07-18,264.4422607421875,205.89865112304688,146.29734802246094,235.5938720703125,106.5292739868164,307.67169189453125,144.36830139160156,109.01887512207031,64.43992614746094,26.14391326904297,195.0119171142578,21.1873836517334
2022-07-19,272.66754150390625,211.8299102783203,152.1701202392578,239.69073486328125,111.03482055664062,316.20501708984375,148.42503356933594,111.64744567871094,63.4025764465332,27.173648834228516,202.31959533691406,22.044857025146484
2022-07-20,270.1771240234375,213.3311309814453,153.7130126953125,241.67620849609375,111.34075164794922,318.3970947265625,150.38040161132812,112.14266204833984,64.81108093261719,27.240394592285156,209.96209716796875,22.25922203063965
2022-07-21,273.8890075683594,216.0572509765625,157.51243591308594,248.51400756835938,113.98290252685547,322.6443176269531,152.2093505859375,122.39981079101562,67.3140869140625,27.5645751953125,215.78717041015625,22.504770278930664
2022-07-22,272.46722412109375,216.0296630859375,157.17491149902344,250.8578338623047,118.41429138183594,319.22894287109375,151.4213409423828,114.15217590332031,63.38352966308594,26.468093872070312,211.82728576660156,22.317684173583984
2022-07-25,274.90045166015625,216.6283416748047,156.96278381347656,250.8578338623047,117.61700439453125,323.2607421875,152.1509552001953,116.41886138916016,66.61933898925781,26.973424911499023,217.67149353027344,22.617801666259766
2022-07-26,273.4977722167969,216.09413146972656,152.7197265625,246.286376953125,117.01441192626953,321.5091552734375,151.9661407470703,117.43789672851562,67.07614135742188,26.63018035888672,215.30892944335938,22.48138427734375
2022-07-27,277.1524658203125,219.0966033935547,154.90878295898438,224.6688995361328,117.67262268066406,328.8387451171875,156.23684692382812,121.26647186279297,69.31265258789062,27.92688751220703,224.0991973876953,23.163467407226562
2022-07-28,283.3357849121094,224.93576049804688,157.1556396484375,235.3904571533203,120.85246276855469,336.1000061035156,158.484130859375,124.19027709960938,70.58792877197266,28.441757202148438,226.04090881347656,23.567163467407227
2022-07-29,288.17364501953125,228.61973571777344,159.27716064453125,234.32508850097656,119.86051940917969,344.5452880859375,160.83836364746094,129.3331298828125,74.11875915527344,30.081707000732422,233.68338012695312,23.998292922973633
2022-08-01,286.3320007324219,227.7171173095703,161.09007263183594,235.4388885498047,119.8790512084961,346.59063720703125,160.3811492919922,128.43789672851562,73.64290618896484,28.58477210998535,229.5225830078125,23.5945987701416
2022-08-02,284.01324462890625,224.8343963623047,159.46035766601562,235.94253540039062,117.41304779052734,344.8976135253906,159.52500915527344,125.847412109375,72.8530044555664,27.965024948120117,233.28163146972656,22.95573616027832
2022-08-03,286.3224182128906,226.298828125,161.07077026367188,231.78756713867188,118.88710021972656,347.7844543457031,161.73338317871094,125.14265441894531,72.67216491699219,27.354812622070312,229.120849609375,22.79112434387207
2022-08-04,288.402587890625,237.36923217773438,160.86830139160156,235.4388885498047,118.78511810302734,352.2762756347656,165.7900848388672,127.85692596435547,73.73809051513672,27.421550750732422,224.67308044433594,22.95573616027832
2022-08-05,288.14501953125,241.891357421875,160.55970764160156,229.6180877685547,118.07127380371094,348.31292724609375,167.3466033935547,130.13311767578125,74.97529602050781,28.861278533935547,227.6383056640625,23.077239990234375
2022-08-08,287.2003479003906,241.09007263183594,158.8335723876953,232.92074584960938,118.93341827392578,345.660888671875,167.49253845214844,130.04739379882812,74.94674682617188,29.194992065429688,234.19032287597656,23.253610610961914
2022-08-09,286.904541015625,238.31788635253906,157.22317504882812,225.04664611816406,118.48628997802734,346.2383117675781,165.86788940429688,131.9902801513672,77.2213134765625,28.65151596069336,234.01812744140625,22.983173370361328
2022-08-10,295.2348327636719,244.6451416015625,164.60987854003906,236.06845092773438,124.40172576904297,357.52154541015625,169.7786865234375,134.75218200683594,79.00102233886719,29.938690185546875,248.02134704589844,23.806241989135742
2022-08-11,291.8664245605469,243.8898468017578,165.02450561523438,236.31056213378906,124.21544647216797,357.07135009765625,170.8390655517578,135.14263916015625,79.45783233642578,30.196121215820312,254.14305114746094,24.370630264282227
2022-08-12,297.286376953125,249.4803924560547,167.87892150878906,243.69076538085938,126.27422332763672,362.17974853515625,173.38792419433594,136.0854949951172,80.52372741699219,30.148452758789062,269.3227233886719,24.574440002441406
2022-08-15,297.9161682128906,252.45518493652344,170.2607879638672,249.24038696289062,127.05672454833984,360.8585510253906,173.07659912109375,135.11402893066406,79.51493835449219,29.08057403564453,271.7235412597656,24.574440002441406
2022-08-16,297.99261474609375,251.93026733398438,170.7043914794922,248.20407104492188,127.82061004638672,363.61822509765625,173.9346160888672,135.85691833496094,80.56180572509766,29.929155349731445,268.5957336425781,24.56659698486328
2022-08-17,295.2921142578125,246.827880859375,168.70822143554688,243.55514526367188,125.00726318359375,361.02490234375,173.75909423828125,133.7807159423828,79.0295639038086,28.84221076965332,265.5445251464844,24.28048324584961
2022-08-18,295.9696044921875,246.45947265625,169.12289428710938,241.71054077148438,124.3458480834961,359.68426513671875,173.34959411621094,135.75216674804688,80.35243225097656,29.7766056060791,267.352294921875,24.28048324584961
2022-08-19,289.8435363769531,242.8675994873047,165.65135192871094,237.44854736328125,122.91126251220703,357.3356018066406,171.27279663085938,131.59027099609375,77.84944152832031,29.032901763916016,258.2750244140625,23.7043399810791
2022-08-22,282.2479553222656,240.29800415039062,163.09588623046875,234.40008544921875,118.52355194091797,348.67498779296875,167.86997985839844,128.96168518066406,76.37431335449219,28.470354080200195,263.7080383300781,22.834238052368164
2022-08-23,280.711669921875,240.6756134033203,161.5432891845703,231.13804626464844,118.914794921875,348.11724853515625,166.87542724609375,130.9140625,77.11663818359375,30.3105411529541,268.8061218261719,23.269289016723633
2022-08-24,279.7096862792969,241.9650115966797,162.8837127685547,232.54580688476562,119.25016784667969,347.4810791015625,166.8656768798828,131.5521697998047,77.4592514038086,29.86241340637207,275.35821533203125,23.257530212402344
2022-08-25,283.51702880859375,245.52926635742188,164.84130859375,237.4000244140625,123.11618041992188,354.51727294921875,170.51226806640625,137.34263610839844,82.56990051269531,31.68352699279785,282.81890869140625,23.747451782226562
2022-08-26,273.1446838378906,241.5137176513672,159.36395263671875,228.8274688720703,117.41498565673828,344.212646484375,164.88638305664062,133.81884765625,82.6745834350586,30.69192123413086,275.62603759765625,22.661787033081055
2022-08-29,274.3470458984375,240.10464477539062,159.04571533203125,227.18675231933594,117.32183074951172,346.62969970703125,165.01312255859375,132.9140625,82.07501983642578,30.034038543701172,272.5747985839844,22.708818435668945
2022-08-30,271.6179504394531,235.63772583007812,159.4893341064453,228.14791870117188,119.03590393066406,337.783203125,162.60484313964844,128.76170349121094,77.48780822753906,28.375011444091797,260.9053955078125,22.379592895507812
2022-08-31,269.90985107421875,232.50634765625,157.98497009277344,225.33242797851562,118.29066467285156,340.9206848144531,162.33181762695312,126.60929870605469,76.82159423828125,28.22245979309082,256.3047180175781,21.807361602783203
2022-09-01,267.466552734375,230.24990844726562,156.60598754882812,225.55575561523438,116.01763153076172,335.9105224609375,162.06857299804688,124.19027709960938,73.60482788085938,26.782732009887695,245.7831268310547,21.64667320251465
2022-09-02,266.09637451171875,227.05401611328125,155.87310791015625,225.0509033203125,115.29100036621094,333.9494934082031,160.8302764892578,124.55217742919922,74.17585754394531,26.982959747314453,248.5761260986328,21.462461471557617
2022-09-05,,,,,,,,,,,,
2022-09-06,265.3585205078125,226.7224884033203,157.2135009765625,221.72093200683594,115.22578430175781,332.9299011230469,160.30377197265625,128.04742431640625,75.52727508544922,26.811336517333984,255.0994873046875,21.262575149536133
2022-09-07,273.87677001953125,233.73126220703125,164.822021484375,231.6914520263672,119.09180450439453,344.7641906738281,165.7834014892578,129.1521759033203,75.85086059570312,27.059236526489258,267.0558166503906,22.05036735534668
2022-09-08,272.037109375,233.77732849121094,164.822021484375,233.7593536376953,119.01728820800781,345.7152404785156,166.56338500976562,132.78074645996094,78.98198699951172,29.194992065429688,278.75384521484375,22.508926391601562
2022-09-09,275.026611328125,236.6692657470703,166.4806365966797,233.3418731689453,119.34333038330078,349.3429870605469,167.51895141601562,136.7235870361328,82.34149932861328,30.6728515625,287.304931640625,22.885189056396484
2022-09-12,282.1937561035156,242.68338012695312,168.66001892089844,235.88548278808594,122.57588195800781,348.37237548828125,167.02171325683594,134.9712371826172,79.45783233642578,30.6728515625,284.0528259277344,23.339834213256836
2022-09-13,273.63720703125,235.8495330810547,160.3668212890625,224.12860107421875,115.97105407714844,332.9691162109375,159.57249450683594,129.61886596679688,77.95413970947266,29.604982376098633,285.1241149902344,22.203218460083008
2022-09-14,274.58587646484375,235.02066040039062,158.7660675048828,219.26466369628906,111.93737030029297,325.8900451660156,156.2184295654297,114.9616928100586,70.94960021972656,28.632450103759766,293.69439697265625,21.873994827270508
2022-09-15,271.0693054199219,228.84075927734375,156.0370330810547,217.3424072265625,112.19819641113281,330.8511962890625,158.16845703125,111.6855239868164,72.54845428466797,28.39408302307129,274.6306457519531,21.60747718811035
2022-09-16,271.5100402832031,227.81846618652344,152.01580810546875,215.09974670410156,109.44075775146484,323.7330627441406,155.4188995361328,111.50458526611328,71.39686584472656,27.965024948120117,275.1766357421875,21.156747817993164
2022-09-19,273.21563720703125,229.67886352539062,154.5989227294922,216.67251586914062,111.07099914550781,329.23345947265625,158.89971923828125,113.1617202758789,73.46208953857422,29.07103729248047,284.3996276855469,21.685861587524414
2022-09-20,269.7565612792969,225.54359436035156,151.42567443847656,212.44937133789062,108.6768569946289,328.0372619628906,158.13917541503906,108.11410522460938,72.18681335449219,28.336877822875977,275.49261474609375,21.262575149536133
2022-09-21,264.96575927734375,222.3845672607422,146.85928344726562,207.60487365722656,105.54679107666016,322.7034912109375,156.46221923828125,105.2379150390625,70.61649322509766,26.792268753051758,272.9833984375,20.831439971923828
2022-09-22,262.60858154296875,219.67681884765625,144.60511779785156,201.98367309570312,104.26123046875,321.3013916015625,154.9899139404297,103.66649627685547,69.05567932128906,27.0306339263916,260.64776611328125,20.572763442993164
2022-09-23,257.89434814453125,218.3413543701172,144.4019775390625,205.06126403808594,104.63385009765625,313.8007507324219,151.74305725097656,100.82840728759766,66.8001480102539,25.438352584838867,258.0618591308594,19.886873245239258
2022-09-26,253.19927978515625,213.21141052246094,141.57699584960938,202.906005859375,103.56253051757812,309.7808837890625,150.10501098632812,98.46650695800781,66.31478881835938,25.2667293548584,253.82861328125,19.616437911987305
2022-09-27,254.1095428466797,212.52989196777344,139.34217834472656,202.4788360595703,103.46007537841797,305.0157165527344,148.53521728515625,100.27603149414062,67.34263610839844,25.6195125579834,258.2821350097656,19.63211441040039
2022-09-28,260.09814453125,216.40725708007812,143.8892059326172,206.85731506347656,105.54679107666016,313.3890380859375,152.2500762939453,101.82839965820312,69.13182830810547,26.563438415527344,266.2026062011719,20.086763381958008
2022-09-29,258.3351135253906,213.45086669921875,141.17066955566406,201.77978515625,103.97245788574219,316.11468505859375,153.83935546875,100.74716186523438,67.61150360107422,26.859010696411133,254.22134399414062,19.851600646972656
2022-09-30,258.31591796875,215.85302734375,139.71946716308594,198.77993774414062,103.11539459228516,315.8009338378906,153.7711181640625,102.37380981445312,67.84097290039062,26.058103561401367,253.2635955810547,19.753618240356445
2022-10-03,264.28533935546875,221.0469512939453,144.27618408203125,208.12911987304688,106.37588500976562,320.21307373046875,156.3939208984375,109.3971176147461,72.08641815185547,27.974557876586914,262.1609191894531,20.54924964904785
2022-10-04,274.4804382324219,229.9785919189453,148.5523223876953,213.1095428466797,110.99646759033203,329.38055419921875,159.86502075195312,114.1622543334961,74.60118103027344,29.34754753112793,271.7861633300781,21.446781158447266
2022-10-05,271.9220886230469,225.1927947998047,146.3949432373047,211.0319366455078,112.0025863647461,327.7627868652344,160.01123046875,112.7652359008789,74.41950988769531,29.09010887145996,265.1011657714844,21.344879150390625
2022-10-06,267.1599426269531,221.28807067871094,143.83116149902344,210.44944763183594,109.67363739013672,323.8702087402344,158.14895629882812,112.72697448730469,73.7597427368164,28.432222366333008,269.06622314453125,20.84320068359375
2022-10-07,261.7750244140625,214.94412231445312,138.83909606933594,199.6051483154297,106.54357147216797,313.9969177246094,153.5565948486328,110.04778289794922,72.56452941894531,27.60270881652832,261.0116882324219,20.521812438964844
2022-10-10,260.4622497558594,215.58409118652344,136.88487243652344,199.79930114746094,103.17130279541016,312.751708984375,154.2293701171875,112.97576141357422,74.31433868408203,27.89828109741211,266.3462829589844,20.274890899658203
2022-10-11,259.66693115234375,214.4432830810547,138.05545043945312,198.54689025878906,103.18060302734375,311.22216796875,152.36705017089844,113.73167419433594,75.64340209960938,27.82200813293457,261.4522399902344,20.302330017089844
2022-10-12,260.2322692871094,212.69033813476562,135.95611572265625,195.63436889648438,102.183837890625,305.398193359375,150.22201538085938,114.1622543334961,75.4139404296875,27.497831344604492,240.82261657714844,20.216100692749023
2022-10-13,270.647705078125,220.7316131591797,139.52598571777344,199.68280029296875,104.54070281982422,308.21209716796875,151.39202880859375,118.64990234375,77.46971893310547,28.139989852905273,245.18031311035156,20.894147872924805
2022-10-14,263.8254699707031,215.6675567626953,134.98866271972656,195.81884765625,102.780029296875,292.9950866699219,144.73263549804688,113.58812713623047,74.63943481445312,26.491456985473633,227.43345642089844,20.41990852355957
2022-10-17,269.17218017578125,220.14727783203125,139.99038696289062,203.0225067138672,105.55610656738281,304.9765625,150.18301391601562,116.82230377197266,76.5135498046875,27.622425079345703,237.54714965820312,20.858875274658203
2022-10-18,272.7557067871094,224.7939910888672,143.26036071777344,206.43014526367188,108.75138854980469,314.0263671875,154.8143768310547,119.09005737304688,78.15817260742188,27.30613899230957,241.03334045410156,21.623153686523438
2022-10-19,272.037109375,223.9407196044922,140.98680114746094,201.1973419189453,106.79510498046875,307.22174072265625,150.904541015625,116.63093566894531,77.14462280273438,27.181543350219727,245.66876220703125,21.203777313232422
2022-10-20,270.42730712890625,221.03768920898438,137.3685760498047,195.35284423828125,100.9914321899414,298.2897033691406,145.4346466064453,119.53020477294922,81.89683532714844,27.90995979309082,244.59609985351562,21.070526123046875
2022-10-21,276.26263427734375,223.79229736328125,141.16099548339844,201.76040649414062,104.8853530883789,309.1533203125,151.5480499267578,129.7111358642578,88.84825897216797,30.699039459228516,258.59820556640625,21.78384780883789
2022-10-24,266.4892272949219,226.23155212402344,143.5989532470703,206.3330535888672,104.28916931152344,310.7515563964844,152.02581787109375,128.93606567382812,92.04190063476562,29.759765625,259.1345520019531,21.95238494873047
2022-10-25,276.1285095214844,233.3175506591797,148.01055908203125,213.7794189453125,105.23005676269531,326.2920227050781,158.22694396972656,130.62013244628906,93.42837524414062,30.35399627685547,269.53546142578125,22.324718475341797
2022-10-26,282.510009765625,233.74420166015625,147.25595092773438,214.4395751953125,105.09964752197266,324.4683837890625,157.37869262695312,131.108154296875,93.74391174316406,31.954612731933594,270.22509765625,22.375675201416016
2022-10-27,280.9960632324219,230.99884033203125,148.17503356933594,215.38133239746094,104.67111206054688,324.0075378417969,158.01246643066406,129.6537322998047,93.19888305664062,31.37953758239746,270.2442321777344,22.250253677368164
2022-10-28,289.1789245605469,235.98867797851562,152.6349639892578,219.6335906982422,106.34794616699219,331.5572204589844,161.5518035888672,128.21847534179688,90.29209899902344,30.86197853088379,268.3192443847656,22.55988311767578
2022-10-31,284.9150390625,232.2416534423828,151.95774841308594,218.4685821533203,106.36656951904297,329.41973876953125,159.6115264892578,125.71148681640625,89.92874908447266,30.3731689453125,268.0414123535156,22.418785095214844
2022-11-01,285.70074462890625,233.83692932128906,138.32635498046875,218.2258758544922,106.19889831542969,327.8019714355469,160.6742706298828,128.69686889648438,92.47219848632812,31.532888412475586,267.208251953125,23.006690979003906
2022-11-02,282.03094482421875,227.39093017578125,132.76348876953125,209.43975830078125,102.54713439941406,316.5854187011719,158.84124755859375,123.16626739501953,88.31280517578125,29.72142219543457,255.25564575195312,23.72785758972168
2022-11-03,285.1545715332031,244.8739776611328,127.07489013671875,210.85719299316406,102.20246887207031,325.06646728515625,164.818115234375,123.21409606933594,87.53829956054688,30.24856948852539,262.95587158203125,23.36335563659668
2022-11-04,296.0107421875,256.0408935546875,130.36424255371094,209.92518615722656,107.55897521972656,330.5766906738281,165.90040588378906,127.79743194580078,91.21958923339844,33.72772979736328,272.945068359375,24.272645950317383
2022-11-07,300.3800048828125,257.4970397949219,133.81802368164062,214.91529846191406,108.3787612915039,336.14581298828125,167.8602294921875,128.52464294433594,91.75504302978516,33.01847839355469,274.381591796875,24.198177337646484
2022-11-08,301.54901123046875,262.47760009765625,136.88487243652344,218.8472137451172,108.49054718017578,337.2047424316406,168.1917266845703,128.6873321533203,92.52955627441406,33.98649978637695,293.07666015625,25.977571487426758
2022-11-09,301.29034423828125,259.815673828125,136.07217407226562,215.5269317626953,106.93586730957031,329.9590148925781,164.72064208984375,125.41484832763672,88.01638793945312,32.615928649902344,287.4451904296875,26.271520614624023
2022-11-10,314.6377258300781,268.5897216796875,146.69483947753906,232.03125,116.8914566040039,355.75531005859375,175.5726318359375,133.03138732910156,92.11841583251953,35.222904205322266,307.2128601074219,27.29840087890625
2022-11-11,316.4104309082031,267.5416564941406,150.6129913330078,230.3225860595703,121.83646392822266,355.1179504394531,174.4904022216797,132.7730712890625,92.5008773803711,36.45930099487305,311.62799072265625,27.753047943115234
2022-11-14,318.192626953125,273.50537109375,147.91378784179688,227.25469970703125,119.84158325195312,346.0877990722656,171.16786193847656,136.06466674804688,96.00048828125,36.3155403137207,302.97967529296875,27.658981323242188
