Date,JPM,BAC,C,WFC,GS,MS,BLK,BK,STT,TROW,SCHW,AXP,COF,USB,PNC,TFC,CMA,MTB,RF,CB,TRV,AIG,MET,PRU
2022-10-14,103.26731872558594,29.130924224853516,38.319393157958984,39.65922164916992,276.4064636230469,67.38517761230469,509.0057067871094,34.91767501831055,55.18339920043945,85.5701675415039,65.85110473632812,131.8011016845703,90.02593231201172,37.01425552368164,132.6269989013672,36.09939193725586,61.429927825927734,166.41986083984375,17.883779525756836,181.27476501464844,153.50843811035156,47.44019317626953,58.940792083740234,80.64395141601562
2022-10-17,107.60456848144531,30.89532470703125,38.63850021362305,40.384979248046875,282.5982666015625,69.03177642822266,525.9126586914062,36.690372467041016,57.62154006958008,89.47831726074219,64.37139892578125,136.35791015625,91.98896789550781,36.910377502441406,138.0756072998047,37.299903869628906,62.75889587402344,168.51844787597656,18.376708984375,185.03912353515625,154.91851806640625,48.39442443847656,59.981658935546875,81.68321228027344
2022-10-18,110.37223815917969,32.05319595336914,39.1348876953125,41.0372428894043,289.1768798828125,71.09001159667969,536.8235473632812,36.326744079589844,58.17238235473633,90.62725830078125,65.49787902832031,140.64501953125,93.98975372314453,37.048885345458984,138.35023498535156,36.410011291503906,63.329654693603516,169.827880859375,18.731273651123047,186.92129516601562,156.7704315185547,49.20832061767578,60.98633575439453,82.91838073730469
2022-10-19,108.208251953125,31.17100715637207,38.416900634765625,40.072628021240234,287.251220703125,69.47921752929688,533.9042358398438,35.472206115722656,58.307830810546875,88.04212951660156,65.59332275390625,138.69894409179688,89.87493133544922,35.7158088684082,134.39889526367188,35.6292610168457,57.630496978759766,146.2406768798828,18.074033737182617,188.19851684570312,163.7267303466797,49.348655700683594,60.950130462646484,82.13468170166016
2022-10-20,107.8553237915039,30.968839645385742,38.04459762573242,40.100196838378906,286.37591552734375,68.54851531982422,528.7857666015625,34.926761627197266,58.56971740722656,86.79744720458984,64.9155502319336,137.20570373535156,89.63897705078125,34.63377380371094,131.10316467285156,33.93342590332031,55.16853332519531,144.7518768310547,17.07088279724121,184.5782012939453,160.62454223632812,48.50667953491211,59.75539016723633,81.09544372558594
2022-10-21,113.52068328857422,32.11753845214844,39.232398986816406,41.18423080444336,299.5424499511719,70.89313507080078,551.790283203125,36.57219696044922,62.41657257080078,89.23458862304688,67.13030242919922,134.912841796875,90.83756256103516,35.066593170166016,138.53628540039062,34.84850311279297,55.66263198852539,145.08375549316406,16.880632400512695,189.93661499023438,165.6631622314453,49.816410064697266,61.60181427001953,83.72763061523438
2022-10-24,113.65998077392578,32.22780990600586,39.36534881591797,41.524139404296875,302.85943603515625,71.08106994628906,564.8905639648438,37.126731872558594,63.6807975769043,90.87096405029297,67.49304962158203,136.4446258544922,92.07389831542969,35.60328674316406,142.14212036132812,35.81394958496094,57.41752624511719,146.3124237060547,17.771358489990234,195.30471801757812,169.00970458984375,50.84547805786133,62.79655075073242,85.2865219116211
2022-10-25,113.95718383789062,32.52186965942383,40.17198944091797,41.6803092956543,306.2685852050781,72.04754638671875,587.525390625,37.817630767822266,65.06240844726562,94.60503387451172,69.17325592041016,141.63729858398438,95.86785888671875,36.36503219604492,144.6050567626953,36.81298828125,58.9509391784668,146.63526916503906,18.359411239624023,193.43211364746094,165.5315704345703,50.78935623168945,64.1994857788086,86.3768539428711
2022-10-26,115.2667236328125,32.80674362182617,40.25175857543945,41.98347091674805,309.2999267578125,72.4054946899414,589.2438354492188,37.84514617919922,65.27011108398438,94.93579864501953,69.64100646972656,141.50241088867188,96.18871307373047,36.693965911865234,143.27613830566406,37.11520767211914,58.94241714477539,147.98057556152344,18.411300659179688,196.0441131591797,165.8229522705078,50.72386169433594,64.1270751953125,86.1553955078125
2022-10-27,115.72180938720703,32.96296691894531,40.278350830078125,41.93754959106445,310.6728210449219,72.20863342285156,599.5726318359375,38.20287322998047,66.01057434082031,92.82069396972656,73.82231903076172,141.58912658691406,96.38690948486328,36.42562484741211,142.6382598876953,37.09002685546875,59.410953521728516,149.8370819091797,18.63614273071289,199.28990173339844,166.95103454589844,51.09807586669922,64.39861297607422,86.73464965820312
2022-10-28,117.09635162353516,33.24784469604492,40.88996887207031,42.58060836791992,314.9480285644531,74.29134368896484,613.2182006835938,38.81741714477539,67.52764129638672,94.56151580810547,76.55260467529297,144.93209838867188,101.07743835449219,37.10081481933594,144.29498291015625,37.82040786743164,60.543983459472656,150.8325653076172,18.895578384399414,205.98316955566406,171.0496368408203,53.137508392333984,66.19978332519531,89.67349243164062
2022-10-31,116.91059875488281,33.119197845458984,40.650634765625,42.24989700317383,317.42657470703125,74.24617767333984,596.736328125,38.62480163574219,66.82328033447266,92.40291595458984,76.05620574951172,143.01492309570312,100.05818176269531,36.74591064453125,143.37359619140625,37.602134704589844,60.05839538574219,151.0029296875,18.982059478759766,206.35765075683594,173.39971923828125,53.32461929321289,66.26313018798828,89.6053466796875
2022-11-01,119.01885986328125,33.26622772216797,40.969749450683594,43.13182067871094,321.17657470703125,75.6467056274414,602.3626708984375,38.734867095947266,67.18449401855469,92.86421203613281,76.26620483398438,141.69509887695312,100.80374145507812,37.11812973022461,143.35586547851562,37.62731170654297,59.913578033447266,150.7608184814453,19.28473472595215,205.00364685058594,171.82044982910156,53.390098571777344,66.92388153076172,90.29534149169922
2022-11-02,117.92293548583984,33.16514205932617,40.375858306884766,43.06751251220703,322.29150390625,76.23401641845703,590.177001953125,38.56058883666992,66.71492767333984,91.0972671508789,75.3497543334961,138.24615478515625,97.40618896484375,36.13996505737305,140.6271209716797,36.87175750732422,57.7497673034668,146.82363891601562,18.895578384399414,202.1803741455078,171.3785858154297,53.586551666259766,66.58898162841797,89.6905517578125
2022-11-03,118.13656616210938,32.98134994506836,39.51604080200195,42.10593795776367,321.4438171386719,75.55634307861328,585.5575561523438,38.09279251098633,65.98348236083984,88.10306549072266,75.36883544921875,134.20957946777344,93.2630386352539,35.923561096191406,135.82528686523438,35.81394958496094,56.25043869018555,147.25411987304688,19.016651153564453,201.31614685058594,170.91799926757812,53.89527893066406,66.17262268066406,86.74315643310547
2022-11-04,121.36857604980469,33.808406829833984,40.46650314331055,43.21544647216797,329.7732238769531,76.66771697998047,606.1968383789062,38.973350524902344,68.13267517089844,89.50442504882812,75.46432495117188,139.4215087890625,96.7644271850586,37.07484817504883,138.65147399902344,36.65347671508789,57.89458465576172,149.79222106933594,19.423099517822266,200.8551788330078,172.08363342285156,54.18528366088867,67.0777359008789,89.49461364746094
2022-11-07,122.00941467285156,34.010581970214844,41.00450897216797,43.520572662353516,334.0576171875,77.31830596923828,624.812744140625,38.909141540527344,68.56610870361328,91.19302368164062,76.03710174560547,141.5987548828125,98.85015106201172,37.6807861328125,138.82867431640625,36.922119140625,59.82838821411133,151.5410614013672,19.734424591064453,203.6688232421875,173.08950805664062,55.35468673706055,67.36933135986328,87.91870880126953
2022-11-08,122.0837173461914,34.102481842041016,41.35420227050781,43.62226867675781,335.40283203125,77.05625915527344,634.0792846679688,39.16596984863281,68.76477813720703,94.95319366455078,76.01800537109375,144.70083618164062,99.60515594482422,38.23478698730469,140.56512451171875,37.350284576416016,60.89324951171875,152.8953094482422,19.743074417114258,203.9761505126953,173.81332397460938,55.31726837158203,66.89547729492188,87.99537658691406
2022-11-09,120.49559020996094,33.56029510498047,40.67273712158203,42.503517150878906,333.5415954589844,75.40272521972656,618.641357421875,38.61562728881836,67.92498016357422,93.23849487304688,74.92671203613281,140.5197296142578,95.76403045654297,37.429752349853516,137.80984497070312,36.26298522949219,59.43650817871094,148.82362365722656,19.423099517822266,201.7770538330078,171.2282257080078,54.690467834472656,66.3122787475586,87.24574279785156
2022-11-10,125.4550552368164,35.039817810058594,43.41653060913086,44.334205627441406,348.56939697265625,80.23682403564453,701.9650268554688,40.42258071899414,72.1149673461914,108.49679565429688,75.20431518554688,149.08428955078125,107.67875671386719,38.840728759765625,145.16322326660156,39.108638763427734,63.48299026489258,152.6352081298828,20.132226943969727,203.49600219726562,172.30926513671875,56.68312454223633,68.08922576904297,91.7605209350586
2022-11-11,125.65938568115234,35.297119140625,45.00362777709961,43.9643669128418,354.8901672363281,82.02588653564453,715.7676391601562,40.83533477783203,73.1353759765625,116.06068420410156,75.01285552978516,149.21913146972656,110.36551666259766,38.88401412963867,146.85537719726562,40.144962310791016,62.71630096435547,149.0567626953125,20.244647979736328,198.07032775878906,170.83334350585938,56.49601745605469,67.879638671875,93.88160705566406
2022-11-14,124.3684310913086,34.69980239868164,43.95452880859375,43.33564376831055,352.301025390625,81.14942169189453,684.725830078125,39.973140716552734,71.33837127685547,109.23664855957031,73.2035903930664,148.48696899414062,105.92239379882812,37.957794189453125,144.66708374023438,39.11713409423828,61.61735534667969,148.74288940429688,19.812257766723633,196.95640563964844,171.7452392578125,56.35569763183594,67.24174499511719,92.19495391845703
2022-11-15,123.46755981445312,34.6446647644043,43.9635009765625,43.18770980834961,352.7801513671875,81.77289581298828,683.9496459960938,40.20244598388672,71.7537612915039,109.97650909423828,74.95542907714844,148.25576782226562,98.31787109375,37.8885383605957,145.42015075683594,39.35497283935547,62.36702346801758,152.39309692382812,20.00251007080078,198.42564392089844,168.7371368408203,56.636356353759766,67.68827819824219,91.92236328125
2022-11-16,123.63472747802734,34.332218170166016,43.37169647216797,42.72541809082031,352.2733459472656,81.158447265625,671.6807861328125,40.18409729003906,71.2571029663086,107.8178939819336,74.10344696044922,146.9840850830078,96.6089859008789,37.161415100097656,143.214111328125,38.675418853759766,60.952884674072266,151.28994750976562,19.621999740600586,199.04983520507812,170.27879333496094,56.00954818725586,67.76116180419922,91.77755737304688
2022-11-17,123.09607696533203,34.15761184692383,43.26409912109375,42.522010803222656,349.92388916015625,80.37235260009766,666.39599609375,40.2483024597168,67.2838363647461,106.86043548583984,74.57251739501953,145.124755859375,94.40641021728516,37.02290725708008,140.68917846679688,38.327144622802734,59.751705169677734,150.57247924804688,19.327974319458008,200.7399444580078,171.96145629882812,55.607276916503906,68.24413299560547,90.96830749511719
2022-11-18,124.30341339111328,34.175994873046875,43.63172912597656,42.99354934692383,349.38946533203125,80.59825134277344,665.7493896484375,40.87202835083008,68.25908660888672,106.25114440917969,76.40092468261719,146.91664123535156,93.95071411132812,37.55094909667969,142.77999877929688,38.78584671020508,59.5472526550293,153.01190185546875,19.44904327392578,201.79624938964844,173.4936981201172,55.96277618408203,68.80000305175781,91.42828369140625
2022-11-21,123.5697250366211,34.28627014160156,43.829002380371094,43.30790710449219,350.32000732421875,80.48981475830078,668.6041870117188,40.9545783996582,69.18017578125,105.31981658935547,76.58280181884766,147.2152862548828,96.18175506591797,37.559600830078125,144.1089324951172,39.185081481933594,60.32247543334961,152.03433227539062,19.466339111328125,202.02674865722656,174.4243621826172,56.23407745361328,69.15540313720703,92.16055297851562
2022-11-22,125.41792297363281,34.45168685913086,44.23249816894531,43.55754852294922,353.69232177734375,81.02290344238281,677.6119995117188,41.495750427246094,69.16210174560547,108.30531311035156,77.78898620605469,148.92051696777344,96.40962982177734,38.00972366333008,146.16433715820312,39.43142318725586,61.44697570800781,153.96253967285156,19.596057891845703,204.56192016601562,175.9096221923828,56.954429626464844,70.09400177001953,93.52166748046875
2022-11-23,126.75530242919922,34.561954498291016,43.2551383972168,43.760955810546875,355.88525390625,81.25785064697266,680.2633666992188,41.72506332397461,69.5774917602539,108.27920532226562,77.93260192871094,148.29428100585938,96.48555755615234,38.182861328125,147.51101684570312,39.43992233276367,61.123260498046875,154.14195251464844,19.66524314880371,205.64703369140625,176.7368621826172,57.02927017211914,69.91175079345703,92.22947692871094
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,126.996826171875,34.6446647644043,43.29996871948242,43.86266326904297,358.28997802734375,82.14335632324219,681.6123046875,41.89015579223633,69.58651733398438,108.84497833251953,78.12403869628906,148.50624084472656,96.57100677490234,38.31269454956055,148.52984619140625,39.85614776611328,61.20844650268555,154.3840789794922,19.777666091918945,207.64447021484375,177.58287048339844,57.14152526855469,70.12133026123047,92.84111785888672
2022-11-28,124.77710723876953,33.872745513916016,42.3494987487793,43.437347412109375,352.301025390625,81.22171783447266,666.2667846679688,41.0921630859375,66.38983917236328,105.43295288085938,76.42007446289062,145.34634399414062,94.53932189941406,37.86256790161133,144.06466674804688,38.49703598022461,59.74319076538086,152.03433227539062,19.49228286743164,206.84744262695312,175.14817810058594,56.82345962524414,69.00959777832031,90.92864227294922
2022-11-29,126.82958984375,34.00139236450195,42.654361724853516,43.98286437988281,353.5448913574219,82.29695129394531,659.6426391601562,41.128849029541016,66.76007080078125,104.88459777832031,76.9561538696289,148.766357421875,96.91278076171875,38.59834671020508,145.62391662597656,38.99821090698242,60.484336853027344,153.2899627685547,19.812257766723633,208.0766143798828,175.9848175048828,57.47831726074219,69.31942749023438,91.82457733154297
2022-11-30,128.3341827392578,34.782501220703125,43.40756607055664,44.334205627441406,358.1263732910156,84.09504699707031,661.4904174804688,42.10111618041992,71.94339752197266,108.72310638427734,79.01431274414062,151.8202667236328,98.01406860351562,39.29085922241211,149.0702667236328,39.76271438598633,61.114742279052734,153.56089782714844,20.07168960571289,210.87103271484375,178.42892456054688,59.0406379699707,69.8935317993164,93.06509399414062
2022-12-01,126.53244018554688,33.78423309326172,42.8426628112793,43.33564376831055,355.95623779296875,84.03180694580078,667.199951171875,41.97270584106445,71.08552551269531,110.62060546875,78.23890686035156,151.73361206054688,94.29248809814453,39.2562255859375,146.0048828125,39.261539459228516,61.003997802734375,152.02545166015625,19.881439208984375,209.65147399902344,177.79908752441406,59.03127670288086,69.84795379638672,92.80665588378906
2022-12-02,125.52938079833984,33.349796295166016,42.35847091674805,42.47578048706055,352.96063232421875,83.21858978271484,658.7003784179688,41.47739791870117,70.1825180053711,109.68057250976562,78.93772888183594,151.01104736328125,92.7449951171875,39.507266998291016,145.4998779296875,38.27617645263672,59.73467254638672,152.72996520996094,20.02845001220703,210.4581298828125,178.17510986328125,58.7038459777832,70.08489990234375,92.7635726928711
2022-12-05,122.00941467285156,31.861621856689453,40.92380905151367,40.367698669433594,344.5766906738281,81.14942169189453,658.4971923828125,40.39506149291992,68.8460464477539,107.6089859008789,77.76983642578125,150.3656005859375,90.21015930175781,38.00972366333008,135.64808654785156,36.17803192138672,56.66785430908203,145.694091796875,19.007999420166016,206.876220703125,175.9848175048828,57.56251525878906,68.7088851928711,90.23085021972656
2022-12-06,122.21376037597656,30.50286293029785,40.33200454711914,40.12731170654297,336.572998046875,79.07122039794922,660.7389526367188,39.29438400268555,67.14837646484375,105.60704040527344,77.1475830078125,149.0360870361328,89.27027130126953,37.17007064819336,134.5406494140625,35.58341979980469,55.92671585083008,144.82699584960938,18.679386138916016,208.98886108398438,177.19749450683594,57.71219253540039,68.59952545166016,88.98170471191406
2022-12-07,122.13015747070312,30.26253890991211,40.05403518676758,39.24894332885742,333.7999267578125,78.86338806152344,659.6878051757812,40.91788864135742,72.64775848388672,105.53741455078125,76.76469421386719,149.10357666015625,88.51075744628906,37.706756591796875,137.41114807128906,35.540950775146484,55.72226333618164,133.64549255371094,18.84522819519043,208.9600830078125,176.77444458007812,58.03028106689453,67.97076416015625,88.41313171386719
2022-12-08,123.41183471679688,29.98523712158203,40.07197570800781,39.3691520690918,332.093505859375,80.13743591308594,654.3668212890625,40.8995361328125,70.5437240600586,106.41651153564453,76.82215118408203,148.47735595703125,88.84304809570312,37.706756591796875,136.73780822753906,35.72782897949219,55.52632522583008,135.5873565673828,19.255477905273438,210.47731018066406,177.34130859375,58.24544906616211,67.0777359008789,87.52581787109375
2022-12-09,122.74311828613281,29.929777145385742,40.22441101074219,39.29517364501953,333.0765686035156,80.84220886230469,657.6320190429688,41.00960922241211,71.36547088623047,104.30142974853516,76.41050720214844,148.26539611816406,89.63102722167969,37.31722640991211,136.50747680664062,35.74482727050781,56.173763275146484,136.72537231445312,19.220565795898438,208.7007598876953,175.38571166992188,58.47931671142578,65.78374481201172,87.32767486572266
2022-12-12,124.6470718383789,30.25328826904297,41.04037094116211,39.62803649902344,336.8233642578125,82.33309936523438,659.7529296875,41.13802719116211,72.4761962890625,105.31110382080078,76.86042022705078,151.55052185058594,92.58360290527344,37.62019729614258,138.82867431640625,36.91706085205078,57.443084716796875,136.86985778808594,19.54352569580078,208.892822265625,176.7650146484375,59.41484069824219,66.68588256835938,88.35282897949219
2022-12-13,124.52632141113281,30.271778106689453,41.775630950927734,39.406124114990234,341.9334716796875,83.76976013183594,673.6320190429688,41.93600845336914,73.44241333007812,107.46971893310547,74.42892456054688,151.7528839111328,93.85578155517578,38.304046630859375,136.46316528320312,36.68770980834961,56.471927642822266,132.00167846679688,18.897602081298828,208.42230224609375,176.70835876464844,59.46162033081055,66.73145294189453,88.9214096069336
2022-12-14,123.90409088134766,29.83734130859375,41.22867202758789,38.99930953979492,334.2265625,81.77289581298828,661.8831787109375,41.22056579589844,72.14205169677734,103.21340942382812,74.01728820800781,148.4676971435547,91.7101821899414,37.47304153442383,132.55612182617188,35.86374282836914,56.02434539794922,129.87008666992188,18.434982299804688,208.21102905273438,176.3209991455078,58.9162712097168,66.37605285644531,87.93070220947266
2022-12-15,120.82991790771484,29.365938186645508,40.00920104980469,38.250389099121094,324.4421691894531,79.32421112060547,649.4737548828125,40.578514099121094,70.6701431274414,98.4475326538086,73.76838684082031,144.7201385498047,89.09937286376953,37.0835075378418,133.05227661132812,35.2436408996582,54.82794952392578,127.35926055908203,18.17312240600586,205.10699462890625,173.42074584960938,58.49315643310547,65.33722686767578,85.93209075927734
2022-12-16,120.07762908935547,29.30123519897461,39.76710891723633,38.083961486816406,321.2147521972656,78.48388671875,651.3713989257812,40.44091796875,70.16445922851562,97.18134307861328,74.85012817382812,140.94366455078125,85.53919982910156,36.48622512817383,133.23831176757812,35.08224105834961,54.87958526611328,126.49221801757812,17.963634490966797,204.05625915527344,172.6932830810547,58.83164978027344,65.12764739990234,84.3125228881836
2022-12-19,120.79277801513672,29.633995056152344,39.390499114990234,38.66645812988281,319.60101318359375,77.30022430419922,644.1620483398438,40.51429748535156,70.03803253173828,96.3108139038086,74.91712951660156,139.70086669921875,83.42208099365234,36.3130989074707,133.03451538085938,34.92934799194336,54.67302322387695,127.03408813476562,17.98109245300293,204.32618713378906,173.36402893066406,57.7973747253418,64.84516143798828,83.66641998291016
2022-12-20,121.37787628173828,29.754154205322266,39.28290557861328,37.889793395996094,319.4897155761719,76.94784545898438,643.3156127929688,40.6243782043457,70.42632293701172,96.11737823486328,76.16160583496094,140.36561584472656,83.91575622558594,36.29578399658203,134.38119506835938,34.92934799194336,54.733272552490234,126.72700500488281,18.07710838317871,206.96749877929688,175.51800537109375,59.04790115356445,65.41924285888672,84.63987731933594
2022-12-21,122.74311828613281,30.20707893371582,40.1795768737793,38.01924514770508,324.74822998046875,78.4929428100586,663.2040405273438,41.07381820678711,71.07649230957031,99.40599822998047,77.77941131591797,141.71437072753906,85.17842864990234,36.97097396850586,136.3479766845703,35.46449279785156,55.97270965576172,129.16563415527344,18.36515235900879,210.88128662109375,178.94732666015625,59.54624557495117,66.37605285644531,86.45758056640625
2022-12-22,121.35002136230469,29.939022064208984,39.44430923461914,37.612422943115234,320.5006408691406,78.0411605834961,654.2645263671875,40.798641204833984,70.2999038696289,96.97030639648438,77.34864044189453,139.9899139404297,84.96007537841797,37.092159271240234,136.69349670410156,36.084590911865234,56.42888641357422,130.7462158203125,18.400068283081055,209.5605926513672,176.85003662109375,58.67181396484375,65.42835235595703,84.99308013916016
2022-12-23,121.92584228515625,30.012969970703125,39.68640899658203,37.889793395996094,320.43572998046875,77.80622100830078,654.8319091796875,40.9545783996582,69.9748306274414,97.70893096923828,78.2771987915039,141.63729858398438,86.09934997558594,37.39513397216797,137.34027099609375,36.17803192138672,56.87646484375,130.5655975341797,18.522268295288086,211.7392120361328,179.00396728515625,59.38639450073242,65.85664367675781,85.76840209960938
2022-12-26,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-27,122.35307312011719,30.06842803955078,39.80297088623047,37.945274353027344,317.152587890625,76.85746002197266,654.1994018554688,41.110504150390625,69.66780090332031,97.36600494384766,78.7079849243164,141.03036499023438,86.15629577636719,37.784664154052734,138.1730499267578,36.39039993286133,57.117469787597656,131.73974609375,18.714303970336914,212.9442138671875,179.9486846923828,59.54624557495117,65.90220642089844,85.5875015258789
2022-12-28,123.02176666259766,30.29026985168457,40.00920104980469,38.01924514770508,316.1324462890625,76.3153305053711,651.4737548828125,40.93622970581055,69.3878402709961,95.03582763671875,78.83242797851562,138.7374725341797,85.15943908691406,37.52497482299805,138.08445739746094,36.1440544128418,56.489139556884766,129.6714324951172,18.548450469970703,211.90310668945312,177.72862243652344,59.132530212402344,65.4374771118164,84.74325561523438
2022-12-29,123.72760772705078,30.632266998291016,40.493404388427734,38.21340560913086,318.5066223144531,77.02011108398438,666.1901245117188,41.8809814453125,70.74238586425781,97.89358520507812,79.12918090820312,141.9263153076172,87.97909545898438,38.137699127197266,139.82981872558594,36.69620132446289,57.37568664550781,131.3874969482422,18.87141990661621,214.0817108154297,178.96620178222656,59.82831954956055,66.21202850341797,86.04408264160156
2022-12-30,124.54491424560547,30.61378288269043,40.55616760253906,38.176422119140625,318.46026611328125,76.82132720947266,659.1946411132812,41.7525749206543,70.61494445800781,95.89754486083984,79.70354461669922,142.34056091308594,88.25443267822266,38.17271423339844,139.92723083496094,36.55179214477539,57.53921890258789,131.01719665527344,18.819042205810547,212.65499877929688,177.12400817871094,59.46162033081055,65.94776916503906,85.68225860595703
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,125.49219512939453,30.974260330200195,41.04933166503906,38.63871383666992,321.09417724609375,77.45384216308594,662.3668823242188,42.468013763427734,71.37051391601562,95.97669219970703,78.43994140625,141.73362731933594,88.26392364501953,39.07429122924805,141.3270721435547,37.06146240234375,56.85064697265625,130.93589782714844,18.7404842376709,212.81886291503906,176.77444458007812,59.17013931274414,65.7472915649414,85.69949340820312
2023-01-04,126.66242980957031,31.556594848632812,42.10739517211914,39.433868408203125,322.466796875,78.29415130615234,671.5390625,43.5136604309082,72.35369110107422,97.91997528076172,79.78970336914062,145.02838134765625,90.95067596435547,40.29098892211914,145.05686950683594,38.09778594970703,57.582252502441406,132.39907836914062,19.124547958374023,216.31813049316406,176.8783416748047,60.044578552246094,66.69499969482422,87.16398620605469
2023-01-05,126.6344223022461,31.491891860961914,41.91910171508789,39.2212028503418,318.812744140625,77.63455200195312,652.3202514648438,43.302696228027344,71.6527099609375,95.150146484375,79.55996704101562,141.557861328125,89.22281646728516,39.975868225097656,141.1941375732422,37.74951934814453,56.85924530029297,132.0829620361328,18.91506004333496,215.50840759277344,177.18067932128906,59.715484619140625,66.15736389160156,85.66503143310547
2023-01-06,129.05760192871094,31.806163787841797,42.421241760253906,39.57255554199219,322.8192443847656,79.11638641357422,686.5157470703125,43.9814567565918,73.44609069824219,98.73771667480469,80.92887878417969,145.17343139648438,92.15638732910156,40.53608703613281,145.482177734375,38.95574188232422,58.18476104736328,135.6505584716797,19.54352569580078,220.6175079345703,183.1512451171875,60.693355560302734,67.0503921508789,87.0175552368164
2023-01-09,128.5242919921875,31.325511932373047,42.62746810913086,39.1934700012207,327.3821105957031,79.18868255615234,700.4600830078125,44.155731201171875,73.65547180175781,100.9887466430664,81.78086853027344,145.39576721191406,92.51714324951172,40.79867172241211,145.54417419433594,38.90476989746094,57.504783630371094,134.1693572998047,19.281661987304688,215.46022033691406,178.6638946533203,60.053977966308594,65.00916290283203,84.64849853515625
2023-01-10,129.67510986328125,31.53811264038086,43.210296630859375,39.165733337402344,331.4257507324219,80.34524536132812,704.4508056640625,44.03648376464844,74.15615844726562,103.05513763427734,81.96275329589844,146.94252014160156,93.51399993896484,40.842437744140625,146.12892150878906,39.07465744018555,58.16754913330078,133.672607421875,19.229293823242188,216.67483520507812,180.6477508544922,59.65907287597656,65.21875,85.5875015258789
2023-01-11,130.6387939453125,31.77843475341797,43.67656326293945,39.51708221435547,338.0290222167969,80.80607604980469,703.1857299804688,44.19241714477539,74.9572525024414,105.75460052490234,79.85673522949219,148.7986602783203,96.63746643066406,41.23633575439453,146.92625427246094,39.388954162597656,58.5634765625,134.8918914794922,19.316577911376953,216.5205841064453,181.03509521484375,59.66847610473633,65.21875,86.1474609375
2023-01-12,130.50779724121094,31.861621856689453,44.017303466796875,39.60029983520508,343.0927429199219,81.79999542236328,701.3623657226562,44.174076080322266,74.98456573486328,105.13909149169922,79.91416931152344,149.76535034179688,95.90643310546875,41.656490325927734,149.56643676757812,40.07700729370117,59.312320709228516,135.15380859375,19.51734161376953,217.47494506835938,181.37521362304688,59.87533187866211,65.05474090576172,85.80287170410156
2023-01-13,133.80113220214844,32.564109802246094,44.76152420043945,40.885475158691406,346.8581237792969,82.8210220336914,701.3904418945312,44.972068786621094,75.53076934814453,104.20701599121094,79.4355239868164,150.57742309570312,97.643798828125,41.42890930175781,146.5986785888672,40.40829086303711,58.993839263916016,135.07254028320312,19.57843780517578,219.0076446533203,183.198486328125,60.56171417236328,65.5376968383789,87.00892639160156
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-17,131.7334442138672,31.9078369140625,45.111236572265625,40.79301834106445,324.5256652832031,87.71837615966797,697.427490234375,45.568267822265625,75.5580825805664,104.32133483886719,79.9237289428711,148.63430786132812,98.38432312011719,41.52518844604492,144.6768035888672,40.0515251159668,58.70118713378906,135.9666748046875,19.57843780517578,216.53985595703125,174.77166748046875,59.969356536865234,65.21875,87.0778579711914
2023-01-18,127.77581787109375,31.16837501525879,44.322166442871094,40.108821868896484,323.75592041015625,87.26657104492188,695.222900390625,45.155517578125,74.22897338867188,103.05513763427734,77.90384674072266,145.4151153564453,96.74189758300781,40.09842300415039,135.93450927734375,38.85380172729492,56.75596237182617,131.68556213378906,19.045988082885742,212.62606811523438,173.47744750976562,58.49315643310547,63.93388748168945,84.91555786132812
2023-01-19,126.07299041748047,30.7154598236084,44.26837158203125,39.711246490478516,325.2954406738281,85.07090759277344,678.9529418945312,44.87117004394531,73.30044555664062,100.2413330078125,73.05998992919922,141.9639129638672,92.95387268066406,39.94085693359375,132.31422424316406,40.52721405029297,60.11277770996094,138.92013549804688,18.93251609802246,211.35362243652344,173.86474609375,58.03243637084961,63.26866912841797,83.51134490966797
2023-01-20,126.38175201416016,31.288543701171875,45.810630798339844,40.60809326171875,317.03204345703125,86.9593734741211,689.967041015625,45.508888244628906,76.72330474853516,103.59149932861328,73.73966979980469,146.5558624267578,98.9064712524414,40.66737365722656,138.4374237060547,40.70560073852539,59.50165939331055,138.81175231933594,19.80538558959961,212.4911346435547,175.08343505859375,58.73762512207031,63.96123504638672,84.96725463867188
2023-01-23,128.43072509765625,31.72298240661621,46.60866165161133,41.6343994140625,323.80224609375,87.7635498046875,695.8369140625,45.6013069152832,78.48937225341797,104.34771728515625,74.40977478027344,148.8759765625,101.69766235351562,41.726505279541016,142.4331512451172,41.48709487915039,61.93751525878906,139.77816772460938,20.04105567932129,215.53729248046875,176.05648803710938,59.32998275756836,64.41686248779297,86.13885498046875
2023-01-24,129.53475952148438,31.954063415527344,46.106529235839844,41.09813690185547,323.0510559082031,86.29976654052734,699.6043090820312,45.712215423583984,79.22673797607422,103.30134582519531,75.8648452758789,150.16171264648438,101.11853790283203,40.851192474365234,141.61074829101562,41.06237030029297,61.248939514160156,139.94073486328125,19.927587509155273,220.12588500976562,182.5655517578125,59.38639450073242,64.6720199584961,86.90556335449219
