Date,AMZN,TSLA,HD,LOW,MCD,SBUX,NKE,TGT,BKNG,MAR,HLT,MGM,ROST,TJX,GM,F,ULTA,ORLY,AZO,PVH,TPR,CCL,RCL,EBAY,LULU
2021-10-29,168.6215057373047,371.3333435058594,334.60455322265625,216.3189239501953,222.8355255126953,95.92754364013672,156.6752471923828,228.2913360595703,2381.8076171875,154.32342529296875,142.1675567626953,47.140846252441406,107.82476806640625,61.48664855957031,52.51580810546875,12.959473609924316,367.3599853515625,41.487998962402344,1784.8399658203125,108.48463439941406,34.64382553100586,22.15999984741211,83.25505828857422,70.90703582763672,466.010009765625
2021-11-01,165.90550231933594,402.86334228515625,329.8699645996094,214.40380859375,227.4002685546875,99.30088806152344,155.77621459960938,226.79649353027344,2449.607666015625,156.06898498535156,142.9873046875,48.450313568115234,108.5962905883789,62.575740814208984,53.53853225708008,13.619585990905762,365.1300048828125,41.31533432006836,1779.43994140625,112.57276153564453,35.00822067260742,23.06999969482422,87.05147552490234,70.51884460449219,458.8800048828125
2021-11-02,165.6374969482422,390.6666564941406,330.59912109375,215.58802795410156,226.1842041015625,100.79309844970703,157.1809844970703,228.85411071777344,2414.3251953125,154.3619842529297,139.5898895263672,47.86055374145508,109.10113525390625,63.20479965209961,53.63501739501953,13.665112495422363,371.8599853515625,41.40666580200195,1788.1500244140625,111.78887176513672,35.23041534423828,22.90999984741211,86.55843353271484,69.22494506835938,464.6400146484375
2021-11-03,169.1999969482422,404.6199951171875,332.1112365722656,216.76296997070312,227.2368927001953,101.84219360351562,161.5546875,228.98599243164062,2396.122802734375,158.67283630371094,143.4416046142578,48.68022155761719,111.7586441040039,64.24694061279297,54.03059387207031,14.135538101196289,381.7799987792969,41.4379997253418,1791.6800537109375,117.70278930664062,37.167903900146484,23.170000076293945,88.52073669433594,69.7332534790039,467.4800109863281
2021-11-04,173.85000610351562,409.9700012207031,335.0005798339844,219.98252868652344,230.01382446289062,101.43521118164062,164.30821228027344,229.01239013671875,2397.776123046875,158.24851989746094,145.6143798828125,47.38075256347656,112.0063247680664,65.47684478759766,56.57775115966797,14.73495101928711,381.07000732421875,42.257999420166016,1809.050048828125,118.63551330566406,37.30122756958008,22.8799991607666,87.49522399902344,70.5003662109375,473.94000244140625
2021-11-05,175.94949340820312,407.36334228515625,331.59814453125,217.91014099121094,231.14820861816406,105.73102569580078,166.24681091308594,223.58689880371094,2576.806396484375,161.64320373535156,149.95985412597656,50.34954071044922,113.96849822998047,66.84760284423828,56.46197509765625,14.63631534576416,391.8500061035156,42.538665771484375,1817.93994140625,121.9595947265625,37.781150817871094,24.790000915527344,95.32471466064453,69.84414672851562,467.9100036621094
2021-11-08,174.44900512695312,387.64666748046875,331.76922607421875,217.21627807617188,229.68711853027344,104.14835357666016,160.94595336914062,222.76036071777344,2597.360595703125,162.39544677734375,149.2981719970703,48.520286560058594,112.98739624023438,65.6176986694336,57.503990173339844,15.288839340209961,388.1099853515625,42.34400177001953,1820.9300537109375,121.6520004272461,37.63895034790039,24.59000015258789,92.40591430664062,68.17130279541016,466.1400146484375
2021-11-09,178.81149291992188,341.1666564941406,333.6233825683594,216.4021759033203,229.2787628173828,103.21681213378906,162.79092407226562,224.3695068359375,2605.566162109375,158.90432739257812,146.62173461914062,47.3107795715332,113.60653686523438,65.6648178100586,56.55844497680664,15.26607894897461,395.1099853515625,42.89666748046875,1866.3800048828125,121.85047149658203,37.74559783935547,24.170000076293945,90.0787582397461,68.35616302490234,470.239990234375
2021-11-10,174.1024932861328,355.98333740234375,331.76019287109375,215.14393615722656,229.71434020996094,102.86260223388672,157.583740234375,223.3935089111328,2528.40869140625,155.2589111328125,144.7156219482422,46.04129409790039,113.03500366210938,64.98628997802734,57.18560028076172,14.689424514770508,391.3399963378906,43.198001861572266,1881.4200439453125,119.9452896118164,37.870033264160156,23.489999771118164,87.51494598388672,67.68146514892578,457.3599853515625
2021-11-11,173.625,354.5033264160156,330.9051208496094,214.9312286376953,227.01905822753906,101.21862030029297,156.37557983398438,225.11697387695312,2439.129150390625,151.28555297851562,141.80215454101562,45.401554107666016,109.98697662353516,64.28893280029297,59.64592361450195,14.833587646484375,395.57000732421875,43.00600051879883,1886.8900146484375,120.89788055419922,41.04289245605469,23.020000457763672,85.09904479980469,67.74615478515625,453.0
2021-11-12,176.25750732421875,344.47332763671875,335.4056091308594,218.63180541992188,227.48191833496094,101.47293853759766,158.361083984375,228.64306640625,2412.180419921875,150.909423828125,141.69351196289062,45.07168960571289,110.01554870605469,64.83551025390625,61.170352935791016,14.795650482177734,396.5,43.26533126831055,1886.22998046875,119.34993743896484,40.465206146240234,22.360000610351562,83.39311218261719,68.3099365234375,452.5899963378906
2021-11-15,177.28399658203125,337.7966613769531,334.0104675292969,217.33657836914062,229.54197692871094,101.60918426513672,158.13629150390625,232.43299865722656,2366.291259765625,150.137939453125,141.1404571533203,45.8013916015625,109.96791076660156,65.32555389404297,60.75548553466797,15.06879997253418,401.7300109863281,43.31733322143555,1911.8399658203125,119.68733215332031,39.90529251098633,22.299999237060547,84.0735092163086,68.58721160888672,461.9599914550781
2021-11-16,177.03500366210938,351.57666015625,353.1376647949219,226.4585418701172,229.1063232421875,101.9361572265625,160.9272003173828,235.04470825195312,2342.008544921875,148.508056640625,139.9849395751953,45.631465911865234,109.55834197998047,65.49516296386719,60.40813446044922,15.015691757202148,413.8599853515625,43.46666717529297,1911.280029296875,122.30690002441406,40.518531799316406,21.59000015258789,82.18022155761719,70.13990783691406,477.9100036621094
2021-11-17,177.4499969482422,363.0033264160156,355.4059143066406,227.3374481201172,229.31504821777344,102.19953918457031,160.8429412841797,223.9361114501953,2328.282958984375,151.14088439941406,142.74038696289062,45.49151611328125,110.98710632324219,69.31179809570312,62.337799072265625,15.144674301147461,402.2099914550781,42.7313346862793,1893.8399658203125,121.69169616699219,40.163021087646484,21.329999923706055,82.11119842529297,67.82008361816406,465.8399963378906
2021-11-18,184.80299377441406,365.4599914550781,365.30706787109375,228.86395263671875,230.031982421875,102.5447006225586,160.47769165039062,222.3920135498047,2337.728759765625,150.18612670898438,141.8120574951172,44.31199264526367,113.84466552734375,68.88772583007812,60.137977600097656,14.915904998779297,405.6499938964844,43.063331604003906,1875.8499755859375,120.35214233398438,40.740718841552734,20.950000762939453,81.78579711914062,69.0585708618164,473.239990234375
2021-11-19,183.82850646972656,379.0199890136719,367.8633728027344,230.84375,228.64352416992188,100.61914825439453,163.78369140625,221.2008514404297,2302.31787109375,149.4049530029297,142.5823516845703,44.26201248168945,107.42469787597656,66.92757415771484,59.626625061035156,14.786270141601562,407.7099914550781,42.41133117675781,1859.6800537109375,116.08538818359375,40.87403106689453,20.489999771118164,79.35016632080078,68.97538757324219,473.0
2021-11-22,178.6284942626953,385.6233215332031,367.9533386230469,233.46194458007812,230.031982421875,101.22770690917969,163.18426513671875,215.7921905517578,2260.147705078125,150.8419189453125,142.0885467529297,44.52191162109375,105.89115142822266,65.85326385498047,61.807132720947266,15.61746883392334,411.7699890136719,42.678001403808594,1864.8800048828125,118.36760711669922,41.06067657470703,20.329999923706055,78.16686248779297,67.99568939208984,460.92999267578125
2021-11-23,179.0019989013672,369.6766662597656,367.5752868652344,233.05487060546875,232.00123596191406,103.16233825683594,161.22691345214844,219.85971069335938,2303.439697265625,151.8352813720703,143.925537109375,42.49272918701172,109.94888305664062,66.86161804199219,60.83266067504883,15.403950691223145,408.92999267578125,43.4206657409668,1880.0999755859375,118.65345764160156,40.87403106689453,20.149999618530273,77.74283599853516,66.2211685180664,458.760009765625
2021-11-24,179.02049255371094,372.0,370.94171142578125,233.72100830078125,233.326171875,103.5165786743164,161.11451721191406,219.48912048339844,2285.7197265625,151.99920654296875,143.49098205566406,42.8126106262207,110.02506256103516,67.36107635498047,60.002899169921875,15.4420804977417,409.55999755859375,43.10066604614258,1855.050048828125,117.3531723022461,39.1676139831543,20.15999984741211,77.24980926513672,67.15465545654297,457.8599853515625
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-26,175.22799682617188,360.6400146484375,362.47174072265625,229.15077209472656,226.88299560546875,100.51016998291016,157.35894775390625,217.5568389892578,2120.85693359375,142.19125366210938,134.52342224121094,41.8329963684082,104.78622436523438,65.36324310302734,58.0539436340332,15.060790061950684,399.5299987792969,42.38199996948242,1814.1800537109375,109.29339599609375,37.15013885498047,17.950000762939453,67.03398132324219,66.97903442382812,456.5799865722656
2021-11-29,178.07850646972656,378.9966735839844,366.1801452636719,229.97413635253906,227.14614868164062,100.57374572753906,159.09158325195312,219.84207153320312,2146.88134765625,145.40269470214844,136.3603973388672,41.1132926940918,106.35789489746094,66.59774780273438,57.754844665527344,14.999786376953125,401.4200134277344,42.94333267211914,1838.68994140625,109.03532409667969,37.09680938720703,18.15999984741211,68.91739654541016,65.20452117919922,463.260009765625
2021-11-30,175.35350036621094,381.586669921875,360.59051513671875,226.28277587890625,223.20401000976562,99.58372497558594,158.50157165527344,215.14810180664062,2068.011962890625,142.30697631835938,133.39752197265625,39.56393051147461,103.909912109375,65.40093994140625,55.83481979370117,14.633755683898926,383.95001220703125,42.54399871826172,1817.0699462890625,105.98809051513672,35.657020568847656,17.6200008392334,68.84837341308594,62.50812530517578,454.4100036621094
2021-12-01,172.18600463867188,365.0,361.9100646972656,226.9766387939453,222.8207550048828,98.693603515625,156.12269592285156,212.1040496826172,2033.732666015625,137.4271240234375,128.35081481933594,38.28444290161133,99.89031219482422,64.09103393554688,56.01814651489258,14.93115520477295,370.0199890136719,42.44933319091797,1806.8299560546875,104.31062316894531,34.55495834350586,16.3799991607666,63.37560272216797,61.905853271484375,448.42999267578125
2021-12-02,171.8679962158203,361.5333251953125,368.5531921386719,231.648681640625,227.0366668701172,101.20045471191406,159.21331787109375,216.6127166748047,2136.96337890625,145.74026489257812,137.86155700683594,41.213253021240234,105.31011199951172,66.20196533203125,58.874061584472656,15.152300834655762,383.6400146484375,43.823333740234375,1868.2900390625,100.02265167236328,36.63021469116211,17.889999389648438,67.92144775390625,62.52667236328125,450.67999267578125
2021-12-03,169.489501953125,338.3233337402344,368.58935546875,230.07594299316406,227.52023315429688,101.0369644165039,159.72467041015625,218.43919372558594,2080.39892578125,144.64083862304688,137.02206420898438,40.153682708740234,104.95769500732422,66.61662292480469,57.61012649536133,14.595625877380371,378.80999755859375,43.94533157348633,1863.0,98.28563690185547,36.51393508911133,17.200000762939453,65.8309555053711,62.12820816040039,435.7200012207031
2021-12-06,171.36849975585938,336.336669921875,375.7205505371094,232.3795166015625,233.4152069091797,102.96253204345703,158.47682189941406,214.3804473876953,2191.422607421875,151.12158203125,142.5231475830078,42.19285583496094,107.60777282714844,68.45423126220703,57.735538482666016,14.656628608703613,390.0199890136719,44.095333099365234,1879.989990234375,103.2088623046875,37.8914794921875,18.59000015258789,71.24456024169922,61.22016143798828,423.5400085449219
2021-12-07,176.1645050048828,350.5833435058594,376.1544189453125,237.6806182861328,237.1748046875,105.5965347290039,160.7097930908203,216.7274169921875,2208.886962890625,150.95765686035156,141.3774871826172,42.7226448059082,108.00886535644531,69.84896850585938,59.366111755371094,15.22093391418457,407.70001220703125,44.85266876220703,2023.5699462890625,103.67536926269531,39.090126037597656,18.5,70.64305877685547,62.29502487182617,434.95001220703125
2021-12-08,176.1580047607422,356.32000732421875,371.6986083984375,237.5233612060547,236.87367248535156,105.58745574951172,159.73403930664062,211.406982421875,2270.0556640625,152.02813720703125,142.60215759277344,42.87257766723633,108.03750610351562,70.05628204345703,58.642486572265625,15.106550216674805,412.0899963378906,44.9813346862793,1988.8599853515625,103.9334487915039,38.92911148071289,19.520000457763672,74.32113647460938,62.230159759521484,426.0
2021-12-09,174.17100524902344,334.6000061035156,371.77984619140625,238.82781982421875,239.3922119140625,104.76998138427734,157.7168426513672,209.60704040527344,2231.103515625,151.55557250976562,142.5231475830078,42.19580841064453,107.46453094482422,69.75471496582031,57.52328109741211,14.923531532287598,404.4100036621094,44.79999923706055,1965.8299560546875,101.87879180908203,38.687591552734375,19.190000534057617,73.66046142578125,61.71125411987305,416.9200134277344
2021-12-10,172.21200561523438,339.010009765625,375.4494323730469,241.81610107421875,241.7921905517578,106.02342224121094,158.61753845214844,210.15406799316406,2200.3564453125,155.08529663085938,144.32061767578125,41.39607620239258,107.77967834472656,70.42381286621094,60.987037658691406,16.357168197631836,403.489990234375,45.4913330078125,2003.02001953125,100.93583679199219,38.669700622558594,19.280000686645508,74.44932556152344,61.9799690246582,409.5799865722656
2021-12-13,169.5675048828125,322.13665771484375,366.2665100097656,237.9859161376953,240.07666015625,104.9607162475586,156.53468322753906,206.61590576171875,2114.905029296875,148.2091064453125,140.6466522216797,40.326438903808594,104.74281311035156,68.91600036621094,57.05052185058594,15.579341888427734,388.2900085449219,44.784000396728516,1986.0999755859375,97.66030883789062,37.614173889160156,18.34000015258789,71.14595031738281,61.79465866088867,403.75
2021-12-14,169.0915069580078,319.5033264160156,363.5189208984375,233.56378173828125,239.55650329589844,104.18869018554688,155.18362426757812,207.59532165527344,2090.720703125,148.52735900878906,140.2219696044922,41.21613693237305,104.66641998291016,68.7369613647461,56.346195220947266,15.289566040039062,389.6499938964844,44.490665435791016,1999.5400390625,97.4717025756836,37.980934143066406,18.149999618530273,70.60360717773438,61.01631546020508,395.0899963378906
2021-12-15,173.31500244140625,325.3299865722656,368.58935546875,238.26353454589844,241.3815155029297,104.16145324707031,153.77627563476562,208.80409240722656,2096.08251953125,145.79811096191406,138.5529022216797,41.3560905456543,103.9215316772461,68.85002899169922,56.5488166809082,15.396323204040527,394.6099853515625,45.81399917602539,2048.590087890625,97.09452819824219,37.35477066040039,17.889999389648438,69.64710235595703,60.79392623901367,402.4800109863281
2021-12-16,168.87100219726562,308.97332763671875,361.105712890625,234.2853546142578,242.32144165039062,103.17142486572266,152.6691436767578,198.33078002929688,2130.056884765625,145.39308166503906,137.27883911132812,40.78628158569336,104.35126495361328,69.23641967773438,56.336544036865234,15.518336296081543,385.1700134277344,45.83133316040039,2011.219970703125,95.52626037597656,36.835960388183594,17.56999969482422,67.84257507324219,59.33917236328125,390.6199951171875
2021-12-17,170.0175018310547,310.8566589355469,350.6665954589844,229.52084350585938,238.80819702148438,98.6663589477539,151.3931427001953,197.03375244140625,2174.873046875,144.84336853027344,139.19483947753906,42.26578140258789,103.20528411865234,69.75471496582031,53.220130920410156,15.076044082641602,380.94000244140625,45.07133483886719,1996.3699951171875,97.01513671875,36.90752410888672,18.280000686645508,71.40232849121094,59.329898834228516,384.6600036621094
2021-12-20,167.07899475097656,299.9800109863281,351.949951171875,227.2357177734375,238.83560180664062,98.17588806152344,147.28370666503906,193.39857482910156,2173.190673828125,144.35150146484375,138.6319122314453,42.05585479736328,101.09477233886719,68.3034439086914,52.1395263671875,14.809144020080566,365.82000732421875,44.839332580566406,1994.300048828125,93.78923034667969,35.181114196777344,18.899999618530273,71.64884948730469,59.107521057128906,370.57000732421875
2021-12-21,170.41700744628906,312.84332275390625,352.9170227050781,228.493896484375,241.2628936767578,100.24676513671875,156.337646484375,194.175048828125,2327.663330078125,152.68394470214844,146.71063232421875,44.79493713378906,103.6636734008789,69.84896850585938,52.8631477355957,14.954033851623535,378.2699890136719,44.9813346862793,1990.3699951171875,97.89852905273438,36.61232376098633,20.540000915527344,75.50444030761719,59.033390045166016,383.30999755859375
2021-12-22,171.03700256347656,336.2900085449219,357.58984375,231.01031494140625,241.7648468017578,101.49109649658203,155.2211456298828,192.1191864013672,2346.780517578125,156.79226684570312,150.84877014160156,45.26477813720703,104.12207794189453,69.73589324951172,54.1077766418457,15.358194351196289,387.9100036621094,45.43000030517578,2024.1600341796875,97.8488998413086,36.74650573730469,21.25,78.35421752929688,59.24651336669922,388.7900085449219
2021-12-23,171.06849670410156,355.6666564941406,358.88226318359375,231.37110900878906,242.68646240234375,102.0633316040039,155.4369354248047,195.00442504882812,2363.5751953125,159.30935668945312,152.7943572998047,45.72462463378906,105.20122528076172,69.50025939941406,54.90859603881836,15.4420804977417,392.3699951171875,45.2946662902832,2014.5,99.58592224121094,36.90752410888672,21.200000762939453,78.4232406616211,60.126773834228516,391.55999755859375
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,169.66949462890625,364.64666748046875,365.2272033691406,234.71092224121094,244.776123046875,103.74363708496094,157.22897338867188,197.7308349609375,2355.960205078125,160.7752685546875,153.36715698242188,45.194801330566406,107.31171417236328,70.00917053222656,55.410301208496094,15.861489295959473,403.8399963378906,46.16266632080078,2047.06005859375,102.07730865478516,36.78229522705078,20.950000762939453,77.36813354492188,60.840267181396484,400.75
2021-12-28,170.66099548339844,362.8233337402344,367.15228271484375,235.00698852539062,244.4476318359375,104.96981048583984,156.14059448242188,198.44549560546875,2348.482666015625,160.8138427734375,153.1005401611328,44.20513916015625,107.11119079589844,70.46149444580078,55.1015625,15.830992698669434,398.80999755859375,46.45800018310547,2059.93994140625,103.27833557128906,36.30819320678711,20.899999618530273,77.16105651855469,61.22942352294922,400.07000732421875
2021-12-29,169.2010040283203,362.0633239746094,371.3280029296875,238.29127502441406,245.00433349609375,105.70552062988281,158.3548583984375,201.10133361816406,2346.28857421875,160.6209716796875,153.4461669921875,44.47504806518555,108.20941162109375,71.11174011230469,55.21733856201172,15.678475379943848,405.29998779296875,47.20933151245117,2104.0400390625,104.81684112548828,36.30819320678711,20.790000915527344,77.1314697265625,61.58154296875,401.0
2021-12-30,168.64450073242188,356.7799987792969,370.5145568847656,237.1995849609375,243.8362274169922,105.57836151123047,157.14453125,204.62184143066406,2357.34765625,158.9911651611328,153.06097412109375,44.74494934082031,109.1261978149414,71.17770385742188,56.085693359375,15.609846115112305,404.7900085449219,46.78466796875,2084.52001953125,105.33297729492188,36.5049934387207,20.530000686645508,76.2735824584961,61.87804412841797,398.69000244140625
2021-12-31,166.7169952392578,352.260009765625,375.0969543457031,239.13314819335938,244.62100219726562,106.24140167236328,156.37518310546875,204.20716857910156,2360.604248046875,159.35757446289062,154.05848693847656,44.86491394042969,109.13573455810547,71.54521942138672,56.56810760498047,15.838615417480469,412.3399963378906,47.082000732421875,2096.389892578125,105.85904693603516,36.317142486572266,20.1200008392334,75.82984924316406,61.61858367919922,391.45001220703125
2022-01-03,170.4044952392578,399.9266662597656,369.3395690917969,236.38543701171875,245.0863800048828,105.97801971435547,154.49867248535156,204.6571044921875,2421.792724609375,158.07493591308594,152.5672149658203,45.46470642089844,108.066162109375,71.1965560913086,59.018775939941406,16.60118865966797,413.2300109863281,46.395999908447266,2045.1099853515625,107.27843475341797,36.5049934387207,21.40999984741211,79.70515441894531,61.896568298339844,387.55999755859375
2022-01-04,167.52200317382812,383.1966552734375,373.1356506347656,240.3635711669922,245.02255249023438,103.76181030273438,156.11248779296875,206.61590576171875,2425.24658203125,162.0289764404297,154.0288543701172,45.37474060058594,108.066162109375,72.29914855957031,63.42805480957031,18.538122177124023,418.739990234375,46.590667724609375,2080.25,110.70287322998047,37.25638198852539,21.729999542236328,81.23358917236328,60.35842514038086,380.82000732421875
2022-01-05,164.35699462890625,362.7066650390625,368.07421875,235.68235778808594,243.81800842285156,100.31034088134766,152.22821044921875,201.93075561523438,2374.447998046875,158.5185546875,149.92034912109375,43.02553176879883,104.72371673583984,70.81018829345703,60.533565521240234,18.042449951171875,401.489990234375,45.68866729736328,2034.030029296875,108.64820861816406,36.92540740966797,21.170000076293945,79.48822021484375,59.75613784790039,362.4800109863281
2022-01-06,163.25399780273438,354.8999938964844,366.7365417480469,238.49478149414062,246.0993194580078,100.94615173339844,151.09292602539062,204.1277313232422,2390.849365234375,159.3383026123047,150.29568481445312,44.30510330200195,104.51363372802734,71.12117004394531,60.65898513793945,18.652507781982422,400.489990234375,46.681331634521484,2062.489990234375,109.31324768066406,37.077476501464844,21.06999969482422,76.83564758300781,61.905853271484375,368.7699890136719
2022-01-07,162.5540008544922,342.32000732421875,355.7550048828125,232.29627990722656,243.69940185546875,97.70357513427734,147.27432250976562,203.6248016357422,2395.38525390625,160.72705078125,150.11793518066406,44.51502990722656,100.263916015625,70.0939712524414,60.08009338378906,18.637256622314453,397.1000061035156,45.483333587646484,2014.77001953125,106.16675567626953,35.19005584716797,21.899999618530273,79.89250183105469,61.451805114746094,355.2099914550781
2022-01-10,161.48599243164062,352.7066650390625,350.1965026855469,229.15077209472656,241.28115844726562,96.30481719970703,141.14767456054688,200.66018676757812,2387.3369140625,156.28114318847656,146.76986694335938,43.60533142089844,98.47810363769531,68.3128662109375,58.92229461669922,18.187335968017578,381.0400085449219,45.005332946777344,2012.6600341796875,101.54132080078125,33.544158935546875,21.399999618530273,78.80781555175781,59.83026885986328,348.42999267578125
2022-01-11,165.36199951171875,354.79998779296875,349.48260498046875,230.82528686523438,239.1915283203125,94.49736022949219,141.0163116455078,200.77487182617188,2429.6640625,159.3190155029297,150.61170959472656,44.93489074707031,102.11660766601562,69.93377685546875,59.298580169677734,18.568620681762695,384.44000244140625,45.439998626708984,2000.97998046875,103.12945556640625,34.179256439208984,21.979999542236328,80.5926284790039,61.55373001098633,346.75
2022-01-12,165.20700073242188,368.739990234375,351.949951171875,231.95399475097656,238.09645080566406,94.34296417236328,142.80833435058594,198.05728149414062,2396.880615234375,158.9911651611328,148.14263916015625,44.78493881225586,100.69367218017578,69.17988586425781,58.88370132446289,18.660131454467773,384.1600036621094,45.573333740234375,2052.8798828125,102.23613739013672,34.4833869934082,22.309999465942383,81.11526489257812,59.5986213684082,352.7200012207031
2022-01-13,161.21400451660156,343.85333251953125,349.7626953125,231.93544006347656,238.5436248779297,93.00779724121094,140.35015869140625,199.25726318359375,2419.392333984375,158.653564453125,148.0438995361328,44.23512268066406,100.01563262939453,68.42597198486328,59.59767532348633,19.07954978942871,378.1499938964844,45.849334716796875,2048.39990234375,103.77462768554688,35.09165573120117,22.899999618530273,82.32813262939453,58.63496017456055,336.2699890136719
2022-01-14,162.13800048828125,349.8699951171875,336.2232971191406,225.1818389892578,235.167236328125,90.93690490722656,139.02723693847656,195.34852600097656,2411.491943359375,157.0044403076172,146.14767456054688,44.455047607421875,97.66636657714844,67.0783920288086,58.95124053955078,19.20918846130371,374.4800109863281,45.257999420166016,2033.47998046875,101.93833923339844,34.32238006591797,22.950000762939453,82.97894287109375,58.792484283447266,328.9800109863281
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-18,158.91749572753906,343.5033264160156,331.4512023925781,221.29270935058594,234.0448455810547,88.76611328125,137.87326049804688,194.12205505371094,2345.826416015625,153.83154296875,142.7305450439453,43.81526565551758,94.74413299560547,64.93917846679688,56.72248458862305,18.591501235961914,372.9700012207031,44.37799835205078,1967.56005859375,100.11200714111328,33.51732635498047,21.979999542236328,81.18428039550781,57.08754348754883,332.5299987792969
2022-01-19,156.2989959716797,331.8833312988281,325.0972595214844,217.8490447998047,232.89505004882812,87.98499298095703,136.14686584472656,197.5013885498047,2338.82080078125,148.71058654785156,140.44912719726562,42.19580841064453,94.57221984863281,64.56224060058594,54.262149810791016,17.119741439819336,371.67999267578125,43.9726676940918,1945.8900146484375,99.95317840576172,33.50837326049805,21.219999313354492,80.49402618408203,57.71763229370117,330.95001220703125
2022-01-20,151.66749572753906,332.0899963378906,315.9596252441406,207.8523406982422,230.98788452148438,86.94047546386719,133.9138946533203,195.630859375,2394.460205078125,151.12158203125,140.47877502441406,41.53602600097656,93.04425048828125,63.45021057128906,52.72807693481445,16.509679794311523,359.1099853515625,43.20399856567383,1932.7099609375,97.0250473022461,32.882225036621094,20.799999237060547,80.05029296875,56.25361633300781,322.5299987792969
2022-01-21,142.64300537109375,314.6333312988281,315.5258483886719,208.8640594482422,232.3201446533203,87.47637176513672,134.1202850341797,191.68685913085938,2308.09375,151.40127563476562,140.4984893798828,40.94622802734375,91.13426208496094,63.5727424621582,51.406253814697266,15.747108459472656,349.4200134277344,42.39466857910156,1942.1700439453125,95.48655700683594,32.69437026977539,19.989999771118164,77.98936462402344,55.169490814208984,313.0199890136719
2022-01-24,144.54400634765625,310.0,328.8210144042969,215.66778564453125,231.42588806152344,89.10218048095703,136.98191833496094,194.625,2311.793212890625,150.19580078125,138.74053955078125,41.87591552734375,93.82733154296875,65.08052825927734,50.78875732421875,15.548843383789062,364.8399963378906,43.85133361816406,1972.1300048828125,95.8339614868164,34.16136932373047,19.739999771118164,77.6343765258789,55.28068161010742,321.6199951171875
2022-01-25,139.98599243164062,306.1333312988281,324.4555969238281,213.49578857421875,228.75216674804688,88.1121597290039,136.4940185546875,189.41925048828125,2291.52490234375,151.43984985351562,140.62692260742188,41.965885162353516,92.26115417480469,64.722412109375,50.07478713989258,15.236186981201172,352.739990234375,43.091331481933594,1930.93994140625,93.34257507324219,33.50837326049805,20.200000762939453,79.05433654785156,53.90931701660156,308.8299865722656
2022-01-26,138.87249755859375,312.4700012207031,322.9190979003906,211.72293090820312,227.99481201171875,86.81331634521484,135.0960693359375,186.79867553710938,2332.464599609375,153.07936096191406,143.0268096923828,41.665985107421875,90.49443817138672,65.11823272705078,50.50895690917969,15.182801246643066,353.80999755859375,42.05466842651367,1881.699951171875,91.3673324584961,32.90010452270508,20.290000915527344,79.98124694824219,53.47382736206055,302.760009765625
2022-01-27,139.6374969482422,276.3666687011719,322.1507873535156,209.70870971679688,226.9818878173828,86.57716369628906,135.70591735839844,187.2134246826172,2321.66162109375,148.23805236816406,135.55055236816406,40.60634231567383,90.5994873046875,65.60828399658203,49.640602111816406,14.908276557922363,351.5799865722656,42.31133270263672,1907.72998046875,92.16138458251953,33.15058135986328,19.110000610351562,74.91278839111328,52.537960052490234,306.5199890136719
2022-01-28,143.97799682617188,282.1166687011719,331.28851318359375,218.1182098388672,233.68896484375,88.2938003540039,136.8974609375,192.0574493408203,2374.093505859375,153.70620727539062,141.614501953125,41.616004943847656,91.45895385742188,67.26686096191406,48.47315979003906,14.977267265319824,358.8299865722656,42.90133285522461,1951.1600341796875,92.3499984741211,33.66044235229492,18.969999313354492,73.48296356201172,53.316307067871094,315.9100036621094
2022-01-31,149.57350158691406,312.239990234375,331.68609619140625,220.30880737304688,236.7550811767578,89.30201721191406,138.92405700683594,194.49264526367188,2416.587890625,155.38426208496094,143.31321716308594,42.70563888549805,93.34983825683594,67.82286071777344,50.87559509277344,15.559799194335938,363.739990234375,43.45000076293945,1986.3499755859375,94.30538940429688,33.946685791015625,19.809999465942383,76.72718048095703,55.66058349609375,333.760009765625
2022-02-01,151.19349670410156,310.4166564941406,333.2407531738281,221.2370147705078,236.33526611328125,89.7016372680664,139.06480407714844,193.43385314941406,2425.9453125,157.21661376953125,143.9156494140625,44.1451530456543,94.10428619384766,68.60502624511719,52.16847229003906,15.835732460021973,372.32000732421875,43.79933166503906,2011.5699462890625,96.32032775878906,34.66230010986328,20.93000030517578,80.09959411621094,56.04049301147461,344.9100036621094
2022-02-02,150.6125030517578,301.88665771484375,337.7870178222656,221.9424591064453,239.3374786376953,88.76611328125,139.5245361328125,192.0044708251953,2401.681884765625,155.1431427001953,142.7996368408203,43.62533187866211,92.94874572753906,67.87939453125,51.618507385253906,15.812738418579102,371.69000244140625,44.827999114990234,2064.179931640625,95.34761047363281,34.984317779541016,20.850000381469727,80.10945129394531,54.242889404296875,349.19000244140625
2022-02-03,138.8455047607422,297.0466613769531,329.7248840332031,217.30142211914062,237.84092712402344,87.14031982421875,136.33453369140625,188.1310577392578,2398.278076171875,156.24256896972656,142.3650665283203,42.96554946899414,90.13153076171875,65.78732299804688,51.24222946166992,15.245534896850586,364.760009765625,44.03200149536133,2030.1700439453125,95.01012420654297,34.28661346435547,20.34000015258789,78.255615234375,52.991981506347656,330.3500061035156
