Date,XOM,CVX,COP,EOG,SLB,HAL,DVN,OXY,MPC,VLO,PSX,KMI,WMB,EQT
2021-10-18,53.55527114868164,92.16316223144531,63.769290924072266,72.6159439086914,31.090150833129883,23.917186737060547,32.79696273803711,31.06377410888672,60.090599060058594,67.91810607910156,68.85746765136719,14.495671272277832,24.228038787841797,18.843029022216797
2021-10-19,54.35997009277344,93.96334838867188,64.47117614746094,73.30706787109375,31.436004638671875,23.999948501586914,32.618896484375,31.073204040527344,60.4797477722168,69.67410278320312,70.4837417602539,14.479976654052734,23.988157272338867,19.021503448486328
2021-10-20,54.65959167480469,95.1915283203125,65.07035064697266,75.69754028320312,31.618038177490234,24.33098030090332,33.112632751464844,31.469406127929688,60.82363510131836,70.44776916503906,70.94354248046875,14.63693904876709,24.120506286621094,20.07355499267578
2021-10-21,53.66656494140625,93.99700927734375,63.84632873535156,73.90876007080078,31.21756935119629,23.31029510498047,32.13325119018555,30.941139221191406,60.660736083984375,71.28229522705078,70.44117736816406,13.757940292358398,23.591114044189453,19.462987899780273
2021-10-22,54.03467559814453,94.88870239257812,64.81356811523438,74.80313873291016,30.862621307373047,23.806842803955078,32.732208251953125,32.00709533691406,61.10416793823242,70.404296875,70.57740783691406,13.867813110351562,23.698646545410156,20.101736068725586
2021-10-25,55.08763885498047,95.77198791503906,65.49834442138672,76.46183013916016,31.272174835205078,24.110292434692383,32.9102783203125,33.2239990234375,61.71955108642578,71.88211059570312,71.29264068603516,14.009078979492188,23.82271957397461,21.14439582824707
2021-10-26,56.363155364990234,95.9822769165039,65.93489837646484,77.24236297607422,31.181163787841797,24.055118560791016,33.5982666015625,33.35606002807617,61.96390151977539,71.17798614501953,70.00692749023438,13.828571319580078,23.649009704589844,21.163183212280273
2021-10-27,54.899288177490234,94.27459716796875,64.09212493896484,75.64875030517578,29.615737915039062,23.098796844482422,32.06040954589844,31.412797927856445,59.86435317993164,68.38753509521484,65.8603286743164,13.577427864074707,23.409133911132812,20.749874114990234
2021-10-28,55.05338668823242,95.15787506103516,64.71210479736328,76.27481079101562,30.307437896728516,23.549375534057617,32.78078079223633,31.91276741027832,60.33494567871094,68.20497131347656,65.3494644165039,13.616668701171875,23.508394241333008,19.40662956237793
2021-10-29,55.19035720825195,96.31034088134766,64.14378356933594,75.17716217041016,29.360898971557617,22.979259490966797,32.440834045410156,31.629776000976562,59.665260314941406,67.22267150878906,63.672080993652344,13.353582382202148,23.23542594909668,18.702131271362305
2021-11-01,56.18337631225586,96.34397888183594,64.2298812866211,75.99021911621094,30.307437896728516,23.52178382873535,33.986785888671875,32.83721923828125,60.86887741088867,67.82250213623047,66.53296661376953,13.592752456665039,23.60765838623047,19.369054794311523
2021-11-02,55.48997116088867,95.75513458251953,62.886566162109375,75.4698715209961,30.2164249420166,23.337875366210938,33.97869873046875,32.41272735595703,58.497840881347656,65.94481658935547,66.0306167602539,13.521003723144531,23.483579635620117,19.143613815307617
2021-11-03,54.72807693481445,95.06536102294922,62.63684844970703,73.94940185546875,30.016193389892578,22.730985641479492,33.9705924987793,31.931631088256836,57.62905502319336,65.96218872070312,67.21414184570312,13.433307647705078,23.409133911132812,19.190584182739258
2021-11-04,55.13898849487305,95.4859619140625,63.12766647338867,73.90876007080078,30.17091941833496,22.547073364257812,34.28626251220703,31.83730125427246,57.52949905395508,66.37077331542969,65.46014404296875,13.353582382202148,23.392587661743164,19.13422393798828
2021-11-05,55.66117858886719,96.52063751220703,64.97045135498047,77.3399429321289,30.498563766479492,22.70339584350586,35.27373123168945,31.525997161865234,59.5566520690918,67.73555755615234,66.21794128417969,13.513030052185059,23.62419891357422,19.331478118896484
2021-11-08,56.26042938232422,96.86556243896484,65.3837661743164,78.86040496826172,31.21756935119629,23.098796844482422,35.7108154296875,32.34669876098633,59.429969787597656,67.61386108398438,66.40525817871094,13.425333976745605,23.558021545410156,19.444202423095703
2021-11-09,56.80832290649414,97.58057403564453,65.228759765625,78.9579849243164,31.071945190429688,23.06201934814453,35.60559844970703,31.82786750793457,60.75123596191406,68.02242279052734,67.40998077392578,13.409391403198242,23.59938621520996,19.08725929260254
2021-11-10,55.68914794921875,96.02432250976562,62.86072540283203,76.66507720947266,29.78865623474121,21.912593841552734,34.261985778808594,30.016679763793945,59.29421615600586,66.81409454345703,66.01356506347656,13.313719749450684,23.28505516052246,18.448509216308594
2021-11-11,55.79326248168945,96.03274536132812,62.12017059326172,77.17732238769531,29.834171295166016,21.811443328857422,34.5776481628418,30.29967498779297,59.728599548339844,67.12705993652344,66.30308532714844,13.385472297668457,23.897167205810547,19.91387176513672
2021-11-12,55.3681526184082,96.09162902832031,62.30963134765625,77.11228942871094,29.815963745117188,21.67351722717285,34.46432876586914,30.26194190979004,59.547611236572266,66.57070922851562,65.96249389648438,13.29777717590332,23.690372467041016,20.06416130065918
2021-11-15,55.84532165527344,98.2703857421875,62.6196174621582,75.77883911132812,29.779558181762695,21.517192840576172,34.949974060058594,30.167606353759766,59.83721160888672,67.24006652832031,67.18860626220703,13.44128131866455,23.665559768676758,20.533828735351562
2021-11-16,56.40922927856445,98.6573257446289,62.55073165893555,74.72184753417969,29.934284210205078,21.710294723510742,35.15232849121094,30.035545349121094,59.1981086730957,67.7529525756836,66.32709503173828,13.281832695007324,23.342958450317383,20.66533660888672
2021-11-17,55.79326248168945,98.21484375,61.97378921508789,73.24202728271484,29.17886734008789,21.12179183959961,34.2296028137207,29.016748428344727,58.047760009765625,64.66284942626953,64.33702850341797,13.162249565124512,23.334692001342773,20.09234046936035
2021-11-18,55.18596267700195,97.3894271850586,62.6196174621582,72.86802673339844,28.996845245361328,20.92868995666504,35.06328201293945,28.903547286987305,57.24431610107422,64.23148345947266,63.50135803222656,12.978888511657715,23.136167526245117,19.8199405670166
2021-11-19,52.63531494140625,95.22805786132812,59.94157409667969,69.66450500488281,27.349498748779297,20.266626358032227,32.86171340942383,27.469696044921875,55.03489685058594,60.80686569213867,59.99504470825195,12.883218765258789,22.68121910095215,19.556922912597656
2021-11-22,53.36406707763672,96.92992401123047,61.90489959716797,70.501953125,27.613445281982422,20.49650764465332,33.298789978027344,28.309253692626953,56.32219696044922,62.19784164428711,62.19187927246094,12.843356132507324,22.830110549926758,19.6226749420166
2021-11-23,54.769535064697266,98.96368408203125,63.53238296508789,74.60800170898438,28.37795066833496,21.12179183959961,35.1604118347168,30.111013412475586,58.29425811767578,63.870540618896484,63.60475540161133,13.01874828338623,23.227157592773438,19.84811782836914
2021-11-24,55.07318115234375,99.72100830078125,64.43655395507812,75.6568832397461,28.5872859954834,21.3516788482666,36.495933532714844,30.195905685424805,58.933353424072266,64.22267150878906,63.63922119140625,13.170221328735352,23.61592674255371,20.007802963256836
2021-11-25,,,,,,,,,,,,,,
2021-11-26,53.13850784301758,97.44049072265625,61.551822662353516,71.0792465209961,27.030956268310547,19.908000946044922,34.561458587646484,28.016826629638672,56.01179122924805,59.87367248535156,59.65904998779297,12.962942123413086,23.359500885009766,19.71660804748535
2021-11-29,53.43347930908203,97.72982025146484,62.128780364990234,71.8679428100586,26.985450744628906,20.45972442626953,35.54893112182617,28.356420516967773,56.40436935424805,60.01454162597656,60.18458938598633,12.763635635375977,23.169252395629883,19.45359230041504
2021-11-30,51.91523361206055,96.0449447631836,60.38935852050781,70.73774719238281,26.213132858276367,19.85283088684082,34.04344177246094,27.969655990600586,55.555294036865234,58.93169021606445,59.59013748168945,12.325157165527344,22.16009521484375,18.251251220703125
2021-12-01,51.87186050415039,95.3897476196289,59.588531494140625,69.39617919921875,25.93893051147461,19.448232650756836,33.05596923828125,27.309328079223633,55.61007308959961,59.257423400878906,59.15939712524414,12.173685073852539,22.0360164642334,17.24616050720215
2021-12-02,53.164527893066406,97.9765853881836,61.36240005493164,70.37998962402344,26.79808235168457,20.248231887817383,33.663021087646484,27.969655990600586,57.81951141357422,62.6556282043457,61.49406433105469,12.54040813446045,22.54059600830078,17.424631118774414
2021-12-03,52.8261833190918,97.35540008544922,61.233245849609375,69.91654205322266,26.724960327148438,20.22983741760254,33.8087158203125,27.507429122924805,56.3039436340332,61.370296478271484,60.305198669433594,12.428797721862793,22.42479133605957,18.38275718688965
2021-12-06,53.4248046875,98.8785629272461,62.69711685180664,71.20121765136719,27.428730010986328,20.763174057006836,34.28626251220703,28.148889541625977,57.39039993286133,61.98655700683594,61.22699737548828,12.58027172088623,22.59849739074707,18.53304672241211
2021-12-07,54.02342224121094,100.3421859741211,64.2126693725586,73.63232421875,28.114221572875977,21.517192840576172,36.52021408081055,29.356346130371094,58.64118957519531,63.06059265136719,62.441715240478516,12.939023971557617,22.96245574951172,19.303300857543945
2021-12-08,54.17958068847656,100.79317474365234,63.81654357910156,73.24202728271484,28.38842010498047,21.917964935302734,36.35023498535156,29.02618408203125,58.48597717285156,62.259464263916016,61.89896011352539,12.94699764251709,22.863197326660156,19.697826385498047
2021-12-09,54.318397521972656,100.52937316894531,62.47321319580078,72.2663345336914,27.98626708984375,21.641569137573242,34.90678787231445,28.53549575805664,57.82863235473633,61.89851379394531,62.28664779663086,12.763635635375977,22.35102081298828,19.45359230041504
2021-12-10,54.66542053222656,100.69956970214844,63.28266906738281,72.91680908203125,28.324440002441406,22.046947479248047,35.81409454345703,29.035621643066406,58.14817810058594,62.373905181884766,62.47617721557617,12.883218765258789,22.367813110351562,19.594493865966797
2021-12-13,53.46818161010742,98.60627746582031,61.15573501586914,71.57521057128906,27.264217376708984,20.922948837280273,33.86750030517578,27.582420349121094,56.4317626953125,60.05855178833008,59.99504470825195,12.699856758117676,22.031959533691406,18.899389266967773
2021-12-14,53.39010238647461,98.89559936523438,60.86296844482422,70.9678726196289,27.117977142333984,20.711048126220703,33.273624420166016,27.120046615600586,57.01607894897461,60.032142639160156,60.9340934753418,12.612160682678223,21.729692459106445,19.979625701904297
2021-12-15,53.15584945678711,98.33397674560547,60.8888053894043,70.56019592285156,26.788938522338867,20.51757049560547,32.976680755615234,26.912445068359375,57.04346466064453,60.07615280151367,60.753170013427734,12.652021408081055,21.81365394592285,19.697826385498047
2021-12-16,53.24261474609375,99.25298309326172,61.741310119628906,71.70833587646484,27.145397186279297,20.78474998474121,33.290122985839844,26.780330657958984,57.308231353759766,60.525142669677734,61.132225036621094,12.644048690795898,21.947996139526367,20.101736068725586
2021-12-17,52.080074310302734,96.66614532470703,59.080474853515625,69.88631439208984,26.478191375732422,20.370162963867188,32.333316802978516,26.45949935913086,57.01607894897461,60.47231674194336,61.85590744018555,12.436771392822266,21.654125213623047,19.970232009887695
2021-12-20,51.32529067993164,96.70870208740234,59.071861267089844,69.5368423461914,26.021194458007812,20.08455467224121,31.55797004699707,25.459243774414062,55.61007308959961,60.47231674194336,59.81413650512695,12.14976692199707,21.284685134887695,19.96083641052246
2021-12-21,52.487823486328125,98.25737762451172,60.86296844482422,71.84146118164062,26.916898727416992,20.87688636779785,34.073707580566406,26.987937927246094,57.901668548583984,62.78769302368164,62.14881134033203,12.484604835510254,21.54497528076172,19.904476165771484
2021-12-22,52.912940979003906,98.81900787353516,61.207420349121094,72.56527709960938,26.962602615356445,20.941373825073242,34.882041931152344,27.28989601135254,57.6095085144043,62.770076751708984,61.700836181640625,12.412854194641113,21.561769485473633,20.834415435791016
2021-12-23,52.93896484375,99.0572738647461,61.302127838134766,72.53199768066406,27.026578903198242,20.922948837280273,34.684078216552734,27.223848342895508,57.55473709106445,63.148624420166016,61.94205856323242,12.468659400939941,21.704505920410156,20.787450790405273
2021-12-24,,,,,,,,,,,,,,
2021-12-27,53.693748474121094,101.0824966430664,63.04154968261719,75.52711486816406,27.273357391357422,21.346750259399414,36.79564666748047,27.96931266784668,58.504241943359375,64.38113403320312,62.708797454833984,12.612160682678223,22.048749923706055,21.435588836669922
2021-12-28,53.520233154296875,100.88678741455078,62.96405792236328,75.06123352050781,27.520132064819336,21.236194610595703,36.704917907714844,27.818330764770508,58.76901626586914,65.58724975585938,63.69089889526367,12.644048690795898,21.964786529541016,21.482555389404297
2021-12-29,53.051753997802734,100.36771392822266,62.791847229003906,74.75337219238281,27.09969711303711,21.134849548339844,36.45746612548828,27.610734939575195,58.385555267333984,65.71930694580078,62.76047134399414,12.620131492614746,21.864030838012695,21.416805267333984
2021-12-30,52.73942565917969,99.92523193359375,62.24072265625,74.1959457397461,27.255077362060547,20.969013214111328,36.02030563354492,27.337080001831055,57.910804748535156,65.39356994628906,62.415870666503906,12.596217155456543,21.763277053833008,20.702909469604492
2021-12-31,53.08644485473633,99.85713958740234,62.327083587646484,73.90474700927734,27.373899459838867,21.070358276367188,36.333744049072266,27.355945587158203,58.42207336425781,66.12427520751953,62.42449188232422,12.644048690795898,21.864030838012695,20.486860275268555
2022-01-03,55.12523651123047,101.482421875,63.70001983642578,75.84329223632812,28.991653442382812,22.10222625732422,37.58748245239258,29.309274673461914,59.94676971435547,67.9113998413086,65.25022888183594,13.034692764282227,22.25026512145996,20.49625587463379
2022-01-04,57.19872283935547,103.32896423339844,66.4632339477539,79.32926177978516,30.399188995361328,23.428913116455078,39.31138229370117,31.498504638671875,61.90968704223633,69.11751556396484,67.6882553100586,13.218055725097656,22.4517765045166,21.050464630126953
2022-01-05,57.91012191772461,104.0011978149414,65.32339477539062,77.8733139038086,30.399188995361328,23.198585510253906,38.44530487060547,30.016996383666992,62.30226135253906,68.8446044921875,67.47290802001953,13.289804458618164,22.502153396606445,20.3741397857666
2022-01-06,59.27220916748047,104.88617706298828,67.77571868896484,79.47071075439453,31.12123680114746,23.594751358032227,39.897010803222656,30.913450241088867,64.04608154296875,70.57012939453125,69.33375549316406,13.568835258483887,23.039518356323242,20.458683013916016
2022-01-07,59.7580451965332,106.39231872558594,69.63225555419922,81.6671371459961,32.016944885253906,23.972484588623047,40.3259162902832,31.33808135986328,64.75821685791016,71.30963134765625,70.60877227783203,13.768141746520996,23.518108367919922,21.426197052001953
2022-01-10,59.40235900878906,106.46039581298828,69.96902465820312,81.58394622802734,32.09920120239258,23.815860748291016,40.004234313964844,30.554872512817383,64.3199691772461,71.33605194091797,72.24562072753906,13.895700454711914,23.46773338317871,21.604673385620117
2022-01-11,61.90093994140625,108.89407348632812,72.17955017089844,85.0283203125,33.342220306396484,25.096477508544922,41.07650375366211,32.74410629272461,66.36507415771484,73.81866455078125,74.21846771240234,14.039202690124512,24.240196228027344,22.102519989013672
2022-01-12,61.71875,108.34947967529297,72.87902069091797,85.50255584716797,33.31480407714844,25.280742645263672,41.15898895263672,32.791290283203125,66.72114562988281,74.27645874023438,74.34770202636719,14.071089744567871,24.51727294921875,23.163959503173828
2022-01-13,61.276283264160156,107.89849090576172,72.20547485351562,85.48580932617188,33.05888748168945,25.732187271118164,40.94453430175781,32.22509765625,66.75764465332031,73.38729095458984,74.76122283935547,14.007312774658203,24.290573120117188,22.083730697631836
2022-01-14,62.352073669433594,109.73650360107422,74.89958190917969,88.5280990600586,34.557830810546875,26.47844886779785,41.56315612792969,33.50844955444336,68.2366943359375,75.00715637207031,76.31192016601562,14.26242446899414,24.592836380004883,22.34674072265625
2022-01-17,,,,,,,,,,,,,,
2022-01-18,63.401824951171875,110.09390258789062,75.56444549560547,88.56160736083984,34.31105041503906,26.349464416503906,41.538414001464844,33.99913787841797,68.06322479248047,75.39452362060547,76.38084411621094,14.11095142364502,24.844730377197266,21.294689178466797
2022-01-19,63.427852630615234,109.69393920898438,75.36585235595703,88.1090316772461,33.90890121459961,26.146778106689453,40.35890579223633,33.810401916503906,66.96764373779297,74.13560485839844,75.15750122070312,13.895700454711914,24.374534606933594,20.853206634521484
2022-01-20,63.5666618347168,109.3025131225586,73.94109344482422,86.74295043945312,33.863197326660156,25.925661087036133,40.1114616394043,32.980010986328125,65.72598266601562,71.67059326171875,73.65849304199219,13.895700454711914,24.156230926513672,19.838729858398438
2022-01-21,62.61235809326172,107.99207305908203,71.4283218383789,84.33759307861328,33.23255157470703,25.372873306274414,38.041133880615234,31.8476505279541,64.54821014404297,69.80420684814453,71.8837890625,13.84786605834961,24.1478328704834,19.31269645690918
2022-01-24,63.15022277832031,108.22183227539062,71.68737030029297,85.74559783935547,33.451900482177734,26.34025001525879,39.864017486572266,32.09300231933594,64.26518249511719,69.18793487548828,71.35828399658203,13.808001518249512,23.736413955688477,19.39723777770996
2022-01-25,65.0068359375,112.82537841796875,75.21907043457031,89.62600708007812,35.45353317260742,28.182870864868164,42.280757904052734,34.697425842285156,65.27861785888672,71.45049285888672,74.05477905273438,13.951504707336426,24.32415771484375,18.88060760498047
2022-01-26,64.34748077392578,112.91047668457031,75.17589569091797,90.1204833984375,36.37665939331055,28.3763484954834,42.71792221069336,34.97108459472656,64.80387115478516,71.57374572753906,73.27082061767578,13.967453002929688,24.52566909790039,18.542438507080078
2022-01-27,65.17167663574219,115.19097137451172,77.42098999023438,91.98104095458984,35.51751708984375,28.403987884521484,42.67667770385742,35.15979766845703,65.6438217163086,72.17239379882812,73.93416595458984,13.935558319091797,24.660009384155273,19.0496826171875
2022-01-28,65.31050109863281,111.14054107666016,77.04103088378906,91.93913269042969,36.26698684692383,28.89227867126465,42.51995849609375,35.452335357666016,65.5525131225586,71.67059326171875,72.58160400390625,13.927464485168457,24.886709213256836,19.85750961303711
2022-01-31,65.9004135131836,111.7531967163086,76.52293395996094,93.43094635009766,35.709449768066406,28.321069717407227,41.71162796020508,35.546695709228516,65.50685119628906,73.04395294189453,73.04681396484375,14.057023048400879,25.138601303100586,19.96083641052246
2022-02-01,70.1254653930664,114.69743347167969,79.04434204101562,94.85572814941406,36.12074661254883,28.90149688720703,43.35304260253906,37.075382232666016,67.579345703125,76.1956558227539,75.51933288574219,14.09750747680664,25.625587463378906,20.468080520629883
2022-02-02,69.94328308105469,115.22503662109375,79.62289428710938,94.63782501220703,35.87396240234375,28.938344955444336,43.9139289855957,37.386783599853516,71.66952514648438,77.12171936035156,75.55379486083984,14.09750747680664,25.75992774963379,20.806238174438477
2022-02-03,69.12777709960938,114.19538116455078,78.46580505371094,93.68240356445312,35.2616081237793,28.763296127319336,43.72421646118164,37.74535369873047,70.27265930175781,75.76823425292969,75.1402816772461,13.98414421081543,25.449260711669922,20.054767608642578
2022-02-04,70.62864685058594,115.62495422363281,79.32930755615234,95.29151916503906,35.1976203918457,29.4266414642334,43.60873794555664,38.500274658203125,71.38648223876953,77.20185852050781,76.53589630126953,14.048925399780273,25.675962448120117,20.252029418945312
2022-02-07,71.47887420654297,117.89694213867188,80.25325012207031,96.12125396728516,36.806236267089844,29.951784133911133,43.377777099609375,38.68899154663086,72.88379669189453,79.81086730957031,77.78507995605469,14.137991905212402,25.785118103027344,19.885690689086914
2022-02-08,69.63096618652344,116.10150146484375,78.86302947998047,93.47286224365234,35.664791107177734,29.260807037353516,42.2230224609375,37.13199996948242,72.39078521728516,78.79576110839844,76.51868438720703,14.00033950805664,25.533222198486328,19.895084381103516
2022-02-09,69.29763793945312,117.25022888183594,80.2618637084961,94.96467590332031,36.123199462890625,30.080774307250977,42.990116119384766,38.028446197509766,72.84727478027344,79.10741424560547,77.0614242553711,14.065118789672852,25.583602905273438,20.19566535949707
2022-02-10,68.63097381591797,115.7611083984375,79.36384582519531,94.41991424560547,35.91231918334961,29.85965347290039,43.072593688964844,38.38703536987305,72.80162048339844,80.04240417480469,77.0700454711914,13.927464485168457,25.3065242767334,20.355356216430664
2022-02-11,70.35902404785156,118.11817169189453,81.16026306152344,97.84774780273438,37.241729736328125,30.88231086730957,44.631534576416016,40.55739212036133,74.1254653930664,81.9212417602539,80.29205322265625,14.202773094177246,25.785118103027344,21.663883209228516
2022-02-14,69.28009033203125,116.29720306396484,79.45063018798828,95.0484848022461,36.03151321411133,29.813594818115234,43.105587005615234,38.90603256225586,72.2720947265625,79.89102935791016,77.98321533203125,13.919368743896484,25.256149291992188,21.51271629333496
2022-02-15,68.41166687011719,115.4459228515625,77.82777404785156,92.94487762451172,36.75581359863281,29.96100425720215,42.41272735595703,37.603816986083984,72.1157455444336,78.83138275146484,76.17407989501953,13.773614883422852,25.071426391601562,21.824493408203125
2022-02-16,68.72747802734375,115.48031616210938,78.28772735595703,93.67399597167969,38.22273635864258,30.92837142944336,44.41707229614258,37.41508865356445,71.7938232421875,78.39506530761719,76.07069396972656,13.870780944824219,25.19737434387207,22.12682342529297
2022-02-17,68.62220001220703,114.88700866699219,79.11216735839844,94.36962890625,37.690975189208984,30.37558937072754,45.571834564208984,37.613258361816406,70.78213500976562,77.50460052490234,74.9852066040039,13.571182250976562,24.928691864013672,21.928417205810547
2022-02-18,67.85905456542969,114.72364044189453,77.78437805175781,93.54828643798828,36.86582565307617,29.721460342407227,45.18415832519531,37.33015823364258,70.83731842041016,77.21966552734375,74.07095336914062,13.441622734069824,24.869918823242188,21.087560653686523
2022-02-21,,,,,,,,,,,,,,
2022-02-22,67.069580078125,113.84657287597656,76.22227478027344,91.7966537475586,36.260711669921875,28.984411239624023,43.44376754760742,36.16006088256836,69.55889892578125,76.43607330322266,73.22638702392578,13.393037796020508,24.777559280395508,20.426218032836914
2022-02-23,67.34149932861328,116.55514526367188,76.56940460205078,92.46713256835938,36.43492889404297,29.187101364135742,44.169620513916016,36.50920104980469,69.64167785644531,76.89020538330078,73.12189483642578,13.579277038574219,25.289731979370117,20.61517333984375
2022-02-24,66.49064636230469,115.95325469970703,76.13546752929688,92.27437591552734,35.133018493652344,28.993623733520508,43.50975799560547,36.726234436035156,68.48281860351562,74.65518951416016,72.68653869628906,13.498302459716797,25.155391693115234,21.002534866333008
2022-02-25,68.28008270263672,120.70831298828125,79.20764923095703,89.91094207763672,36.16904067993164,29.97020721435547,45.53059768676758,36.55638122558594,70.39585876464844,75.57234191894531,73.74009704589844,13.822196006774902,25.768325805664062,21.50326919555664
2022-02-28,68.78887939453125,123.82105255126953,82.32316589355469,96.31400299072266,35.97650146484375,30.89151954650879,49.11859893798828,41.265113830566406,71.61911010742188,74.36133575439453,73.34827423095703,14.089411735534668,26.263708114624023,21.86228370666504
2022-03-01,69.44674682617188,128.73948669433594,84.14563751220703,97.56277465820312,34.537071228027344,29.689516067504883,48.871150970458984,44.15264129638672,68.9886703491211,71.79683685302734,71.54591369628906,14.243261337280273,26.591167449951172,23.071609497070312
2022-03-02,70.63970947265625,132.54010009765625,85.0828857421875,97.8393325805664,35.97650146484375,30.447704315185547,48.376251220703125,45.64358139038086,70.80973815917969,74.45926666259766,73.40923309326172,14.688614845275879,27.447587966918945,23.506206512451172
2022-03-03,71.08709716796875,134.32862854003906,84.5361557006836,97.46219635009766,35.31638717651367,30.836042404174805,48.54121017456055,45.058528900146484,71.15923309326172,74.96684265136719,72.26860046386719,14.891050338745117,27.539947509765625,23.477863311767578
2022-03-04,73.76251220703125,136.41810607910156,87.01817321777344,99.52392578125,35.701446533203125,31.557247161865234,49.13509750366211,52.98505783081055,71.4903335571289,76.56073760986328,73.4005126953125,15.2554292678833,28.10250473022461,24.90448570251465
2022-03-07,76.42037963867188,139.33306884765625,87.8860092163086,100.6972427368164,38.59864044189453,33.508201599121094,49.39904022216797,52.25845718383789,68.556396484375,74.80654907226562,71.92032623291016,15.158262252807617,28.043729782104492,25.055652618408203
2022-03-08,76.99932098388672,146.6333465576172,85.74243927001953,98.73611450195312,41.33080291748047,33.98899459838867,49.06085968017578,51.52241897583008,70.10154724121094,80.62117767333984,73.40923309326172,15.117774963378906,27.5903263092041,24.195903778076172
2022-03-09,72.62215423583984,142.97030639648438,83.49474334716797,95.3501968383789,39.020389556884766,32.2137336730957,48.615455627441406,54.388450622558594,69.37496185302734,77.59366607666016,69.09051513671875,14.842467308044434,27.28805923461914,24.68718719482422
2022-03-10,74.87653350830078,146.88270568847656,86.54085540771484,100.47096252441406,39.790523529052734,35.08929443359375,49.95992660522461,54.98435974121094,71.67427825927734,79.766357421875,70.71002960205078,15.020606994628906,27.641124725341797,25.490251541137695
2022-03-11,74.4905776977539,146.9514617919922,85.40399932861328,97.7890625,39.33210754394531,34.590003967285156,49.179962158203125,54.81410217285156,72.20771789550781,81.62740325927734,70.326904296875,14.656229972839355,27.139171600341797,25.509145736694336
2022-03-14,71.82392883300781,143.35723876953125,83.7898178100586,97.92430114746094,38.09438705444336,33.61914825439453,44.1898307800293,52.581809997558594,70.5062255859375,80.63009643554688,68.15015411376953,14.202773094177246,26.433048248291016,24.016393661499023
2022-03-15,67.73623657226562,136.09994506835938,82.4880599975586,96.21672058105469,35.99482727050781,32.17674255371094,44.458213806152344,51.57918167114258,68.4276351928711,75.1627426147461,65.59900665283203,14.024629592895508,26.40752601623535,24.2242431640625
2022-03-16,67.48186492919922,135.60984802246094,82.28845977783203,95.52354431152344,34.729610443115234,31.43705177307129,43.99694061279297,50.12250900268555,68.8507080078125,75.6346664428711,66.60901641845703,13.967948913574219,26.594690322875977,24.6304988861084
2022-03-17,69.28009033203125,137.957275390625,85.76847839355469,99.64034271240234,36.22404479980469,33.1845703125,48.24064254760742,54.870853424072266,70.95690155029297,79.33002471923828,67.52325439453125,14.218971252441406,26.82439422607422,25.55638885498047
2022-03-18,69.00817108154297,139.06649780273438,86.43671417236328,97.8905029296875,36.42574691772461,33.32326889038086,48.86964416503906,53.19664001464844,72.0329818725586,80.52323913574219,68.57681274414062,14.057023048400879,26.76484489440918,25.62252426147461
2022-03-21,72.10462951660156,141.5687255859375,89.17912292480469,103.52045440673828,37.76432800292969,34.74718475341797,51.52825164794922,57.66122055053711,73.55972290039062,83.93364715576172,70.20503234863281,14.63193130493164,27.649633407592773,26.850740432739258
2022-03-22,71.78882598876953,141.09580993652344,88.3199462890625,102.1425552368164,37.77349853515625,34.294132232666016,50.84891891479492,56.412654876708984,72.88831329345703,83.33704376220703,69.4736328125,14.518571853637695,27.32634162902832,26.642892837524414
2022-03-23,72.92041015625,142.6177978515625,90.57630920410156,104.44188690185547,38.88286209106445,35.20024871826172,51.721134185791016,56.60182571411133,74.00119018554688,85.05561828613281,69.89157104492188,14.672422409057617,27.82829475402832,27.115283966064453
2022-03-24,73.13970184326172,142.99610900878906,90.72384643554688,102.29472351074219,39.09373092651367,34.83964538574219,51.61211395263672,54.62493133544922,74.85652160644531,85.87481689453125,70.63167572021484,14.818172454833984,28.01546287536621,29.042638778686523
2022-03-25,74.73617553710938,145.5843048095703,93.29264068603516,105.25342559814453,40.047237396240234,35.967681884765625,52.4172477722168,55.53297424316406,75.62911224365234,86.5960922241211,73.00868225097656,15.441669464111328,28.82367706298828,32.43441390991211
2022-03-28,72.63970947265625,143.0391082763672,89.82129669189453,102.16792297363281,38.2594108581543,34.506778717041016,50.69796371459961,53.574989318847656,75.38997650146484,85.81251525878906,71.65039825439453,15.1825532913208,28.33024024963379,32.972938537597656
2022-03-29,72.2537612915039,141.2935791015625,87.38268280029297,101.97348022460938,39.08456039428711,34.996826171875,50.74827194213867,53.71686935424805,76.4660415649414,86.08853149414062,72.67784118652344,15.295918464660645,28.449344635009766,32.132076263427734
2022-03-30,73.4905776977539,142.291015625,88.00067901611328,102.36234283447266,38.69948959350586,35.616329193115234,50.79021453857422,54.36954116821289,78.49864959716797,89.49005126953125,76.1345443725586,15.457866668701172,28.62800407409668,32.28323745727539
2022-03-31,72.44673156738281,140.01235961914062,87.04320526123047,100.7900161743164,37.87434768676758,35.01531982421875,49.59091567993164,53.66958236694336,78.6366195678711,90.4161148071289,75.22029876708984,15.31210994720459,28.423824310302734,32.50999069213867
2022-04-01,72.91163635253906,141.20758056640625,87.54805755615234,101.71989440917969,38.22273635864258,35.671810150146484,50.61408996582031,54.9654426574707,78.00200653076172,90.17569732666016,74.84587860107422,15.563130378723145,28.78114128112793,34.040550231933594
