Date,GOOGL,META,DIS,NFLX,VZ,T,TMUS,CMCSA,CHTR,EA,TTWO
2022-04-07,134.86947631835938,221.58399963378906,129.7076873779297,36.21500015258789,41.79859161376953,14.469022750854492,128.76260375976562,42.18674087524414,552.47998046875,120.90149688720703,143.39999389648438
2022-04-08,132.28797912597656,220.9678192138672,129.7076873779297,35.5880012512207,42.481075286865234,14.719010353088379,128.33749389648438,42.42831802368164,557.5999755859375,120.9798812866211,141.30999755859375
2022-04-11,127.8574447631836,215.13375854492188,128.50767517089844,34.79999923706055,42.77471160888672,15.847097396850586,125.9995346069336,42.59832000732422,559.9099731445312,120.09809112548828,140.52999877929688
2022-04-12,126.75675964355469,212.82798767089844,128.69456481933594,34.40999984741211,42.592185974121094,15.790587425231934,126.98495483398438,42.27621078491211,549.1199951171875,121.06803894042969,138.36000061035156
2022-04-13,128.91990661621094,213.6728057861328,130.17982482910156,35.042999267578125,42.96516418457031,15.90359878540039,130.2793731689453,42.86673355102539,562.4000244140625,121.11705017089844,138.99000549316406
2022-04-14,125.77964782714844,208.89222717285156,128.3306427001953,34.112998962402344,42.71915817260742,16.001873016357422,128.4534454345703,42.57147979736328,555.3200073242188,120.1176986694336,137.9600067138672
2022-04-15,,,,,,,,,,,
2022-04-18,126.71904754638672,209.4786376953125,125.6749038696289,33.7859992980957,42.369972229003906,15.936355590820312,126.32798767089844,41.92726135253906,533.47998046875,119.6866226196289,135.6999969482422
2022-04-19,129.0340576171875,215.97854614257812,129.73716735839844,34.861000061035156,42.655677795410156,15.96092414855957,128.33749389648438,43.045684814453125,557.75,121.5285415649414,140.3699951171875
2022-04-20,127.07981872558594,199.19203186035156,122.52738189697266,22.618999481201172,43.179443359375,15.911788940429688,128.20225524902344,42.410423278808594,535.9600219726562,120.81331634521484,137.33999633789062
2022-04-21,123.87850952148438,186.91770935058594,119.66510009765625,21.82200050354004,43.65559768676758,16.550552368164062,127.62258911132812,41.99884033203125,519.030029296875,121.23460388183594,131.52999877929688
2022-04-22,118.73834228515625,182.9819793701172,116.33067321777344,21.552000045776367,41.19546127319336,15.985493659973145,124.27017974853516,40.60306167602539,511.3699951171875,125.49653625488281,136.41000366210938
2022-04-25,122.15106964111328,185.84429931640625,117.9831314086914,20.990999221801758,39.90189743041992,15.97730541229248,124.444091796875,40.89832305908203,506.9700012207031,125.55531311035156,132.9600067138672
2022-04-26,117.76023864746094,179.84132385253906,113.8716812133789,19.84000015258789,39.21147537231445,15.805326461791992,120.72457885742188,39.878318786621094,486.95001220703125,122.10658264160156,125.01000213623047
2022-04-27,113.43739318847656,173.87808227539062,113.32086181640625,18.854000091552734,38.457557678222656,15.616972923278809,125.43917846679688,39.77095413208008,482.010009765625,118.76563262939453,121.6500015258789
2022-04-28,117.6336898803711,204.46949768066406,113.39955139160156,19.95199966430664,38.40994644165039,15.90359878540039,127.80615234375,37.31044006347656,461.489990234375,120.91128540039062,123.2300033569336
2022-04-29,113.25377655029297,199.24172973632812,109.799560546875,19.035999298095703,36.7433967590332,15.444997787475586,118.96627807617188,35.57464599609375,428.489990234375,115.6598129272461,119.51000213623047
2022-05-02,115.70873260498047,209.83641052246094,111.6388931274414,19.945999145507812,36.68784713745117,15.657919883728027,122.11579132080078,36.192012786865234,432.5400085449219,117.57032775878906,121.94000244140625
2022-05-03,116.4541015625,210.7309112548828,111.68807983398438,19.98699951171875,37.4338264465332,15.829890251159668,121.97085571289062,36.12044143676758,425.6199951171875,120.0295181274414,121.3499984741211
2022-05-04,121.34416198730469,222.0411834716797,114.28479766845703,20.400999069213867,38.38613510131836,16.337629318237305,127.88341522216797,37.238853454589844,448.3399963378906,121.21500396728516,124.76000213623047
2022-05-05,115.63182067871094,207.00389099121094,110.76349639892578,18.832000732421875,37.96553039550781,16.337629318237305,125.16866302490234,36.1293830871582,456.20001220703125,117.18822479248047,120.2300033569336
2022-05-06,114.87850952148438,202.52151489257812,108.48153686523438,18.097000122070312,38.30677795410156,16.40314292907715,122.50222778320312,35.78938674926758,459.7699890136719,112.9556884765625,114.2699966430664
2022-05-09,111.66727447509766,195.00784301757812,105.22581481933594,17.309999465942383,38.584537506103516,16.010061264038086,117.60407257080078,35.57464599609375,463.6700134277344,109.7715072631836,106.1500015258789
2022-05-10,113.53714752197266,196.4390106201172,105.91433715820312,17.766000747680664,38.195674896240234,15.854460716247559,118.83102416992188,36.05780792236328,468.2300109863281,109.34041595458984,103.58999633789062
2022-05-11,112.7505874633789,187.5836181640625,103.48483276367188,16.636999130249023,37.99728012084961,15.911788940429688,119.10153198242188,35.64623260498047,448.3500061035156,118.05039978027344,105.26000213623047
2022-05-12,111.99777221679688,190.0682830810547,102.5995864868164,17.430999755859375,38.14011764526367,16.149274826049805,119.82610321044922,37.03306579589844,465.260009765625,118.5010986328125,106.20999908447266
2022-05-13,115.18022918701172,197.40306091308594,105.570068359375,18.763999938964844,38.23535919189453,16.24755096435547,122.04816436767578,37.113590240478516,471.3900146484375,122.4103012084961,109.93000030517578
2022-05-16,113.5867691040039,198.81436157226562,103.455322265625,18.650999069213867,38.9178466796875,16.60787582397461,122.26068878173828,37.46254348754883,463.3399963378906,124.81070709228516,110.11000061035156
2022-05-17,115.59957122802734,201.37855529785156,106.85858917236328,19.055999755859375,38.83848571777344,16.845367431640625,124.26054382324219,38.33042907714844,472.1300048828125,125.86882781982422,123.08000183105469
2022-05-18,111.06035614013672,191.06214904785156,102.58975982666016,17.7189998626709,38.798805236816406,16.566930770874023,120.99508666992188,37.69517517089844,469.5,126.35870361328125,123.05000305175781
2022-05-19,109.55622863769531,190.1179656982422,101.44877624511719,18.347999572753906,38.9654541015625,16.550552368164062,121.61341094970703,37.59675216674805,474.57000732421875,127.3874282836914,119.76000213623047
2022-05-20,108.09129333496094,192.3542022705078,100.7405776977539,18.635000228881836,39.30670166015625,16.706146240234375,121.76798248291016,37.58780288696289,479.0299987792969,128.11245727539062,116.12000274658203
2022-05-23,110.65194702148438,195.0277099609375,104.09466552734375,18.743999481201172,39.417808532714844,16.98458480834961,125.48748016357422,38.36621856689453,473.6700134277344,131.06153869628906,123.62000274658203
2022-05-24,105.17532348632812,180.1693115234375,99.92418670654297,18.034000396728516,40.219337463378906,17.328536987304688,124.84021759033203,38.53622055053711,479.0199890136719,133.91259765625,122.69000244140625
2022-05-25,105.01156616210938,182.70370483398438,101.56681823730469,18.783000946044922,40.66374969482422,17.44318389892578,126.98495483398438,39.09990692138672,487.6099853515625,134.5690460205078,122.08000183105469
2022-05-26,106.98416137695312,190.45590209960938,103.87828063964844,19.139999389648438,40.465354919433594,17.459564208984375,128.2408905029297,39.48463821411133,502.8399963378906,135.87210083007812,123.27999877929688
2022-05-27,111.47423553466797,193.93446350097656,107.52743530273438,19.518999099731445,40.79072570800781,17.43499755859375,129.564453125,39.51148223876953,509.94000244140625,135.7251434326172,125.77999877929688
2022-05-30,,,,,,,,,,,
2022-05-31,112.90888977050781,192.45359802246094,108.62907409667969,19.743999481201172,40.70343017578125,17.43499755859375,128.772216796875,39.61885070800781,506.92999267578125,135.84271240234375,124.52999877929688
2022-06-01,113.03791809082031,187.4842071533203,107.39958190917969,19.291000366210938,40.79072570800781,17.377666473388672,129.99920654296875,39.305694580078125,495.3800048828125,136.70492553710938,124.62999725341797
2022-06-02,116.74044036865234,197.6416015625,109.0520248413086,20.509000778198242,40.70343017578125,17.35310173034668,131.19717407226562,39.18938064575195,498.2200012207031,138.63499450683594,129.0500030517578
2022-06-03,113.68205261230469,189.611083984375,106.88809967041016,19.898000717163086,40.322505950927734,17.115612030029297,131.9796905517578,38.41096115112305,491.07000732421875,138.14515686035156,126.97000122070312
2022-06-06,115.94446563720703,193.05984497070312,106.0618667602539,19.714000701904297,40.66374969482422,17.14837074279785,132.52073669433594,37.829383850097656,484.7200012207031,137.50831604003906,126.98999786376953
2022-06-07,116.27099609375,194.45126342773438,106.02252197265625,19.861000061035156,40.9891242980957,17.312158584594727,133.89260864257812,38.142539978027344,482.54998779296875,138.30296325683594,131.64999389648438
2022-06-08,116.3151626586914,195.4351806640625,105.57990264892578,20.283000946044922,40.90976333618164,17.238449096679688,130.62716674804688,38.33042907714844,487.95001220703125,136.58607482910156,131.39999389648438
2022-06-09,113.9743423461914,182.8726348876953,101.60615539550781,19.277000427246094,40.4256706237793,17.099233627319336,128.51141357421875,37.73991012573242,482.260009765625,133.2405548095703,129.22999572753906
2022-06-10,110.32788848876953,174.49429321289062,97.77010345458984,18.29400062561035,40.33045196533203,16.943635940551758,126.08647155761719,37.247806549072266,474.19000244140625,130.91546630859375,127.94999694824219
2022-06-13,105.59465789794922,163.2535858154297,94.14060974121094,16.9689998626709,39.35432052612305,16.182031631469727,120.3961181640625,35.96834182739258,454.4700012207031,126.32396697998047,123.19000244140625
2022-06-14,105.91523742675781,162.72682189941406,92.67504119873047,16.753999710083008,39.0130729675293,15.9281644821167,120.6666259765625,35.64623260498047,451.9700012207031,124.96026611328125,121.41000366210938
2022-06-15,108.94137573242188,168.31239318847656,94.30781555175781,18.01099967956543,39.0051383972168,15.919978141784668,122.23170471191406,35.905704498291016,449.0,126.81450653076172,126.16000366210938
2022-06-16,105.23835754394531,159.88436889648438,92.73405456542969,17.334999084472656,38.759132385253906,15.526891708374023,120.06763458251953,33.91938781738281,415.3500061035156,125.5587158203125,124.9000015258789
2022-06-17,106.34001159667969,162.73678588867188,92.79307556152344,17.551000595092773,38.90990447998047,15.870838165283203,123.26544189453125,34.63517379760742,441.9599914550781,126.10814666748047,125.80999755859375
2022-06-20,,,,,,,,,,,
2022-06-21,110.70752716064453,156.08775329589844,91.76029968261719,17.090999603271484,40.195533752441406,16.34581756591797,127.2071762084961,34.42938232421875,437.4700012207031,127.92313385009766,128.77999877929688
2022-06-22,110.65145111083984,154.89512634277344,91.96685028076172,17.888999938964844,40.30663299560547,16.640634536743164,128.65631103515625,34.80517578125,448.239990234375,126.58885955810547,128.60000610351562
2022-06-23,111.40029907226562,157.77732849121094,92.75373077392578,18.17099952697754,41.33830642700195,16.878124237060547,131.33245849609375,34.99306869506836,455.1300048828125,126.52020263671875,130.0500030517578
2022-06-24,117.09030151367188,169.11746215820312,96.17666625976562,19.084999084472656,40.44154357910156,17.189315795898438,132.43380737304688,35.4046516418457,463.1199951171875,127.73674011230469,133.6199951171875
2022-06-27,114.96485137939453,168.4515380859375,95.02584838867188,18.913999557495117,40.44154357910156,17.01734161376953,131.91209411621094,35.63728713989258,464.3599853515625,123.2237548828125,129.2100067138672
2022-06-28,111.16755676269531,159.6955108642578,94.34716796875,17.959999084472656,40.04475402832031,16.878124237060547,128.52105712890625,35.01096725463867,457.0299987792969,120.55522918701172,126.18000030517578
2022-06-29,110.86384582519531,162.93556213378906,94.08158874511719,17.836000442504883,40.4256706237793,17.15656089782715,129.81564331054688,35.18991470336914,463.8399963378906,120.50617218017578,125.52999877929688
2022-06-30,108.1458740234375,160.26202392578125,92.85209655761719,17.48699951171875,40.2748908996582,17.164745330810547,129.97984313964844,35.1093864440918,468.5299987792969,119.3484878540039,122.52999877929688
2022-07-01,107.92208862304688,159.0495147705078,94.56355285644531,17.9950008392334,40.98118591308594,17.451374053955078,132.1729278564453,36.048858642578125,480.9200134277344,120.40806579589844,124.86000061035156
2022-07-04,,,,,,,,,,,
2022-07-05,112.41364288330078,167.1595001220703,95.58650207519531,18.58799934387207,40.80659484863281,17.33672523498535,132.8975067138672,35.877716064453125,481.2200012207031,122.38983917236328,127.04000091552734
2022-07-06,113.71280670166016,168.72984313964844,94.50454711914062,18.4060001373291,40.878021240234375,17.271211624145508,132.35650634765625,35.877716064453125,471.6400146484375,121.9974136352539,125.62000274658203
2022-07-07,117.89224243164062,171.13502502441406,95.83240509033203,18.927000045776367,40.749454498291016,17.320343017578125,131.70921325683594,35.9767951965332,465.3999938964844,123.2237548828125,126.81999969482422
2022-07-08,118.45845794677734,169.8330535888672,94.28814697265625,18.697999954223633,40.57265853881836,17.260597229003906,131.11990356445312,35.994808197021484,463.54998779296875,123.25320434570312,124.93000030517578
2022-07-11,114.80902862548828,161.88206481933594,92.10455322265625,17.733999252319336,40.580692291259766,17.144418716430664,130.16342163085938,35.283199310302734,453.3900146484375,121.49705505371094,122.69999694824219
2022-07-12,113.16545867919922,162.2696533203125,92.0652084350586,17.44499969482422,40.805694580078125,17.094627380371094,129.88330078125,35.80564498901367,468.1000061035156,119.6722640991211,121.98999786376953
2022-07-13,110.51846313476562,162.48829650878906,91.41603088378906,17.6560001373291,40.58872985839844,16.97015380859375,130.34698486328125,35.92274856567383,465.6400146484375,119.3779067993164,121.13999938964844
2022-07-14,109.53984069824219,157.08163452148438,90.33406829833984,17.47800064086914,40.57265853881836,16.870573043823242,131.0619354248047,35.652523040771484,468.75,119.97639465332031,122.73999786376953
2022-07-15,110.93927001953125,163.69090270996094,93.63897705078125,18.910999298095703,40.998558044433594,17.069734573364258,132.71395874023438,36.84153747558594,476.6000061035156,120.8299331665039,123.8499984741211
2022-07-18,108.2123794555664,166.20538330078125,94.13076782226562,19.091999053955078,40.403907775878906,17.036540985107422,129.91224670410156,36.51726531982422,474.010009765625,121.28121948242188,123.6500015258789
2022-07-19,112.95653533935547,174.70298767089844,97.97665405273438,20.163000106811523,40.540523529052734,17.260597229003906,132.85890197753906,37.210853576660156,482.95001220703125,124.35201263427734,126.97000122070312
2022-07-20,113.04586029052734,181.9682159423828,101.65533447265625,21.643999099731445,39.43158721923828,16.99505043029785,132.791259765625,37.670249938964844,483.20001220703125,125.17610931396484,130.00999450683594
2022-07-21,113.48255157470703,182.0477294921875,102.47173309326172,22.38800048828125,38.29853439331055,15.700504302978516,128.67564392089844,38.07559585571289,492.739990234375,127.7465591430664,132.27000427246094
2022-07-22,107.09085083007812,168.23289489746094,101.0356674194336,22.04400062561035,35.71904754638672,15.268988609313965,127.98973083496094,38.37284469604492,485.70001220703125,127.69749450683594,130.41000366210938
2022-07-25,106.70378112792969,165.62893676757812,101.00615692138672,21.85099983215332,35.9681510925293,15.376872062683105,129.99920654296875,38.25574493408203,478.9800109863281,127.46204376220703,130.77000427246094
2022-07-26,104.2324447631836,158.17489624023438,98.14386749267578,21.391000747680664,36.09672927856445,15.186004638671875,129.37123107910156,38.4809455871582,479.010009765625,128.27633666992188,131.10000610351562
2022-07-27,112.21215057373047,168.54100036621094,101.80287170410156,22.674999237060547,36.08869171142578,15.260690689086914,136.13397216796875,39.06644821166992,475.94000244140625,129.6792449951172,130.5800018310547
2022-07-28,113.36345672607422,159.73526000976562,103.17991638183594,22.601999282836914,36.60298538208008,15.418356895446777,136.897216796875,35.49938201904297,435.5799865722656,130.6603546142578,130.35000610351562
2022-07-29,115.44771575927734,158.12522888183594,104.36024475097656,22.489999771118164,37.11726760864258,15.584325790405273,138.21107482910156,33.79692840576172,432.1000061035156,128.74722290039062,132.72999572753906
2022-08-01,113.9986572265625,158.95010375976562,104.478271484375,22.621000289916992,37.173526763916016,15.542834281921387,138.91635131835938,33.78792190551758,426.55999755859375,128.39404296875,127.55999755859375
2022-08-02,114.26663970947266,159.2085418701172,102.99303436279297,22.142000198364258,36.434234619140625,15.235795021057129,137.52516174316406,33.94105911254883,437.6499938964844,126.45152282714844,126.66000366210938
2022-08-03,117.19450378417969,167.76576232910156,107.23236083984375,22.67300033569336,36.42620086669922,15.244095802307129,138.82940673828125,34.66166687011719,452.17999267578125,130.75843811035156,129.80999755859375
2022-08-04,117.30369567871094,169.52491760253906,106.34712219238281,22.990999221801758,35.702972412109375,15.161113739013672,138.91635131835938,35.067020416259766,459.45001220703125,130.71923828125,127.38999938964844
2022-08-05,116.5890884399414,166.0861358642578,104.88154602050781,22.67799949645996,36.1208381652832,15.227499008178711,139.6602325439453,34.47251510620117,462.9800109863281,130.0520782470703,127.16000366210938
2022-08-08,116.42036437988281,169.20687866210938,107.32088470458984,23.349000930786133,35.79137420654297,14.937053680419922,139.67959594726562,34.76075744628906,464.04998779296875,128.57066345214844,125.51000213623047
2022-08-09,115.75537872314453,167.49742126464844,106.35694885253906,22.993999481201172,35.903865814208984,15.020037651062012,140.64569091796875,34.37342834472656,452.5,126.83413696289062,120.76000213623047
2022-08-10,118.80236053466797,177.24729919433594,110.5864486694336,24.410999298095703,36.032447814941406,14.945353507995605,139.9307861328125,35.09403991699219,462.69000244140625,128.67855834960938,123.79000091552734
2022-08-11,117.94881439208984,176.4025421142578,115.76020050048828,24.270000457763672,35.984230041503906,14.970250129699707,138.74246215820312,35.490379333496094,466.19000244140625,127.2265625,120.66999816894531
2022-08-12,120.76751708984375,179.39407348632812,119.57657623291016,24.93000030517578,36.28155517578125,15.161113739013672,141.49588012695312,36.030845642089844,478.1199951171875,128.88462829589844,123.13999938964844
2022-08-15,121.16452026367188,179.7816925048828,122.22247314453125,24.910999298095703,36.611026763916016,15.260690689086914,141.71807861328125,36.54427719116211,480.9200134277344,129.11024475097656,127.38999938964844
2022-08-16,120.78736114501953,178.37042236328125,122.9109878540039,24.569000244140625,36.80387496948242,15.410064697265625,141.66009521484375,36.35512924194336,482.8299865722656,132.5538787841797,136.58999633789062
2022-08-17,118.65348052978516,173.7786865234375,120.7962417602539,24.114999771118164,36.434234619140625,15.285585403442383,140.61672973632812,35.36426544189453,465.2799987792969,130.6505584716797,133.0
2022-08-18,119.26883697509766,173.58987426757812,120.65853881835938,24.517000198364258,35.51011276245117,15.293883323669434,141.88233947753906,34.778770446777344,458.07000732421875,129.96377563476562,130.47000122070312
2022-08-19,116.3310317993164,166.93093872070312,118.1700210571289,24.115999221801758,35.6949348449707,15.293883323669434,141.40892028808594,34.84182357788086,454.4599914550781,128.01144409179688,127.73999786376953
2022-08-22,113.38331604003906,162.05101013183594,114.03888702392578,22.65399932861328,35.494049072265625,15.044931411743164,139.67959594726562,33.88701248168945,438.510009765625,125.69607543945312,125.31999969482422
2022-08-23,113.00614929199219,160.1228790283203,112.97659301757812,22.454999923706055,34.931541442871094,14.986844062805176,138.98399353027344,33.54471206665039,432.05999755859375,124.33238983154297,124.36000061035156
2022-08-24,112.83744049072266,162.25973510742188,114.50118255615234,22.961000442504883,34.99583053588867,14.945353507995605,140.4041748046875,33.42761993408203,429.17999267578125,123.23355865478516,123.30000305175781
2022-08-25,115.77523803710938,167.74588012695312,115.5339584350586,23.398000717163086,35.14850616455078,15.011739730834961,142.085205078125,33.86899948120117,438.5400085449219,125.19573974609375,125.4800033569336
2022-08-26,109.51255798339844,160.78880310058594,112.19954681396484,22.327999114990234,34.754756927490234,14.845772743225098,138.17245483398438,33.148372650146484,425.7699890136719,129.66946411132812,127.47000122070312
2022-08-29,108.59944152832031,158.1947784423828,111.66840362548828,22.457000732421875,34.81904602050781,14.75448989868164,139.97909545898438,32.68898391723633,418.29998779296875,127.14807891845703,122.9000015258789
2022-08-30,108.123046875,156.1970977783203,110.5864486694336,22.065000534057617,34.17618179321289,14.787684440612793,140.5877227783203,32.17554473876953,409.510009765625,124.25946807861328,123.04000091552734
2022-08-31,107.408447265625,161.93173217773438,110.2421875,22.356000900268555,33.59760284423828,14.555330276489258,139.0806121826172,32.598907470703125,412.6300048828125,124.65249633789062,122.55999755859375
2022-09-01,108.91705322265625,164.34686279296875,110.68479919433594,23.003999710083008,33.59760284423828,14.522133827209473,139.04196166992188,33.23845291137695,420.3299865722656,125.44831085205078,120.72000122070312
2022-09-02,107.04122924804688,159.33773803710938,109.37660217285156,22.611000061035156,33.187774658203125,14.26488971710205,137.16770935058594,32.21157455444336,407.1400146484375,123.13939666748047,118.62999725341797
2022-09-05,,,,,,,,,,,
2022-09-06,106.0090103149414,157.56863403320312,108.28480529785156,21.839000701904297,33.02706527709961,13.932954788208008,137.10008239746094,31.29279136657715,397.0,122.54988861083984,119.52999877929688
2022-09-07,108.62922668457031,159.4073028564453,110.8421859741211,22.895999908447266,33.010990142822266,13.999340057373047,140.56838989257812,31.508970260620117,402.54998779296875,123.35554504394531,120.58000183105469
2022-09-08,107.5672378540039,161.0670623779297,110.48808288574219,22.743999481201172,33.20384216308594,13.916357040405273,140.44281005859375,30.95949935913086,395.9100036621094,124.91773986816406,120.58000183105469
2022-09-09,109.82022857666016,168.11363220214844,113.29135131835938,23.35700035095215,33.943138122558594,14.132112503051758,140.76162719726562,31.91431999206543,405.9100036621094,126.67646789550781,127.77999877929688
2022-09-12,110.02865600585938,167.92478942871094,114.48150634765625,23.652999877929688,34.36100769042969,14.422555923461914,140.2302703857422,32.14851379394531,406.45001220703125,128.56289672851562,129.5399932861328
2022-09-13,103.5376968383789,152.19178771972656,109.92742919921875,21.812999725341797,33.54938888549805,13.966144561767578,133.07142639160156,30.139795303344727,386.8900146484375,125.3598861694336,127.0199966430664
2022-09-14,104.21260070800781,150.5419464111328,110.6552963256836,22.41200065612793,33.17170333862305,13.916357040405273,137.11941528320312,31.049579620361328,385.1099853515625,124.70159912109375,128.16000366210938
2022-09-15,102.13827514648438,148.63372802734375,108.95366668701172,23.538000106811523,32.9708137512207,13.90805721282959,136.24024963378906,30.62621307373047,376.0,122.23548126220703,128.42999267578125
2022-09-16,102.02909851074219,145.3936767578125,106.47498321533203,24.01300048828125,33.14759826660156,13.891460418701172,135.2064971923828,31.094619750976562,377.5799865722656,119.61213684082031,124.19000244140625
2022-09-19,102.29707336425781,147.1130828857422,107.37989807128906,24.363000869750977,33.139564514160156,13.90805721282959,135.94076538085938,31.040573120117188,372.1300048828125,120.78134155273438,125.08000183105469
2022-09-20,100.38155364990234,145.19488525390625,105.80613708496094,24.28499984741211,32.61724090576172,13.74208927154541,134.90701293945312,30.482093811035156,362.94000244140625,118.43311309814453,121.69000244140625
2022-09-21,98.53549194335938,141.24923706054688,102.7766342163086,23.687000274658203,31.72525978088379,13.484842300415039,132.1343231201172,29.455219268798828,353.0299987792969,115.43641662597656,117.91999816894531
2022-09-22,99.38903045654297,141.94496154785156,100.48485565185547,23.704999923706055,32.086875915527344,13.476542472839355,130.47259521484375,29.248037338256836,333.9599914550781,115.36764526367188,114.73999786376953
2022-09-23,97.9995346069336,139.54971313476562,97.86846160888672,22.641000747680664,31.757404327392578,13.285679817199707,127.84479522705078,28.68054962158203,321.6600036621094,113.61876678466797,110.36000061035156
2022-09-26,97.43382263183594,135.5344696044922,96.5110855102539,22.406999588012695,31.283294677734375,13.003535270690918,127.83512115478516,27.82481575012207,306.20001220703125,112.8130874633789,109.56999969482422
2022-09-27,96.76884460449219,133.57652282714844,94.27830505371094,22.43600082397461,31.251150131225586,13.053324699401855,128.1829071044922,27.257333755493164,306.8900146484375,113.12750244140625,109.9000015258789
2022-09-28,99.29972839355469,140.7423553466797,97.77010345458984,24.520000457763672,31.652944564819336,13.136309623718262,130.92665100097656,28.068023681640625,321.0799865722656,116.28141021728516,114.19000244140625
2022-09-29,96.6894302368164,135.57421875,95.8520736694336,23.97100067138672,31.05025863647461,12.887358665466309,130.0764923095703,27.410463333129883,312.5899963378906,115.41677856445312,108.58000183105469
2022-09-30,94.9327163696289,134.8487091064453,92.78324127197266,23.54400062561035,30.511863708496094,12.729689598083496,129.62240600585938,26.41961669921875,303.3500061035156,113.68753051757812,109.0
2022-10-03,97.9002914428711,137.76072692871094,95.53732299804688,23.90399932861328,31.468122482299805,13.194398880004883,134.1920928955078,27.590621948242188,320.2699890136719,117.76499938964844,113.36000061035156
2022-10-04,100.87779998779297,139.42051696777344,99.77665710449219,24.073999404907227,31.990446090698242,13.352067947387695,137.708740234375,28.16314697265625,328.5400085449219,121.04662322998047,116.58999633789062
2022-10-05,100.66936492919922,138.1284637451172,99.14714813232422,23.67300033569336,31.660978317260742,13.219293594360352,136.44313049316406,27.935955047607422,329.2799987792969,120.52588653564453,117.30000305175781
2022-10-06,100.65945434570312,138.21792602539062,98.39961242675781,24.00200080871582,30.919849395751953,12.93889331817627,134.6944580078125,27.308895111083984,323.95001220703125,121.49859619140625,121.37999725341797
2022-10-07,97.93998718261719,132.63233947753906,95.56684112548828,22.475000381469727,30.110897064208984,12.61795711517334,132.92648315429688,26.600046157836914,312.5299987792969,120.17217254638672,120.7300033569336
2022-10-10,97.12614440917969,132.9702606201172,93.5996322631836,22.99799919128418,29.922962188720703,12.584174156188965,133.06173706054688,26.472816467285156,318.29998779296875,118.57066345214844,117.93000030517578
2022-10-11,96.45124053955078,127.75242614746094,91.57339477539062,21.429000854492188,29.367319107055664,12.508161544799805,132.5014190673828,26.06386375427246,308.44000244140625,117.1656723022461,115.08999633789062
2022-10-12,96.82838439941406,126.71881103515625,91.87832641601562,22.086999893188477,29.154870986938477,12.3561372756958,128.4341278076172,26.07295036315918,306.30999755859375,116.80213165283203,116.55000305175781
2022-10-13,98.31714630126953,129.49172973632812,95.05535125732422,23.250999450683594,29.743192672729492,12.769979476928711,128.56936645507812,27.472475051879883,325.94000244140625,119.10123443603516,118.86000061035156
2022-10-14,95.83588409423828,125.98335266113281,92.9012680053711,23.0,29.72685432434082,12.66018295288086,127.06224822998047,27.308895111083984,323.30999755859375,118.26609802246094,117.81999969482422
2022-10-17,99.22032165527344,133.21873474121094,95.73404693603516,24.510000228881836,30.38055419921875,12.930448532104492,129.3035888671875,28.008657455444336,331.69000244140625,118.91456604003906,117.88999938964844
2022-10-18,100.01431274414062,131.98635864257812,96.86518859863281,24.086000442504883,30.29067039489746,13.175374984741211,131.5449676513672,27.945043563842773,328.8699951171875,121.21366119384766,121.29000091552734
2022-10-19,98.88287353515625,132.4136962890625,97.3668212890625,27.238000869750977,29.88210678100586,13.124699592590332,131.1392059326172,27.61787986755371,324.6499938964844,121.67543029785156,122.5
2022-10-20,99.22032165527344,130.72413635253906,96.97338104248047,26.81599998474121,30.23347282409668,14.138191223144531,131.4097137451172,27.681495666503906,328.1199951171875,121.39051818847656,123.88999938964844
2022-10-21,100.37161254882812,129.2134246826172,100.36681365966797,28.957000732421875,28.885215759277344,14.44223690032959,131.83482360839844,27.69967269897461,330.3999938964844,122.8053207397461,125.55000305175781
2022-10-24,101.75119018554688,128.9252166748047,100.05207061767578,28.2450008392334,29.39183807373047,14.7885160446167,134.59786987304688,28.24494171142578,337.07000732421875,123.47346496582031,123.11000061035156
2022-10-25,103.6965103149414,136.66746520996094,102.64876556396484,29.101999282836914,29.767715454101562,14.940536499023438,135.86349487304688,28.681156158447266,346.7099914550781,125.50726318359375,125.02999877929688
2022-10-26,94.2181167602539,129.02462768554688,102.91434478759766,29.86199951171875,29.767715454101562,15.320595741271973,136.0663604736328,28.62662696838379,344.8699951171875,125.02584838867188,123.62000274658203
2022-10-27,91.52843475341797,97.33992004394531,102.72746276855469,29.694000244140625,29.563432693481445,15.227692604064941,135.86349487304688,29.053756713867188,355.260009765625,125.46796417236328,122.73999786376953
2022-10-28,95.56792449951172,98.59220886230469,104.21268463134766,29.57200050354004,30.780941009521484,15.607752799987793,145.88198852539062,29.03558349609375,368.239990234375,125.99852752685547,124.0199966430664
2022-10-31,93.80126190185547,92.58922576904297,104.79302215576172,29.187999725341797,30.535808563232422,15.39660930633545,146.42300415039062,28.84473991394043,367.6199951171875,123.75836181640625,118.4800033569336
2022-11-01,89.79157257080078,94.61671447753906,104.26188659667969,28.674999237060547,30.535808563232422,15.49795913696289,147.1186065673828,28.681156158447266,357.0,124.06295776367188,116.30999755859375
2022-11-02,86.31781005859375,89.98526763916016,100.15042114257812,27.299999237060547,30.81362533569336,15.565522193908691,144.9351806640625,28.090450286865234,347.25,126.41120147705078,113.55000305175781
2022-11-03,82.80435180664062,88.36524200439453,97.62255859375,26.9060001373291,30.356037139892578,15.345932960510254,143.1479034423828,27.608793258666992,344.25,124.40684509277344,111.30000305175781
2022-11-04,85.93073272705078,90.23373413085938,97.94715118408203,26.07900047302246,30.42957878112793,15.472617149353027,143.78553771972656,28.172239303588867,348.82000732421875,127.49195098876953,108.52999877929688
