Date,CAT,DE,HON,GE,LMT,NOC,RTX,BA,MMM,ITW,EMR,ETN,PH,GD,UPS,FDX,CMI,DAL,LUV,UNP,NSC,CSX,ROP,ROK,OTIS
2021-11-04,188.99278259277344,332.4736022949219,191.77366638183594,64.29464721679688,298.81219482421875,332.8703918457031,79.9515609741211,213.02999877929688,128.5410614013672,211.8616485595703,89.00560760498047,160.9205780029297,307.6247253417969,181.85791015625,174.2457733154297,225.47274780273438,211.84852600097656,39.87669372558594,45.85341262817383,215.12698364257812,260.4751892089844,33.4111213684082,476.35272216796875,317.5062255859375,76.58316040039062
2021-11-05,191.11862182617188,336.59576416015625,194.85079956054688,66.45182800292969,302.72222900390625,340.06610107421875,82.78426361083984,224.4600067138672,129.38800048828125,213.18226623535156,89.71099853515625,160.28428649902344,307.7286682128906,184.46424865722656,172.17848205566406,223.41136169433594,213.5692138671875,43.08705520629883,48.8062744140625,216.60531616210938,259.8801574707031,33.39225769042969,473.0804138183594,314.8316650390625,76.4615249633789
2021-11-08,198.8884735107422,341.9593200683594,194.56637573242188,66.25627136230469,304.405517578125,339.0394592285156,82.3575668334961,222.67999267578125,129.2029571533203,212.61756896972656,89.54611206054688,162.5486602783203,311.242919921875,185.96934509277344,173.07154846191406,228.7120361328125,214.4610595703125,43.43727493286133,48.00265121459961,217.1676025390625,260.5576171875,33.44884490966797,477.1831359863281,311.55340576171875,76.95746612548828
2021-11-09,194.7667999267578,337.1737976074219,196.3074951171875,68.01016235351562,301.19024658203125,340.2060852050781,82.61175537109375,220.7899932861328,129.05348205566406,213.86534118652344,89.31709289550781,163.42822265625,311.3373107910156,186.18959045410156,173.6173095703125,229.5862579345703,212.78543090820312,43.320533752441406,47.57279968261719,218.57337951660156,260.52093505859375,33.514854431152344,478.0426940917969,311.7019348144531,78.17398071289062
2021-11-10,191.8519744873047,334.1413879394531,195.1302032470703,66.58627319335938,300.70928955078125,337.9474792480469,81.87635040283203,218.5,129.8292236328125,213.76516723632812,89.3585205078125,161.52049255371094,309.6790466308594,184.76712036132812,175.0065155029297,228.70285034179688,214.145751953125,42.5228157043457,46.432777404785156,219.06309509277344,257.87542724609375,33.44884490966797,474.6531677246094,309.69610595703125,78.00553894042969
2021-11-11,193.5785675048828,337.3633728027344,191.32122802734375,65.38851165771484,299.1596374511719,335.9315490722656,80.85039520263672,219.3800048828125,128.25636291503906,212.88169860839844,89.59797668457031,159.68789672851562,309.783203125,182.71136474609375,176.37091064453125,230.97589111328125,212.8755340576172,42.26987075805664,45.862762451171875,218.17433166503906,252.5662078857422,33.118778228759766,468.2353820800781,306.1485595703125,78.04298400878906
2021-11-12,194.26556396484375,340.06402587890625,192.51583862304688,65.7490463256836,301.9829406738281,335.660888671875,80.67790985107422,220.9600067138672,130.7117462158203,217.2989044189453,89.71771240234375,161.4546661376953,316.511474609375,184.4367218017578,176.28822326660156,233.63543701171875,212.9115753173828,41.07328414916992,45.24601745605469,219.87936401367188,252.27328491210938,33.22250747680664,476.4309387207031,311.6836853027344,80.1297378540039
2021-11-15,192.8173828125,342.2341613769531,192.5851287841797,65.18684387207031,303.6396484375,335.987548828125,81.12278747558594,233.08999633789062,130.462646484375,217.69052124023438,88.75992584228516,162.3380889892578,311.13836669921875,184.52850341796875,174.90733337402344,232.1814422607422,212.63232421875,41.22893524169922,45.909481048583984,218.99061584472656,252.09930419921875,33.18478775024414,474.3795471191406,312.2240905761719,78.75415802001953
2021-11-16,190.70089721679688,343.04913330078125,191.63290405273438,63.15796661376953,303.1496887207031,330.94775390625,80.7142333984375,225.8000030517578,130.50537109375,220.46836853027344,88.60336303710938,163.33424377441406,315.0710144042969,182.3901824951172,175.19668579101562,232.99122619628906,212.08277893066406,39.92532730102539,44.479774475097656,219.00872802734375,250.79034423828125,33.14707565307617,480.8852844238281,317.35858154296875,79.09101867675781
2021-11-17,188.426513671875,335.0037536621094,190.87110900878906,62.32685089111328,304.5925598144531,330.3503723144531,79.3977279663086,226.6199951171875,130.48397827148438,220.98748779296875,86.85357666015625,162.67640686035156,312.07647705078125,183.05096435546875,171.87254333496094,227.62612915039062,208.90267944335938,39.60429763793945,44.29288864135742,217.4397430419922,251.3669891357422,33.514854431152344,479.4103088378906,318.6445007324219,80.07356262207031
2021-11-18,186.97837829589844,338.4057312011719,191.05288696289062,61.52019500732422,304.6727294921875,327.9798583984375,79.37032318115234,227.25,128.26693725585938,219.466552734375,87.093017578125,162.88316345214844,314.90045166015625,181.7110595703125,171.55833435058594,225.20587158203125,206.78140258789062,39.03031921386719,43.330406188964844,217.8840789794922,252.48382568359375,34.14667510986328,475.3857421875,321.27227783203125,80.91814422607422
2021-11-19,186.06866455078125,328.0198059082031,189.1397705078125,61.086299896240234,304.1026916503906,329.5757751464844,78.01871490478516,214.1300048828125,128.5970001220703,220.34994506835938,85.96026611328125,161.924560546875,312.4840393066406,180.16009521484375,173.23687744140625,223.33770751953125,202.96484375,38.611995697021484,43.76025390625,218.8545379638672,250.56143188476562,34.02408218383789,486.8830261230469,324.4407043457031,80.94630432128906
2021-11-22,187.8695831298828,330.87213134765625,188.8367462158203,61.74629592895508,307.2555847167969,338.9275207519531,79.26988220214844,209.89999389648438,128.90553283691406,220.5048065185547,86.97329711914062,161.94334411621094,309.48944091796875,182.95919799804688,175.2396240234375,228.215087890625,206.67259216308594,38.6898193359375,44.59191131591797,221.21261596679688,253.61892700195312,33.99578857421875,481.4421081542969,323.5833435058594,79.01319122314453
2021-11-23,190.60801696777344,330.9858703613281,186.98426818847656,62.38185119628906,307.4336853027344,339.9167175292969,79.73563385009766,209.1300048828125,128.7620086669922,222.27166748046875,87.00093841552734,162.17831420898438,311.792236328125,183.81268310546875,176.01243591308594,226.77947998046875,206.54568481445312,38.45634460449219,43.900413513183594,224.3505859375,256.06298828125,34.40127944946289,474.3893737792969,322.3812561035156,78.64720153808594
2021-11-24,192.22328186035156,348.5926818847656,183.70335388183594,62.47351837158203,306.0086669921875,337.2661437988281,79.62604522705078,210.60000610351562,127.4489974975586,220.18600463867188,86.7799072265625,160.6558380126953,308.0206604003906,182.3901824951172,173.23687744140625,224.14756774902344,204.75076293945312,38.611995697021484,43.909759521484375,223.6522979736328,254.27798461914062,34.184391021728516,473.63714599609375,321.4307556152344,79.25716400146484
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-26,184.48123168945312,340.4809265136719,180.2406768798828,59.79075241088867,305.24273681640625,331.8106994628906,75.79955291748047,199.2100067138672,125.9350814819336,213.80157470703125,83.16983032226562,157.4230499267578,293.4270324707031,177.46194458007812,170.60269165039062,219.1597442626953,199.1483154296875,35.39189529418945,42.01282501220703,217.4759521484375,246.83584594726562,33.54313278198242,464.3572998046875,316.0819091796875,78.0654067993164
2021-11-29,181.87274169921875,329.858154296875,179.76458740234375,60.13298416137695,303.91558837890625,334.0697326660156,75.74473571777344,198.5,126.44452667236328,216.86175537109375,83.67635345458984,157.3008575439453,292.9531555175781,178.4439239501953,170.05419921875,221.38677978515625,196.9635772705078,35.255699157714844,41.620365142822266,217.17669677734375,246.0028076171875,33.67833709716797,470.3257141113281,317.367919921875,78.4313735961914
2021-11-30,179.4870147705078,327.4417724609375,175.07266235351562,58.04909896850586,299.3267822265625,326.955078125,73.89997100830078,197.85000610351562,122.00321960449219,211.43360900878906,80.89511108398438,152.3011932373047,286.2438659667969,173.42391967773438,164.84388732910156,212.00010681152344,190.1464080810547,35.216796875,41.489540100097656,213.71217346191406,242.82638549804688,32.77067565917969,453.3971862792969,313.2864074707031,75.44727325439453
2021-12-01,177.74183654785156,323.66064453125,172.6314697265625,56.83300018310547,294.9264831542969,324.31170654296875,72.19221496582031,188.19000244140625,122.49828338623047,210.2131805419922,79.92815399169922,151.7467041015625,277.75299072265625,173.8644561767578,161.33709716796875,209.61666870117188,189.5752716064453,32.61930465698242,39.760807037353516,211.54458618164062,246.29576110839844,32.562660217285156,448.93304443359375,309.38201904296875,75.49417114257812
2021-12-02,182.68031311035156,332.25567626953125,176.59622192382812,58.19575119018555,296.8213195800781,330.489013671875,74.57577514648438,202.3800048828125,122.16104125976562,214.1385498046875,83.23429107666016,156.5959930419922,288.96356201171875,178.48065185546875,166.11532592773438,216.53700256347656,195.71255493164062,35.64482879638672,42.367919921875,217.73899841308594,255.22996520996094,33.63105773925781,456.4448547363281,320.23797607421875,77.746337890625
2021-12-03,183.61795043945312,330.9479064941406,176.16339111328125,56.692440032958984,299.76678466796875,335.42889404296875,74.073486328125,198.49000549316406,123.83281707763672,214.86720275878906,83.1422119140625,156.41746520996094,289.4089660644531,181.3715057373047,166.80503845214844,221.63525390625,196.74598693847656,35.00276184082031,41.37739944458008,218.056396484375,257.4452209472656,33.886348724365234,455.27276611328125,321.9246520996094,77.6994400024414
2021-12-06,186.8484649658203,335.94189453125,178.54397583007812,58.67243194580078,305.2896728515625,341.1656494140625,76.49359893798828,205.8800048828125,127.14047241210938,217.918212890625,83.7500228881836,159.6033172607422,295.3411560058594,183.1519012451172,167.91026306152344,225.50953674316406,198.7766571044922,37.104095458984375,42.57350158691406,223.1625518798828,262.928466796875,34.75619888305664,461.2314453125,321.412109375,78.83489990234375
2021-12-07,189.82827758789062,342.4141540527344,179.32308959960938,59.613525390625,304.5802001953125,339.9564208984375,77.63516235351562,208.8300018310547,126.6740951538086,218.56484985351562,84.93804931640625,160.31753540039062,297.99456787109375,182.92245483398438,170.67745971679688,227.35923767089844,199.2299346923828,37.00680923461914,42.246437072753906,224.44129943847656,263.138916015625,35.06821060180664,460.9969482421875,326.8541259765625,80.4207763671875
2021-12-08,189.5497589111328,342.1488952636719,177.15895080566406,60.05964279174805,306.29534912109375,341.2874755859375,78.99589538574219,211.02999877929688,126.30818176269531,219.10220336914062,85.16827392578125,159.68789672851562,299.671875,184.3541259765625,170.12069702148438,225.2334442138672,200.17269897460938,37.823997497558594,42.30250549316406,224.55921936035156,262.26019287109375,34.93584442138672,460.92852783203125,324.7015686035156,80.89936828613281
2021-12-09,189.4940948486328,342.9637756347656,178.32754516601562,59.78464126586914,308.55841064453125,344.8214111328125,78.68539428710938,207.55999755859375,126.23641204833984,220.04940795898438,84.71701049804688,158.43795776367188,301.65240478515625,185.31776428222656,171.63311767578125,225.693603515625,199.05767822265625,37.454315185546875,40.751319885253906,224.24179077148438,262.672119140625,34.6143798828125,456.982177734375,322.9496765136719,80.880615234375
2021-12-10,188.87213134765625,339.5902099609375,181.62576293945312,59.24686813354492,309.7078552246094,347.8208923339844,78.68539428710938,205.05999755859375,127.06873321533203,221.1058807373047,85.26956176757812,160.19537353515625,302.23052978515625,188.0709228515625,173.7687530517578,227.33668518066406,197.71600341796875,37.14301681518555,39.21882629394531,225.33921813964844,265.03387451171875,34.73729705810547,462.45245361328125,326.7422790527344,80.77738952636719
2021-12-13,186.82058715820312,333.01373291015625,181.1237030029297,56.91243362426758,310.3094787597656,353.69830322265625,77.01414489746094,197.39999389648438,125.2606430053711,221.70701599121094,85.03012084960938,159.48114013671875,297.65338134765625,186.74942016601562,171.44198608398438,222.3704833984375,195.9210662841797,35.868587493896484,37.826499938964844,222.872314453125,260.4202880859375,34.047088623046875,464.9433898925781,327.09637451171875,80.1205062866211
2021-12-14,187.1826171875,330.2940979003906,178.9162139892578,56.28910827636719,310.390380859375,352.65789794921875,76.25615692138672,195.5,125.361083984375,220.1313934326172,84.12760162353516,154.91378784179688,295.0948181152344,186.7310791015625,169.3063201904297,221.57662963867188,196.3380889892578,35.53782272338867,37.60222625732422,221.8474578857422,259.7337341308594,33.96198272705078,455.4876403808594,319.2688903808594,79.58560943603516
2021-12-15,188.0273895263672,325.9255065917969,181.58248901367188,56.270774841308594,309.2947692871094,355.094970703125,76.19222259521484,195.42999267578125,126.12162780761719,223.18243408203125,85.39850616455078,159.06759643554688,298.6105651855469,189.27317810058594,170.99325561523438,222.2597198486328,198.16929626464844,35.61565017700195,37.48075485229492,224.1238555908203,263.4226989746094,34.48201370239258,468.15716552734375,327.4039306640625,79.68883514404297
2021-12-16,191.38780212402344,330.0476989746094,181.45265197753906,56.545772552490234,309.67193603515625,355.001220703125,75.52555084228516,190.7899932861328,127.9369125366211,223.49209594726562,86.46678161621094,158.6353302001953,296.7436828613281,189.21812438964844,172.82144165039062,220.17355346679688,197.8882293701172,34.82765197753906,36.93877410888672,225.23944091796875,265.8394470214844,34.57655715942383,475.6689758300781,325.0928955078125,81.18090057373047
2021-12-17,186.93194580078125,328.85369873046875,177.60906982421875,55.885780334472656,309.0433654785156,353.8201599121094,75.14199829101562,192.6300048828125,125.38259887695312,216.92552185058594,83.519775390625,155.1299285888672,286.76507568359375,185.56552124023438,171.67465209960938,231.06590270996094,191.30679321289062,35.567012786865234,37.06024932861328,221.1569061279297,260.69482421875,33.772891998291016,464.5038146972656,318.467529296875,78.97565460205078
2021-12-20,181.44570922851562,320.9220886230469,173.0037078857422,55.03559494018555,303.0086669921875,346.78045654296875,74.00043487548828,188.47999572753906,123.86869812011719,214.53929138183594,82.38703155517578,154.18080139160156,280.8612060546875,182.33511352539062,168.21771240234375,226.66282653808594,187.64437866210938,35.38216781616211,36.77991485595703,219.288818359375,257.6375427246094,33.3852424621582,456.1811828613281,313.6499328613281,77.2583999633789
2021-12-21,184.0913543701172,331.4881286621094,174.57920837402344,56.919456481933594,306.0169677734375,354.7856750488281,76.42052459716797,199.52000427246094,124.06959533691406,215.5684356689453,83.83290100097656,157.1692657470703,289.3426818847656,186.56588745117188,172.09848022460938,232.57054138183594,191.96853637695312,37.47377395629883,38.19093322753906,220.72862243652344,261.0427551269531,33.990360260009766,461.2802429199219,316.55718994140625,78.99443054199219
2021-12-22,187.65603637695312,328.82525634765625,174.7263946533203,56.925575256347656,308.14532470703125,356.0229797363281,76.7767105102539,201.69000244140625,123.86869812011719,216.52476501464844,82.7646255493164,156.69940185546875,290.43243408203125,186.99717712402344,173.21197509765625,230.73362731933594,191.20706176757812,38.06721115112305,38.42454147338867,221.3391571044922,261.1525573730469,34.11327362060547,462.003173828125,315.37371826171875,79.11640930175781
2021-12-23,191.41567993164062,330.92901611328125,177.65234375,57.49440383911133,311.629638671875,357.2978210449219,77.53470611572266,204.22000122070312,125.54048919677734,219.0384521484375,84.06314086914062,157.92111206054688,295.5592346191406,187.85067749023438,176.32821655273438,234.29672241210938,193.97198486328125,38.23258590698242,39.12538146972656,223.84518432617188,263.20306396484375,34.78457260131836,467.24871826171875,316.9392395019531,79.99851989746094
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,191.582763671875,332.37884521484375,178.69981384277344,57.87360763549805,314.5571594238281,360.14739990234375,77.84520721435547,203.1699981689453,126.7817153930664,221.980224609375,84.88276672363281,160.39271545410156,299.95623779296875,190.08998107910156,178.75469970703125,236.53982543945312,196.0026397705078,37.940731048583984,39.022586822509766,225.9501953125,266.8646545410156,35.162757873535156,476.7142333984375,324.571044921875,81.19026184082031
2021-12-28,191.80555725097656,331.4501647949219,179.2365264892578,58.289527893066406,317.6732482910156,361.197265625,78.55754089355469,206.1300048828125,127.45618438720703,223.78353881835938,85.54584503173828,160.8908233642578,300.7996520996094,190.58554077148438,178.39736938476562,236.71517944335938,197.19931030273438,38.553627014160156,39.51784896850586,227.11666870117188,268.4757385253906,35.380218505859375,480.6898498535156,324.59906005859375,81.13396453857422
2021-12-29,192.46461486816406,327.6028137207031,179.6520538330078,57.97759246826172,318.1402587890625,360.8785705566406,78.43881225585938,203.66000366210938,128.00863647460938,225.02215576171875,85.6010971069336,161.37010192871094,301.9178466796875,190.78738403320312,178.3308868408203,237.68438720703125,198.278076171875,38.09639358520508,39.3963737487793,228.7569580078125,270.72760009765625,35.53151321411133,479.62518310546875,325.2699890136719,81.47179412841797
2021-12-30,191.3042755126953,325.1029357910156,179.2884521484375,57.922550201416016,317.5206298828125,360.4474182128906,78.35664367675781,202.7100067138672,127.45618438720703,224.6194610595703,85.33403015136719,161.0975799560547,298.5063171386719,190.46620178222656,177.7492218017578,238.67213439941406,197.4803009033203,37.979652404785156,39.9196662902832,227.399169921875,269.79388427734375,35.285682678222656,477.8278503417969,323.20123291015625,81.04013061523438
2021-12-31,191.91697692871094,325.9204406738281,180.50039672851562,57.78187561035156,319.1639099121094,362.8282470703125,78.59404754638672,201.32000732421875,127.4489974975586,225.89169311523438,85.6195297241211,162.41329956054688,301.4629211425781,191.31973266601562,178.1148223876953,238.74598693847656,197.7522735595703,38.0185661315918,40.03180694580078,229.5771026611328,272.521728515625,35.550411224365234,480.4652099609375,325.0743103027344,81.7063980102539
2022-01-03,192.15829467773438,332.7830505371094,179.02012634277344,58.864479064941406,318.2210388183594,361.3846740722656,79.42511749267578,207.86000061035156,127.52789306640625,222.85293579101562,84.50520324707031,158.5037841796875,299.4540100097656,190.392822265625,177.41680908203125,238.6628875732422,199.0123748779297,39.19570541381836,41.11575698852539,225.78619384765625,267.6153259277344,35.05876159667969,463.96649169921875,316.5105895996094,80.29878234863281
2022-01-04,202.44384765625,352.91485595703125,180.92454528808594,60.7789192199707,325.0729064941406,372.12701416015625,82.21052551269531,213.6300048828125,129.31448364257812,226.60560607910156,88.25341033935547,161.13516235351562,307.072998046875,194.6051788330078,180.56625366210938,244.53369140625,206.609130859375,39.487552642822266,41.73249053955078,229.66822814941406,269.78472900390625,35.57877731323242,459.26800537109375,319.7160949707031,80.90876007080078
2022-01-05,203.99415588378906,353.6372375488281,182.70782470703125,60.7789192199707,321.6155700683594,370.2523193359375,81.799560546875,213.07000732421875,128.7835693359375,225.736083984375,88.12448120117188,158.83270263671875,301.69989013671875,193.0083770751953,178.29766845703125,241.967529296875,205.7388458251953,39.185977935791016,41.10641860961914,230.36080932617188,269.7756042480469,35.39913558959961,455.7220458984375,314.3673095703125,78.66596984863281
2022-01-06,206.0735321044922,357.7339782714844,182.5001220703125,61.133670806884766,321.4898376464844,372.3894348144531,82.2470474243164,211.33999633789062,127.7144775390625,225.7086639404297,88.62179565429688,159.20860290527344,307.15826416015625,194.3207244873047,180.02613830566406,242.94601440429688,208.67604064941406,39.020591735839844,41.012969970703125,230.99871826171875,271.5423278808594,35.6544189453125,460.576904296875,312.2706604003906,79.49176788330078
2022-01-07,208.11581420898438,359.9106140136719,186.767822265625,62.02055358886719,323.4115905761719,375.3421936035156,82.5940933227539,215.5,129.11361694335938,225.27845764160156,88.12448120117188,157.7425537109375,306.7887268066406,194.64190673828125,181.28924560546875,243.68443298339844,212.447265625,40.38256072998047,42.37726974487305,232.1741943359375,271.6978454589844,35.46531677246094,451.3337097167969,305.533447265625,79.163330078125
2022-01-10,205.74864196777344,361.0607604980469,184.7854461669922,60.80950164794922,326.204345703125,377.0389099121094,81.9457015991211,209.30999755859375,127.2911376953125,223.1824493408203,87.76531219482422,156.39865112304688,300.8280029296875,193.28369140625,175.94595336914062,236.81671142578125,209.75482177734375,39.52647018432617,42.274478912353516,228.073486328125,263.6058044433594,34.54819107055664,443.704345703125,307.6488037109375,79.44485473632812
2022-01-11,204.1798095703125,361.7166442871094,187.25262451171875,62.25910186767578,327.0036315917969,375.51092529296875,82.84981536865234,216.02000427246094,128.41763305664062,223.44790649414062,88.75992584228516,157.65792846679688,304.5427551269531,194.17388916015625,175.563720703125,235.88436889648438,210.67042541503906,40.110172271728516,42.825801849365234,224.5559844970703,262.18701171875,34.32128143310547,450.2088623046875,312.1681823730469,80.92752075195312
2022-01-12,206.4541473388672,357.6294250488281,188.93197631835938,62.534339904785156,324.4532470703125,370.7584533691406,83.16943359375,217.4499969482422,128.73330688476562,225.37911987304688,89.25723266601562,161.13516235351562,308.0869445800781,194.49508666992188,175.5221405029297,236.50286865234375,210.00869750976562,39.50701141357422,42.246437072753906,225.08450317382812,263.79803466796875,34.642738342285156,454.3561096191406,312.2613830566406,81.59379577636719
2022-01-13,210.7243194580078,361.56451416015625,189.95350646972656,62.668888092041016,327.9375305175781,372.7081604003906,83.61692810058594,223.89999389648438,129.8813018798828,226.0839080810547,89.58876037597656,160.8719940185547,310.62664794921875,195.07652282714844,174.8988800048828,237.85060119628906,213.9249267578125,40.343650817871094,42.78842544555664,225.64947509765625,265.51898193359375,34.73729705810547,445.7682189941406,307.518310546875,80.47708129882812
2022-01-14,212.52520751953125,360.775634765625,188.41259765625,63.097042083740234,334.6188659667969,378.1825256347656,84.32014465332031,225.9600067138672,128.24539184570312,223.1824493408203,89.76374053955078,160.627685546875,309.8116149902344,196.6731719970703,171.63311767578125,236.5120849609375,215.339111328125,39.21516036987305,42.81645584106445,224.41928100585938,263.8896179199219,34.45364761352539,438.0018310546875,302.89630126953125,78.99443054199219
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-18,213.38856506347656,364.9103088378906,184.89797973632812,62.931907653808594,338.1390686035156,376.4764404296875,82.877197265625,225.00999450683594,127.91535949707031,223.3746795654297,88.75072479248047,156.5959930419922,310.72137451171875,194.8826904296875,170.84364318847656,233.84439086914062,213.94305419921875,38.466068267822266,42.452030181884766,216.91949462890625,252.47462463378906,33.32851028442383,435.68377685546875,295.8609313964844,78.72228240966797
2022-01-19,206.765625,357.2967529296875,182.4221649169922,61.54347229003906,338.8484802246094,376.4951477050781,81.91828155517578,217.0800018310547,128.0588836669922,221.70887756347656,87.41535186767578,153.55111694335938,306.1726989746094,194.14439392089844,169.32293701171875,232.7921142578125,209.50100708007812,37.765625,41.517574310302734,218.24087524414062,254.53431701660156,33.32851028442383,432.7983093261719,294.11834716796875,77.98096466064453
2022-01-20,202.07362365722656,348.8182067871094,180.85533142089844,60.093875885009766,336.87286376953125,372.52069091796875,80.69454956054688,214.19000244140625,124.53593444824219,217.53515625,86.2457504272461,151.3614044189453,297.77667236328125,192.87074279785156,168.1013641357422,231.45362854003906,205.53033447265625,37.78507995605469,41.43347930908203,220.59194946289062,255.58697509765625,33.31905746459961,430.11822509765625,292.3664855957031,77.14576721191406
2022-01-21,199.70425415039062,346.2518005371094,177.5484619140625,58.90117263793945,333.3436584472656,373.8330078125,79.64430236816406,205.44000244140625,123.8758544921875,217.33380126953125,85.83132934570312,150.87274169921875,297.0659484863281,190.61878967285156,167.81887817382812,226.07203674316406,202.48440551757812,36.83169937133789,40.52705383300781,224.4739532470703,253.0330810546875,32.241207122802734,428.3576965332031,292.8324279785156,77.9903335571289
2022-01-24,199.92820739746094,346.0142517089844,176.98580932617188,59.2742805480957,335.25640869140625,377.81683349609375,80.47537994384766,204.1999969482422,123.98351287841797,217.75479125976562,85.6839828491211,151.04188537597656,297.71978759765625,191.11721801757812,169.63040161132812,226.8197479248047,203.06455993652344,36.88033676147461,40.99427795410156,223.35308837890625,252.93235778808594,32.48702621459961,424.94403076171875,290.53076171875,78.10295104980469
2022-01-25,199.90951538085938,349.9968566894531,175.12460327148438,55.72675704956055,347.6850280761719,377.9292907714844,82.4753646850586,204.10000610351562,124.66510772705078,214.1120147705078,83.9986801147461,147.95941162109375,295.4738464355469,190.0835418701172,167.810546875,225.26895141601562,205.47596740722656,37.66834259033203,40.975589752197266,222.4600372314453,251.5592498779297,31.881916046142578,418.4786682128906,281.07257080078125,77.85895538330078
2022-01-26,199.89085388183594,353.8179626464844,173.6962890625,54.63191223144531,351.3399353027344,377.9761962890625,81.2607650756836,194.27000427246094,121.47225189208984,213.27908325195312,83.41848754882812,148.71124267578125,297.4544677734375,189.12371826171875,165.367431640625,224.45664978027344,204.74169921875,37.707252502441406,40.84476852416992,223.15260314941406,246.26824951171875,31.815736770629883,417.4809265136719,277.7272033691406,76.498291015625
2022-01-27,197.91329956054688,357.3537902832031,173.6962890625,54.98666763305664,349.4001770019531,350.5674743652344,81.53470611572266,189.75,122.08928680419922,211.03668212890625,83.46453094482422,146.06106567382812,292.51727294921875,192.70465087890625,161.9021759033203,223.3212890625,203.1371307373047,37.29866027832031,40.01311111450195,222.88832092285156,246.92738342285156,31.730640411376953,414.2141418457031,267.42095947265625,77.52113342285156
2022-01-28,187.6431121826172,355.2912292480469,174.85623168945312,56.33228302001953,353.0550842285156,356.3885498046875,82.49363708496094,190.57000732421875,117.02375793457031,212.11671447753906,83.5382080078125,147.25454711914062,292.4035339355469,196.4147186279297,164.74420166015625,225.95201110839844,200.3358917236328,37.240291595458984,40.11589813232422,224.10946655273438,248.9778289794922,32.55321502685547,425.941650390625,265.20318603515625,77.67127227783203
2022-01-31,188.01625061035156,357.7720031738281,177.01173400878906,57.787986755371094,349.44512939453125,346.73358154296875,82.36578369140625,200.24000549316406,119.1188735961914,214.1028289794922,84.68018341064453,148.8897705078125,293.77764892578125,195.75025939941406,168.03489685058594,226.94895935058594,200.23619079589844,38.611995697021484,41.8259391784668,222.85189819335938,248.9778289794922,32.35466384887695,427.5947570800781,269.5083312988281,80.16742706298828
2022-02-01,191.55157470703125,359.1788024902344,177.75624084472656,59.91039276123047,347.5413513183594,347.37109375,82.85894775390625,208.33999633789062,120.1305160522461,213.29737854003906,85.16827392578125,149.79196166992188,300.6006164550781,196.4608917236328,191.7015838623047,232.61672973632812,204.4515838623047,39.39026641845703,42.218406677246094,224.82025146484375,251.18392944335938,32.82740020751953,432.31903076171875,270.328369140625,78.41261291503906
2022-02-02,191.16912841796875,355.9470520019531,179.66934204101562,59.965431213378906,347.8376159667969,347.7459716796875,84.51190948486328,207.52000427246094,119.57806396484375,215.9791717529297,89.84661102294922,151.6903533935547,302.9696350097656,197.5775909423828,192.881591796875,232.45054626464844,205.30374145507812,39.41945266723633,41.38675308227539,228.96653747558594,256.3833923339844,33.29069137573242,442.4229736328125,274.2886657714844,78.14046478271484
2022-02-03,187.11141967773438,352.53466796875,165.983154296875,60.13669204711914,349.95697021484375,350.3988037109375,84.75849151611328,206.38999938964844,117.94935607910156,220.99490356445312,88.95330810546875,147.3861083984375,295.2464294433594,195.81484985351562,190.03956604003906,228.29669189453125,206.0108184814453,38.65091323852539,40.592472076416016,222.66966247558594,253.6066436767578,32.7234001159668,451.363037109375,265.3150329589844,76.80793762207031
2022-02-04,185.07789611816406,351.2040100097656,165.77537536621094,60.558719635009766,349.6246643066406,346.59295654296875,84.94113159179688,206.4499969482422,115.32331085205078,209.5264434814453,87.83897399902344,141.9072265625,287.10626220703125,195.92556762695312,186.7987060546875,225.33355712890625,207.23463439941406,38.76764678955078,40.79804992675781,220.88357543945312,248.64149475097656,32.430294036865234,438.148681640625,261.5504150390625,77.36161041259766
2022-02-07,186.39317321777344,353.7799377441406,166.62374877929688,61.103084564208984,352.32769775390625,349.78948974609375,85.87265014648438,211.9199981689453,115.63898468017578,205.77381896972656,88.16131591796875,141.08958435058594,287.8643798828125,195.76869201660156,187.02308654785156,224.98281860351562,205.36717224121094,39.828041076660156,41.676422119140625,219.75357055664062,242.77532958984375,31.815736770629883,433.5220947265625,261.1683044433594,76.62964630126953
2022-02-08,187.96026611328125,370.58489990234375,168.42434692382812,60.742218017578125,355.650390625,355.5636291503906,86.82242584228516,213.27000427246094,116.52870178222656,206.3687286376953,89.44142150878906,142.37709045410156,288.7740478515625,197.92832946777344,187.139404296875,225.10279846191406,202.62039184570312,41.45268630981445,43.050071716308594,221.3938751220703,248.273681640625,32.25065612792969,436.035888671875,261.87646484375,78.8912124633789
2022-02-09,189.91915893554688,375.8316955566406,170.20761108398438,60.70552444458008,354.3033447265625,360.2879943847656,87.67174530029297,215.86000061035156,117.41122436523438,207.54031372070312,90.63862609863281,147.40492248535156,297.7955627441406,198.83277893066406,187.03135681152344,225.45361328125,204.42437744140625,42.68819808959961,43.93779754638672,224.61976623535156,251.8964080810547,32.846317291259766,444.1347351074219,266.90838623046875,78.60967254638672
