Date,JNJ,PFE,MRK,ABBV,LLY,BMY,GILD,AMGN,MDT,SYK,ISRG,DHR,TMO,UNH,HUM,CI,HCA,CVS,ZBH,REGN
2022-03-10,151.8733673095703,40.3642692565918,69.45914459228516,129.971435546875,257.3431396484375,58.61238479614258,50.174163818359375,201.60243225097656,92.55880737304688,238.8344268798828,275.7200012207031,229.8373260498047,532.6941528320312,459.3477783203125,416.08837890625,214.71194458007812,258.40277099609375,91.24391174316406,115.60735321044922,626.8831787109375
2022-03-11,151.59588623046875,41.24211502075195,69.7890853881836,129.8756103515625,257.6141662597656,58.997886657714844,50.243465423583984,203.2902374267578,91.9917221069336,238.2574920654297,273.69000244140625,228.69615173339844,524.3413696289062,452.6730041503906,411.0910949707031,212.279052734375,258.3060607910156,90.70914459228516,115.10359954833984,639.035888671875
2022-03-14,153.69056701660156,42.86652374267578,69.97801971435547,132.52435302734375,260.2259826660156,59.31483459472656,51.015499114990234,203.61001586914062,91.46007537841797,236.4112091064453,263.79998779296875,232.46824645996094,530.3486938476562,457.4071960449219,416.70587158203125,211.6614990234375,252.91737365722656,91.60335540771484,114.00897979736328,652.78955078125
2022-03-15,157.674072265625,42.833709716796875,70.75176239013672,135.81785583496094,266.4752502441406,59.75173568725586,51.16463851928711,205.69757080078125,93.39170837402344,244.5752716064453,270.0,235.98770141601562,545.2616577148438,466.7724914550781,424.35614013671875,218.0992889404297,258.470458984375,93.78624725341797,115.47173309326172,662.2570190429688
2022-03-16,156.223876953125,43.416194915771484,70.283935546875,135.96597290039062,267.4233093261719,59.67462921142578,50.85758972167969,205.79527282714844,95.07524871826172,252.09498596191406,277.8500061035156,242.1119384765625,557.0551147460938,467.1006164550781,427.2021179199219,222.23519897460938,258.21844482421875,93.90022277832031,118.17446899414062,674.2406005859375
2022-03-17,158.2648468017578,44.4991455078125,71.02166748046875,138.17904663085938,276.1975402832031,60.411346435546875,51.93667984008789,209.51727294921875,97.23725128173828,253.86434936523438,282.95001220703125,245.1435546875,566.6604614257812,475.3127746582031,425.5331115722656,226.81088256835938,258.8194885253906,95.17140197753906,118.45539093017578,681.4506225585938
2022-03-18,156.5102996826172,44.72065734863281,71.17460632324219,138.71054077148438,278.25799560546875,60.83967971801758,52.12968444824219,209.86370849609375,97.62711334228516,257.0762023925781,290.1099853515625,254.54335021972656,583.336181640625,474.4690246582031,425.0699768066406,225.65997314453125,252.7215118408203,94.0667953491211,116.99264526367188,682.15673828125
2022-03-21,157.3965301513672,44.4581184387207,71.12962341308594,139.45115661621094,280.1927490234375,60.86539077758789,52.34023666381836,209.92593383789062,96.36003875732422,255.58560180664062,283.2799987792969,251.9995574951172,583.5440063476562,475.9127502441406,421.4620056152344,227.85885620117188,253.57467651367188,94.14568328857422,117.25418853759766,689.3766479492188
2022-03-22,156.65354919433594,43.514652252197266,71.3455581665039,139.41627502441406,275.72344970703125,60.66835403442383,52.62098693847656,210.05917358398438,96.55498504638672,256.7203369140625,286.44000244140625,256.03302001953125,581.6228637695312,473.7190856933594,422.9669189453125,227.87757873535156,252.401611328125,94.00543212890625,116.71171569824219,688.8197021484375
2022-03-23,156.06271362304688,42.81730270385742,71.73240661621094,138.0309295654297,274.9205322265625,61.14807891845703,51.62961196899414,208.02491760253906,94.06513214111328,245.661865234375,275.20001220703125,249.19447326660156,565.7296142578125,471.7597351074219,415.42266845703125,223.17095947265625,252.6536865234375,93.1024398803711,116.96355438232422,665.5288696289062
2022-03-24,156.86839294433594,43.14546585083008,72.3442153930664,139.6515655517578,278.3064270019531,62.03044128417969,51.884037017822266,210.41448974609375,94.7960433959961,252.91236877441406,281.0799865722656,249.8309326171875,568.08642578125,481.35003662109375,421.99261474609375,226.53955078125,252.6439666748047,94.72429656982422,120.26692199707031,676.0107421875
2022-03-25,158.37225341796875,43.30134201049805,73.18092346191406,140.56642150878906,279.5929260253906,62.775733947753906,51.682254791259766,212.12005615234375,96.67681121826172,255.78761291503906,286.8699951171875,250.70285034179688,568.6806030273438,480.9468994140625,420.1788330078125,227.9243927001953,252.1398468017578,95.17140197753906,121.3615493774414,676.279296875
2022-03-28,159.18687438964844,43.7115478515625,73.06397247314453,141.1240234375,282.14691162109375,62.630104064941406,51.91912841796875,213.61239624023438,97.98709869384766,259.7493591308594,294.95001220703125,254.13821411132812,577.4935913085938,481.10626220703125,419.7061462402344,227.99925231933594,256.337646484375,94.71553039550781,121.98273468017578,689.5755004882812
2022-03-29,159.10629272460938,43.26853561401367,73.38785552978516,141.30702209472656,278.9835205078125,62.7328987121582,53.10349655151367,214.5629119873047,100.17093658447266,262.4899597167969,302.0,257.9484558105469,587.0792236328125,478.790771484375,423.4685363769531,227.69984436035156,255.60079956054688,91.76991271972656,125.76799011230469,694.5778198242188
2022-03-30,160.76235961914062,43.022403717041016,74.13459777832031,142.6749725341797,280.4346618652344,63.15265655517578,52.34023666381836,215.47787475585938,99.44001007080078,259.4676208496094,304.44000244140625,259.2738952636719,589.3369140625,488.249755859375,424.6553649902344,230.02980041503906,247.1761932373047,90.7792739868164,124.90415954589844,688.5612182617188
2022-03-31,158.64974975585938,42.47273254394531,73.81970977783203,141.24603271484375,277.02947998046875,63.02320861816406,52.156002044677734,214.81166076660156,98.89627838134766,257.74200439453125,301.67999267578125,255.7599639892578,584.8807983398438,478.0782165527344,420.576904296875,224.20957946777344,242.96864318847656,88.72786712646484,124.1374282836914,694.5678100585938
2022-04-01,159.5091094970703,42.30864715576172,75.1422348022461,141.74264526367188,283.1239929199219,63.70496368408203,52.34900665283203,215.9664306640625,100.29573059082031,259.3809509277344,305.5400085449219,254.32998657226562,586.5542602539062,480.5343933105469,426.6076965332031,230.42279052734375,243.0946807861328,88.6226577758789,123.9724349975586,690.9976196289062
2022-04-04,157.96946716308594,41.791786193847656,75.1152572631836,141.05435180664062,281.9147033691406,63.679073333740234,53.226322174072266,217.52101135253906,98.8338851928711,255.5922088623047,302.25,252.20252990722656,584.3757934570312,478.12518310546875,423.01239013671875,226.6892547607422,238.0922088623047,87.66709899902344,122.15744018554688,694.5578002929688
2022-04-05,158.9899139404297,42.03791427612305,75.32217407226562,142.3961181640625,282.94976806640625,64.23138427734375,52.419193267822266,217.24560546875,98.49517822265625,258.8507080078125,295.9200134277344,250.5633544921875,578.5731201171875,485.3811340332031,428.3569641113281,229.3373565673828,236.1726837158203,87.19367980957031,125.33125305175781,687.6561279296875
2022-04-06,163.1255645751953,43.37518310546875,76.4468002319336,147.1708221435547,295.8643493652344,65.01667785644531,53.35791778564453,222.0158233642578,99.58262634277344,258.5614929199219,288.6700134277344,252.2723388671875,581.6724243164062,498.4963073730469,433.9914855957031,233.56687927246094,242.83294677734375,89.4730224609375,124.08890533447266,704.4530029296875
2022-04-07,162.70484924316406,45.25392150878906,78.09325408935547,150.9784393310547,298.369873046875,66.67361450195312,53.50706100463867,223.53485107421875,100.12635803222656,260.4606628417969,291.82000732421875,261.2791748046875,606.2302856445312,503.3709411621094,442.2547302246094,238.73202514648438,246.8562469482422,90.83187866210938,126.08828735351562,717.8189086914062
2022-04-08,163.027099609375,45.26212692260742,78.88497161865234,152.4421844482422,301.5235595703125,67.11370849609375,54.656333923339844,223.87240600585938,100.25115203857422,259.7857971191406,289.8599853515625,260.9566650390625,602.9129638671875,511.81756591796875,442.45770263671875,241.32400512695312,250.7923126220703,93.4619140625,125.80683898925781,734.7649536132812
2022-04-11,160.98614501953125,44.24481964111328,77.9402847290039,147.97242736816406,298.8826599121094,66.01773071289062,54.2966423034668,222.8508758544922,99.40435791015625,253.87612915039062,278.9599914550781,253.83302307128906,579.9494018554688,503.8303527832031,436.19500732421875,237.78695678710938,250.29782104492188,91.56826782226562,123.1668472290039,718.3857421875
2022-04-12,161.03982543945312,43.572078704833984,77.04059600830078,145.77676391601562,298.0313415527344,66.06089782714844,54.068546295166016,222.11355590820312,98.56649017333984,252.9891815185547,277.8500061035156,244.78253173828125,565.3632202148438,500.3337707519531,433.98187255859375,238.4420166015625,252.9251708984375,91.73484802246094,122.91450500488281,711.8419799804688
2022-04-13,161.7201690673828,43.563873291015625,77.49041748046875,139.66976928710938,292.79779052734375,66.3370361328125,54.445777893066406,225.19598388671875,98.45951843261719,254.1653594970703,285.2200012207031,247.38082885742188,571.1661376953125,503.4179382324219,443.3951721191406,242.34393310546875,250.7438201904297,92.03292846679688,124.18595886230469,727.8532104492188
2022-04-14,161.03982543945312,43.58028030395508,78.19221496582031,142.62220764160156,292.01416015625,66.88935089111328,54.23522186279297,225.64901733398438,97.17595672607422,252.29501342773438,279.70001220703125,241.504150390625,563.3432006835938,501.37420654296875,445.11541748046875,242.54981994628906,252.9736328125,90.89323425292969,122.2933120727539,728.97705078125
2022-04-15,,,,,,,,,,,,,,,,,,,,
2022-04-18,159.03468322753906,42.5301513671875,77.43647003173828,140.03005981445312,289.0733642578125,66.23348236083984,54.02467727661133,223.79248046875,96.33809661865234,249.65347290039062,276.3500061035156,239.83872985839844,566.5416259765625,500.68048095703125,438.74652099609375,242.31591796875,251.9750213623047,90.6653060913086,121.54598236083984,719.2111206054688
2022-04-19,163.88644409179688,41.16827392578125,77.18455505371094,137.38514709472656,287.3224182128906,65.93143463134766,55.077430725097656,225.0716094970703,98.24559020996094,261.90673828125,294.8599853515625,238.12109375,568.5419311523438,504.07427978515625,443.3081359863281,244.25282287597656,253.96243286132812,91.0510482788086,126.75800323486328,712.2696533203125
2022-04-20,164.61154174804688,40.815494537353516,77.7873306274414,137.6927032470703,283.3658142089844,66.69086456298828,55.79682922363281,226.85714721679688,100.72356414794922,266.43780517578125,302.8999938964844,244.46864318847656,585.3760375976562,511.8644714355469,449.8801574707031,251.5889129638672,266.75946044921875,93.48818969726562,129.9124298095703,715.6510009765625
2022-04-21,164.13711547851562,40.29043197631836,77.58041381835938,139.29193115234375,280.1637268066406,66.93248748779297,55.92843246459961,226.92819213867188,100.80378723144531,260.3257141113281,294.57000732421875,242.6027374267578,574.7606201171875,503.8303527832031,440.63104248046875,247.60272216796875,261.2140808105469,92.686279296875,127.78683471679688,702.2153930664062
2022-04-22,162.50790405273438,39.48642349243164,76.10491180419922,136.19012451171875,269.63861083984375,65.3705062866211,54.61246871948242,222.38893127441406,96.08850860595703,239.38624572753906,252.33999633789062,230.6748809814453,555.797607421875,488.36224365234375,429.57470703125,238.6665496826172,204.20925903320312,89.6020278930664,122.00215148925781,684.284912109375
2022-04-25,166.50929260253906,40.1591682434082,76.86966705322266,137.34124755859375,275.8975524902344,65.62940216064453,54.9633903503418,224.0056610107422,97.58599853515625,244.7078857421875,255.1199951171875,227.10000610351562,538.8449096679688,491.4840087890625,426.7236328125,238.01153564453125,204.07351684570312,89.68133544921875,124.0500717163086,686.5224609375
2022-04-26,165.31871032714844,40.22480010986328,76.0059585571289,137.23577880859375,273.6048889160156,65.23241424560547,54.19136047363281,221.96255493164062,95.1793212890625,239.95509338378906,244.52000427246094,218.8341827392578,511.3956298828125,481.6500244140625,416.06353759765625,236.36465454101562,208.37796020507812,89.38172149658203,120.49774932861328,671.0979614257812
2022-04-27,163.0092315673828,40.80730056762695,75.9429931640625,138.5010986328125,275.7911682128906,65.42228698730469,54.033443450927734,221.003173828125,95.04560852050781,240.196044921875,235.35000610351562,219.96771240234375,515.3961791992188,481.6781311035156,428.501953125,234.6522979736328,205.75070190429688,88.87061309814453,119.2651138305664,669.795166015625
2022-04-28,164.22662353515625,41.43900680541992,79.69469451904297,137.35000610351562,287.5739440917969,66.621826171875,54.00712585449219,211.53378295898438,95.50912475585938,243.0400390625,243.25999450683594,224.0831756591797,553.4310302734375,491.6246032714844,443.59814453125,237.8992919921875,212.25584411621094,88.87061309814453,120.94422912597656,671.8538208007812
2022-04-29,161.54116821289062,40.25761795043945,79.79366302490234,129.0638427734375,282.6015625,64.95628356933594,52.059505462646484,207.14547729492188,93.02223205566406,232.58958435058594,239.3000030517578,218.96502685546875,547.519287109375,476.7470703125,429.6519775390625,230.91873168945312,207.99986267089844,84.71127319335938,117.19775390625,655.474609375
2022-05-02,159.9119415283203,39.658714294433594,78.85797119140625,129.93374633789062,280.1154479980469,64.79232788085938,52.91048812866211,205.1290283203125,91.93476867675781,228.4537811279297,240.66000366210938,218.4331512451172,540.1915893554688,469.8098449707031,418.9725646972656,230.29177856445312,204.38377380371094,85.03731536865234,117.10072326660156,648.4237060546875
2022-05-03,159.5986328125,40.43810272216797,78.3631362915039,131.45388793945312,278.6739501953125,64.76641845703125,52.92803955078125,206.25717163085938,91.90802764892578,229.32144165039062,238.11000061035156,216.6805877685547,540.9837036132812,468.3755187988281,419.2335205078125,231.39593505859375,209.69644165039062,84.57910919189453,117.12982177734375,656.8471069335938
2022-05-04,161.30838012695312,40.741661071777344,79.64070892333984,133.2025146484375,285.28125,65.85377502441406,54.463321685791016,209.73045349121094,94.33253479003906,237.13035583496094,246.30999755859375,223.76055908203125,557.4811401367188,475.8752136230469,427.5065002441406,239.23733520507812,217.93695068359375,88.6238784790039,122.6039047241211,657.2149658203125
2022-05-05,158.22900390625,39.748958587646484,79.18186950683594,133.72096252441406,282.833740234375,65.80199432373047,53.8228874206543,208.17591857910156,93.19160461425781,232.68601989746094,233.97999572753906,219.64508056640625,545.1329345703125,463.7820129394531,419.4461669921875,235.87811279296875,217.34555053710938,86.12122344970703,118.93510437011719,635.843505859375
2022-05-06,157.87991333007812,40.233001708984375,79.52373504638672,134.2921142578125,287.2159729003906,66.1644515991211,53.67374801635742,210.08580017089844,92.21111297607422,231.45201110839844,224.85000610351562,217.3170928955078,541.3402709960938,468.3755187988281,416.2181396484375,249.7455596923828,220.4091339111328,88.72962951660156,116.79011535644531,619.6135864257812
2022-05-09,158.73928833007812,39.904842376708984,78.8489990234375,132.64895629882812,279.79620361328125,65.81925201416016,54.11240005493164,212.51976013183594,88.76153564453125,220.77984619140625,208.7100067138672,208.71124267578125,512.33642578125,456.0010070800781,410.2744140625,244.60841369628906,217.25831604003906,87.11698913574219,111.6169204711914,596.4619750976562
2022-05-10,158.52444458007812,40.602195739746094,79.00193786621094,133.64187622070312,276.38128662109375,65.83651733398438,54.200130462646484,213.8256072998047,89.41224670410156,219.33375549316406,211.38999938964844,209.6529083251953,521.0899658203125,457.4915771484375,418.28631591796875,243.89730834960938,217.6363983154297,86.50015258789062,110.81132507324219,611.697509765625
2022-05-11,157.66510009765625,40.569374084472656,80.2435073852539,133.52769470214844,277.3389892578125,65.71570587158203,53.129817962646484,213.763427734375,89.71529388427734,218.5721435546875,210.8699951171875,206.74072265625,514.9209594726562,455.74786376953125,417.25225830078125,243.4761962890625,203.13311767578125,86.35032653808594,110.08340454101562,609.6686401367188
2022-05-12,159.22267150878906,41.67768859863281,81.71900177001953,135.57501220703125,282.2823486328125,65.84515380859375,54.81424331665039,217.3877410888672,90.12532043457031,219.80615234375,211.69000244140625,208.8681640625,520.6641235351562,448.8575134277344,414.5557861328125,243.317138671875,207.2727813720703,86.57945251464844,109.77281951904297,630.46337890625
2022-05-13,158.30960083007812,41.2889518737793,81.34113311767578,134.88084411621094,283.0685729980469,65.41366577148438,54.71774673461914,216.2151336669922,91.51583862304688,224.8867645263672,223.69000244140625,217.27346801757812,536.1317138671875,455.0447998046875,424.17218017578125,242.53109741210938,208.35853576660156,85.90092468261719,111.68486785888672,641.9595947265625
2022-05-16,159.41064453125,41.90928268432617,83.05952453613281,136.6118621826172,290.5910339355469,66.37156677246094,54.60369873046875,218.37318420410156,92.531982421875,225.44590759277344,219.52999877929688,214.814697265625,534.111572265625,458.6258544921875,426.192138671875,249.3618621826172,205.1787109375,86.84381103515625,111.7333984375,651.397216796875
2022-05-17,160.07308959960938,42.46343994140625,83.67132568359375,136.0055694580078,292.5517272949219,67.5020523071289,55.42835998535156,219.6984405517578,94.71581268310547,230.53614807128906,225.17999267578125,217.0816650390625,549.1829833984375,461.7288818359375,425.815185546875,253.90956115722656,209.3765411376953,87.57523345947266,115.86807250976562,663.8780517578125
2022-05-18,157.10113525390625,41.68596649169922,82.86160278320312,133.94061279296875,286.52410888671875,66.46646881103516,55.463462829589844,218.45379638671875,92.31806945800781,223.86485290527344,215.35000610351562,212.39944458007812,536.874267578125,441.9015197753906,405.9542236328125,241.01522827148438,200.48648071289062,82.8519058227539,113.02426147460938,655.564208984375
2022-05-19,155.70468139648438,41.892738342285156,82.85260009765625,133.31678771972656,277.8659362792969,65.55171966552734,55.507320404052734,219.1790771484375,91.58714294433594,222.21630859375,218.13999938964844,217.3780975341797,545.3607177734375,448.6231384277344,417.5132141113281,240.36961364746094,196.92852783203125,82.07644653320312,113.47074127197266,653.5254516601562
2022-05-20,158.42596435546875,43.398067474365234,84.1661605834961,132.69285583496094,290.07666015625,65.7502212524414,56.007389068603516,221.62367248535156,91.39105987548828,223.9033966064453,219.07000732421875,219.5491943359375,549.7275390625,455.3541564941406,424.87774658203125,242.8118133544922,198.52818298339844,83.65381622314453,114.15013122558594,657.4935302734375
2022-05-23,161.66026306152344,43.73717498779297,84.41808319091797,130.07435607910156,293.716552734375,66.19032287597656,55.84946823120117,223.00262451171875,92.93311309814453,224.67465209960938,221.61000061035156,220.7001495361328,549.7869873046875,461.3070068359375,426.5883483886719,246.4424591064453,198.78021240234375,84.21778869628906,117.27542114257812,678.1488647460938
2022-05-24,163.42604064941406,44.175537109375,85.14683532714844,131.02334594726562,296.9779052734375,66.56140899658203,56.45481491088867,225.55470275878906,94.11860656738281,224.89639282226562,218.38999938964844,219.7235870361328,543.4592895507812,466.4443054199219,425.6509094238281,247.93023681640625,198.50877380371094,84.99325561523438,115.87779235839844,682.2362670898438
2022-05-25,161.82241821289062,44.423667907714844,84.3460922241211,133.52769470214844,297.9970703125,66.65632629394531,57.033843994140625,226.55758666992188,94.07405090332031,226.564208984375,222.5800018310547,218.2587432861328,529.0513916015625,466.9412536621094,429.7777099609375,248.66941833496094,199.86602783203125,85.61011505126953,115.64483642578125,687.0693969726562
2022-05-26,161.6782684326172,44.6552619934082,83.050537109375,132.30624389648438,304.2576599121094,66.95838928222656,56.560096740722656,226.59341430664062,88.6367416381836,226.49673461914062,223.3000030517578,219.47071838378906,534.83447265625,470.822265625,437.05517578125,251.59837341308594,205.32411193847656,86.18292236328125,117.10072326660156,679.6704711914062
2022-05-27,163.14674377441406,44.58909225463867,83.74331665039062,131.80538940429688,313.9835510253906,65.70706176757812,56.849609375,228.5723114013672,88.31587219238281,228.00070190429688,229.16000366210938,232.35768127441406,566.759521484375,475.3971252441406,445.74365234375,254.8920440673828,208.9693145751953,86.40320587158203,116.3048324584961,688.9788208007812
2022-05-30,,,,,,,,,,,,,,,,,,,,
2022-05-31,161.74134826660156,43.869510650634766,82.79862976074219,129.494384765625,304.23822021484375,65.11161804199219,56.89347457885742,229.89761352539062,89.26960754394531,226.07257080078125,227.63999938964844,230.02964782714844,562.0263061523438,465.71307373046875,438.99774169921875,251.04624938964844,203.97654724121094,85.25762176513672,116.67364501953125,661.0735473632812
2022-06-01,160.10166931152344,43.31534957885742,81.9979019165039,128.3081512451172,301.947509765625,64.68875885009766,56.82327651977539,226.92471313476562,87.15708923339844,219.80615234375,216.38999938964844,227.57086181640625,550.7870483398438,461.7476501464844,432.5803527832031,247.57469177246094,200.6319122314453,85.07256317138672,115.77101135253906,655.28564453125
2022-06-02,159.59718322753906,43.57175827026367,80.97225952148438,128.94960021972656,293.5514831542969,64.78368377685547,55.67401123046875,222.32212829589844,87.79886627197266,225.9665069580078,227.2100067138672,238.26058959960938,564.5316162109375,461.475830078125,434.4747009277344,246.4986114501953,204.7327117919922,85.68061065673828,118.47893524169922,627.2213745117188
2022-06-03,158.9394989013672,44.001853942871094,80.89128875732422,129.31869506835938,292.7943420410156,64.8699951171875,55.66523742675781,222.474365234375,85.10697174072266,220.7894744873047,217.7899932861328,231.97402954101562,552.6487426757812,455.2416076660156,427.57415771484375,237.6466064453125,201.25238037109375,83.62738800048828,117.081298828125,626.8732299804688
2022-06-06,158.9214630126953,44.05147171020508,80.82830810546875,128.7562713623047,294.45416259765625,64.93903350830078,54.419456481933594,219.779052734375,85.11588287353516,219.95077514648438,216.42999267578125,229.9599151611328,547.479736328125,459.5258483886719,429.20745849609375,241.717041015625,198.56695556640625,84.34998321533203,114.9266128540039,605.6708984375
2022-06-07,160.6692352294922,44.63044357299805,81.40411376953125,131.04969787597656,302.9376525878906,66.09539794921875,54.866886138916016,220.6476287841797,85.98942565917969,222.40916442871094,221.9499969482422,233.90969848632812,555.1836547851562,466.01312255859375,434.6969909667969,246.4912567138672,201.18447875976562,84.5262222290039,115.62542724609375,610.5935668945312
2022-06-08,159.71429443359375,44.22517013549805,80.50442504882812,131.1463623046875,304.286865234375,65.74158477783203,54.72652053833008,219.8148651123047,85.60613250732422,218.52394104003906,218.60000610351562,231.58172607421875,546.667724609375,462.66632080078125,435.412109375,245.08154296875,199.44915771484375,82.72853088378906,115.04307556152344,604.4078369140625
2022-06-09,156.49801635742188,42.827362060546875,79.17286682128906,127.78972625732422,294.3474426269531,65.56900024414062,53.67374801635742,216.47483825683594,83.07466888427734,211.1006622314453,209.9499969482422,225.61776733398438,534.5473022460938,458.82269287109375,434.5423278808594,242.07412719726562,195.1156005859375,81.72396087646484,111.64604187011719,572.305908203125
2022-06-10,155.45294189453125,41.33030700683594,78.43511199951172,125.83021545410156,288.2906188964844,64.8009262084961,53.28772735595703,214.91676330566406,82.6646499633789,208.62301635742188,205.27000427246094,219.27017211914062,521.7337036132812,454.3229064941406,429.2944030761719,238.0424041748047,190.71424865722656,82.10287475585938,110.0445785522461,568.6561889648438
2022-06-13,153.8853759765625,39.62648010253906,76.47378540039062,122.50872039794922,282.7288818359375,63.49784851074219,51.89281463623047,212.01547241210938,80.37384033203125,199.6572723388672,194.97000122070312,212.59129333496094,506.9098815917969,440.3266906738281,411.9850769042969,227.648193359375,180.09854125976562,80.09371948242188,106.86107635498047,546.2703247070312
2022-06-14,151.52493286132812,39.6347541809082,76.64613342285156,120.92703247070312,282.253173828125,62.88513946533203,51.33320236206055,211.057373046875,78.86746215820312,193.3715362548828,191.10000610351562,211.37057495117188,502.7880859375,432.873779296875,409.71380615234375,230.918701171875,173.80662536621094,79.87338256835938,102.17316436767578,545.3255004882812
2022-06-15,153.14662170410156,40.12274169921875,76.7640609741211,121.34001922607422,284.3885803222656,63.01457595825195,51.86616134643555,210.94993591308594,79.64293670654297,195.232177734375,196.1300048828125,213.56787109375,510.03106689453125,435.2924499511719,418.69232177734375,232.2250213623047,176.6949920654297,80.5871810913086,103.82313537597656,558.0947265625
2022-06-16,153.22769165039062,39.270816802978516,76.99989318847656,122.27144622802734,279.6130676269531,62.669395446777344,51.271026611328125,206.5890655517578,77.90478515625,188.6669158935547,190.7100067138672,210.00164794921875,500.2516174316406,429.0924987792969,409.0179443359375,233.35281372070312,166.8434600830078,79.17723083496094,100.20288848876953,553.67919921875
2022-06-17,152.66912841796875,38.485069274902344,76.75497436523438,121.50698852539062,282.3599853515625,63.661808013916016,51.99052429199219,210.1798095703125,78.63569641113281,187.11477661132812,192.0800018310547,208.03988647460938,496.29827880859375,425.3010559082031,414.07269287109375,229.8003387451172,168.3411407470703,78.12860107421875,99.6302490234375,577.7457275390625
2022-06-20,,,,,,,,,,,,,,,,,,,,
2022-06-21,155.8673553466797,39.791893005371094,79.84803771972656,126.06746673583984,288.6108703613281,65.99185180664062,53.74930191040039,213.48403930664062,79.07245635986328,188.6669158935547,194.32000732421875,212.63487243652344,508.8220520019531,451.8882751464844,433.92376708984375,236.9991912841797,169.08998107910156,80.26113891601562,99.22260284423828,584.4287109375
2022-06-22,158.32688903808594,40.585906982421875,80.87300872802734,129.661376953125,297.6864013671875,66.06089782714844,54.637569427490234,215.0331573486328,79.5538101196289,189.67919921875,200.6199951171875,214.41357421875,514.4498291015625,460.6941833496094,433.02496337890625,240.49526977539062,171.73521423339844,80.4461898803711,102.21197509765625,583.6033325195312
2022-06-23,161.85845947265625,41.429561614990234,83.44905090332031,131.3220672607422,303.5393981933594,67.04467010498047,55.58802032470703,217.67471313476562,79.64362335205078,192.87026977539062,204.5,222.72271728515625,535.6336669921875,470.2245788574219,439.3940124511719,244.04774475097656,172.5618438720703,81.39791870117188,103.26991271972656,604.0399169921875
2022-06-24,164.22787475585938,42.67021560668945,84.4740219116211,133.861572265625,316.06072998046875,68.14065551757812,56.03215789794922,219.7163543701172,81.03581237792969,197.08319091796875,209.6699981689453,224.162841796875,539.8048706054688,466.3013916015625,441.4912109375,249.169677734375,177.31741333007812,83.29251861572266,105.90614318847656,609.1117553710938
2022-06-27,164.07470703125,42.91007614135742,85.63504791259766,134.5644989013672,317.6622619628906,69.0208969116211,55.810081481933594,219.25074768066406,81.26039123535156,195.82994079589844,207.94000244140625,223.7962646484375,538.6456298828125,475.72833251953125,448.8170471191406,251.75408935546875,174.87643432617188,83.3101577758789,105.55595397949219,599.0775146484375
2022-06-28,159.40797424316406,41.901004791259766,83.34927368164062,133.9933624267578,308.2955627441406,67.9162826538086,55.259361267089844,218.05079650878906,80.11965942382812,190.6914825439453,201.99000549316406,219.84243774414062,530.847900390625,478.3437805175781,446.69085693359375,250.1846160888672,170.98635864257812,82.12931060791016,103.58121490478516,591.1414184570312
2022-06-29,159.45303344726562,42.132598876953125,83.91165161132812,135.44322204589844,313.5175476074219,67.55384063720703,55.49919128417969,219.77008056640625,81.21546936035156,192.9407958984375,202.58999633789062,220.69776916503906,530.9965209960938,485.1834411621094,453.39794921875,251.24661254882812,170.84046936035156,82.2614974975586,103.6492919921875,594.3237915039062
2022-06-30,159.9215087890625,43.364986419677734,82.69618225097656,134.58209228515625,314.71148681640625,66.91080474853516,54.904052734375,217.86280822753906,80.61367797851562,192.4570770263672,200.7100067138672,221.27383422851562,538.288818359375,483.22650146484375,453.1462097167969,247.6565704345703,163.439697265625,81.65345764160156,102.19985961914062,587.86962890625
2022-07-01,161.7323455810547,43.26572799682617,83.83001708984375,135.14443969726562,315.1773986816406,66.77176666259766,55.39260482788086,219.87754821777344,82.0777359008789,197.22666931152344,206.10000610351562,225.22764587402344,543.2329711914062,486.77337646484375,463.68896484375,251.89503479003906,170.2472686767578,82.78141784667969,104.3497085571289,592.1160278320312
2022-07-04,,,,,,,,,,,,,,,,,,,,
2022-07-05,160.48907470703125,42.71156692504883,84.0295639038086,135.25869750976562,317.5749206542969,66.0070571899414,55.374839782714844,220.93417358398438,81.27833557128906,195.44654846191406,206.75,223.0107421875,540.0625610351562,475.3331298828125,457.84161376953125,248.89710998535156,167.83546447753906,81.53889465332031,103.98003387451172,593.2696533203125
2022-07-06,160.63319396972656,43.6296501159668,84.4740219116211,134.02850341796875,320.4577331542969,66.23301696777344,55.721256256103516,219.60890197753906,80.49691009521484,194.22752380371094,205.35000610351562,226.96453857421875,550.931640625,484.7882385253906,462.2561950683594,254.77088928222656,161.4266357421875,82.12049102783203,102.85163879394531,591.6188354492188
2022-07-07,160.8134002685547,44.18381118774414,84.36518096923828,133.5627899169922,318.3223571777344,65.29450988769531,55.712379455566406,221.55201721191406,80.38912200927734,195.136962890625,208.7100067138672,229.9408416748047,548.672607421875,483.93212890625,461.1622009277344,259.178466796875,169.8582763671875,82.59635925292969,103.17263793945312,604.0996704101562
2022-07-08,160.61517333984375,43.9770393371582,84.15654754638672,134.30970764160156,320.7683410644531,65.50305938720703,55.8189697265625,222.50119018554688,80.37117004394531,194.3436279296875,208.80999755859375,230.2113800048828,548.6232299804688,487.9305114746094,467.9681091308594,262.3832702636719,167.85488891601562,82.99291229248047,102.47222137451172,618.1417236328125
