Date,PG,KO,PEP,WMT,COST,MO,PM,MDLZ,KMB,CL,KHC,GIS,HSY,SYY,KR,TAP,STZ,EL,CPB,CHD
2022-11-04,124.6339340209961,53.76618194580078,160.9236602783203,45.22407531738281,466.8436279296875,35.747283935546875,78.103515625,58.5211181640625,108.4521713256836,68.15827941894531,32.40549850463867,70.815673828125,210.24188232421875,75.83306121826172,43.1569709777832,46.2333984375,231.60556030273438,198.66375732421875,45.66676330566406,68.66053009033203
2022-11-07,126.54367065429688,53.974857330322266,162.2108154296875,45.6988639831543,468.89752197265625,36.045833587646484,78.9020767211914,59.60416030883789,110.04549407958984,68.44697570800781,32.53334045410156,70.93212890625,210.48971557617188,76.72738647460938,43.57551574707031,46.03474426269531,233.17588806152344,194.39852905273438,45.927303314208984,70.06450653076172
2022-11-08,126.8310546875,54.07465362548828,162.66090393066406,45.80793762207031,472.938232421875,36.06154251098633,80.2908935546875,59.16908645629883,110.2756576538086,68.73564910888672,32.47367858886719,71.2635269165039,212.114501953125,76.91178131103516,43.826637268066406,46.31467056274414,230.23388671875,196.17254638671875,46.304649353027344,70.083740234375
2022-11-09,126.52513122558594,53.32160568237305,160.7166290283203,44.74286651611328,470.26043701171875,35.51944351196289,78.96285247802734,58.678489685058594,109.61177825927734,68.40971374511719,32.1583251953125,71.96218872070312,211.79324340820312,76.48766326904297,44.70094680786133,44.93307876586914,226.83778381347656,193.2661590576172,46.21479797363281,69.74717712402344
2022-11-10,130.88229370117188,55.235992431640625,163.55197143554688,45.66999053955078,492.4888000488281,34.74164581298828,80.94190979003906,60.150306701660156,113.10822296142578,69.8158950805664,32.277652740478516,71.28146362304688,207.73580932617188,77.66780090332031,44.7474479675293,46.45914840698242,230.84877014160156,206.5525665283203,45.41521072387695,72.06470489501953
2022-11-11,130.68760681152344,55.63520431518555,160.2665557861328,45.740562438964844,494.73468017578125,34.867347717285156,82.00089263916016,59.983680725097656,112.81610870361328,69.44341278076172,31.527599334716797,69.19442749023438,200.9244842529297,77.87986755371094,43.80803680419922,46.86549758911133,233.65835571289062,215.356689453125,43.995704650878906,71.61273956298828
2022-11-14,130.69688415527344,55.09990310668945,159.07839965820312,44.39638900756836,489.1775207519531,34.53738021850586,81.53215026855469,59.33570861816406,112.91349029541016,69.44341278076172,31.382707595825195,68.9436264038086,200.22683715820312,78.0365982055664,43.54616928100586,46.91065216064453,231.25555419921875,208.23226928710938,43.699214935302734,71.87618255615234
2022-11-15,130.24261474609375,55.00917053222656,159.49246215820312,47.29969024658203,505.29217529296875,34.301673889160156,82.17449188232422,59.8448371887207,113.42688751220703,70.14183807373047,31.570220947265625,69.36461639404297,199.48330688476562,76.93943786621094,43.83609390258789,47.028038024902344,230.3000946044922,214.1865692138672,43.851951599121094,72.87018585205078
2022-11-16,131.4014434814453,54.909366607666016,160.5186309814453,47.639739990234375,503.0271911621094,34.23883056640625,82.2092056274414,60.16880416870117,114.19699096679688,70.78440856933594,32.12422561645508,70.815673828125,204.84423828125,77.73234558105469,44.73395538330078,47.05512619018555,230.08251953125,210.34600830078125,45.5589485168457,72.66753387451172
2022-11-17,130.5949249267578,55.08175277709961,162.048828125,47.47934341430664,500.3492736816406,34.309532165527344,82.59980773925781,59.65968704223633,114.07307434082031,70.1139144897461,32.17536926269531,71.4516372680664,204.3885955810547,77.53874969482422,45.06129837036133,47.867820739746094,231.63394165039062,215.30007934570312,45.361305236816406,72.5999755859375
2022-11-18,132.17092895507812,55.47188949584961,163.2189483642578,48.194732666015625,502.6048889160156,34.725929260253906,83.57197570800781,60.1595573425293,116.31256866455078,71.20348358154297,32.47367858886719,72.58024597167969,207.6995086669922,78.42384338378906,45.13611602783203,48.3102912902832,234.27322387695312,220.30133056640625,46.32261657714844,73.74836730957031
2022-11-21,133.84890747070312,56.32475280761719,166.36041259765625,48.48987579345703,502.3168640136719,35.19731903076172,84.11014556884766,60.95564270019531,118.16260528564453,71.63185119628906,32.76347351074219,73.43118286132812,214.0814666748047,78.58057403564453,45.00518798828125,49.059783935546875,238.7855987548828,206.58087158203125,46.888614654541016,74.8871078491211
2022-11-22,134.99844360351562,56.5697135925293,166.37838745117188,48.66311264038086,510.5516662597656,35.48016357421875,84.3358154296875,61.38145065307617,119.48152160644531,71.11968231201172,33.20668411254883,73.60137176513672,214.1367950439453,79.4841079711914,44.9677734375,49.48419189453125,241.22622680664062,209.76089477539062,47.23002243041992,75.3599853515625
2022-11-23,135.76792907714844,56.82375717163086,166.59442138671875,48.89730453491211,512.9896240234375,35.37017059326172,85.16044616699219,61.71467590332031,118.61405181884766,71.64116668701172,33.49948501586914,74.14775085449219,214.11834716796875,79.3458251953125,44.74330520629883,49.90859603881836,242.82493591308594,210.1572723388672,47.203067779541016,75.82319641113281
2022-11-24,,,,,,,,,,,,,,,,,,,,
2022-11-25,136.01820373535156,56.87819290161133,165.72132873535156,49.1058235168457,512.1929931640625,35.15018844604492,85.28194427490234,61.73320007324219,119.52578735351562,71.49214172363281,33.49948501586914,74.31795501708984,215.58473205566406,79.70539093017578,45.865631103515625,50.18852615356445,243.5817108154297,207.6094207763672,47.65227508544922,76.13201904296875
2022-11-28,135.9069366455078,56.887271881103516,165.5232696533203,49.24697494506836,509.5630798339844,35.47230529785156,84.74378967285156,61.23335266113281,118.0032730102539,71.12896728515625,33.47364807128906,74.2821044921875,214.5425567626953,79.22596740722656,45.669227600097656,49.601585388183594,243.59120178222656,205.0522003173828,47.544464111328125,76.71104431152344
2022-11-29,134.86865234375,56.687660217285156,164.35311889648438,49.07374572753906,507.68212890625,35.998695373535156,84.88267517089844,61.14078903198242,117.87049865722656,70.74715423583984,33.62004470825195,74.20149230957031,212.56895446777344,78.45148468017578,46.15556335449219,49.59254455566406,239.939697265625,203.443115234375,47.274940490722656,76.71104431152344
2022-11-30,138.28024291992188,58.122215270996094,166.98146057128906,48.89730453491211,517.5579833984375,36.59579086303711,86.51453399658203,62.5848388671875,120.056884765625,72.15335845947266,33.88700866699219,76.40498352050781,216.8850860595703,79.7607192993164,46.00592803955078,49.76411819458008,243.4492950439453,223.17787170410156,48.21827697753906,79.00785064697266
2022-12-01,138.3636932373047,58.286685943603516,168.37631225585938,49.20206069946289,483.5916442871094,36.933616638183594,88.93626403808594,63.02914047241211,120.91551971435547,72.40477752685547,34.007572174072266,76.512451171875,213.85089111328125,79.32738494873047,45.27641677856445,49.982337951660156,244.7453155517578,219.552734375,48.14640808105469,79.36490631103516
2022-12-02,139.6244659423828,58.79837417602539,168.1861114501953,49.15394973754883,474.63702392578125,37.42073059082031,90.5334243774414,63.2327995300293,122.09281158447266,72.79591369628906,34.30036926269531,77.49775695800781,216.47930908203125,78.67278289794922,44.49078369140625,50.52789306640625,246.9493865966797,226.22564697265625,48.6046028137207,80.1658935546875
2022-12-05,138.21533203125,57.994285583496094,165.8583526611328,48.65027618408203,469.0031433105469,37.07504653930664,89.8216552734375,62.4182014465332,121.42005157470703,71.8180923461914,34.119529724121094,77.30068969726562,215.11434936523438,78.48837280273438,43.0878791809082,49.55498123168945,241.09378051757812,219.08895874023438,47.885868072509766,77.57958984375
2022-12-06,138.39146423339844,57.96688461303711,164.50880432128906,48.085662841796875,461.8048400878906,36.305091857910156,88.21582794189453,62.288604736328125,120.39324951171875,71.90191650390625,33.94729232788086,76.47662353515625,214.47801208496094,77.6862564086914,43.3310546875,48.42749786376953,234.24484252929688,224.37046813964844,47.60736083984375,77.6278305053711
2022-12-07,139.2814483642578,58.05825424194336,165.0069580078125,47.83543395996094,462.5821838378906,36.4307975769043,88.43283081054688,62.97360610961914,121.00402069091797,72.21854400634766,34.352046966552734,78.124755859375,218.2869110107422,77.62171936035156,43.901573181152344,48.23654556274414,233.33673095703125,220.09225463867188,50.47332000732422,77.87874603271484
2022-12-08,140.28269958496094,58.30495834350586,166.45614624023438,47.90950012207031,462.0542907714844,36.81576919555664,88.58907318115234,62.5662956237793,122.09317779541016,72.76797485351562,34.56732940673828,78.42034912109375,222.5476837158203,77.36356353759766,44.38790512084961,47.881935119628906,233.0718231201172,229.64254760742188,51.27291488647461,78.3130111694336
2022-12-09,139.91184997558594,57.6927604675293,165.8402557373047,46.792110443115234,463.5899963378906,36.69792175292969,88.6151123046875,62.075714111328125,121.59326934814453,72.4327163696289,34.39509582519531,76.88865661621094,218.3606719970703,75.81463623046875,43.46198272705078,47.7000846862793,228.96624755859375,227.55078125,50.00613784790039,77.23217010498047
2022-12-12,141.3488006591797,58.45115661621094,166.62823486328125,47.66476058959961,468.0625,36.89433670043945,89.05780029296875,62.371917724609375,123.16448974609375,73.20565032958984,34.687896728515625,77.78438568115234,220.68470764160156,76.6444091796875,43.68645095825195,48.15471649169922,232.2299041748047,231.36521911621094,51.129173278808594,78.35160827636719
2022-12-13,141.13560485839844,58.46942901611328,166.5376434326172,47.49409484863281,468.5616149902344,36.776493072509766,88.81476593017578,62.5755615234375,123.83407592773438,73.3360366821289,34.42093276977539,77.90084075927734,217.95486450195312,76.07278442382812,42.50801467895508,47.83647155761719,227.8500213623047,234.88621520996094,50.554176330566406,79.12364196777344
2022-12-14,141.69180297851562,58.46942901611328,166.07574462890625,47.230045318603516,464.06988525390625,37.02790069580078,88.93626403808594,62.260841369628906,124.1822280883789,73.88545989990234,34.584556579589844,78.22329711914062,217.65975952148438,75.73165893554688,41.86267852783203,48.091064453125,226.6107635498047,235.88951110839844,51.21002197265625,79.33594512939453
2022-12-15,140.08804321289062,57.665348052978516,163.25889587402344,46.80820846557617,445.24871826171875,36.8864860534668,87.90335083007812,61.455501556396484,121.7896499633789,72.52584075927734,34.30036926269531,77.8829116821289,215.93516540527344,72.18201446533203,40.674888610839844,47.045406341552734,222.68490600585938,227.73060607910156,51.138145446777344,78.73762512207031
2022-12-16,139.46685791015625,57.33640670776367,163.34039306640625,45.96773910522461,442.8876647949219,36.580081939697266,87.04402160644531,61.242610931396484,120.80763244628906,72.41410064697266,34.377872467041016,77.86499786376953,216.72828674316406,72.5416030883789,41.4511604309082,46.536224365234375,218.86312866210938,228.05239868164062,51.26393508911133,77.30936431884766
2022-12-19,139.42979431152344,57.41864013671875,164.2461395263672,45.98384475708008,440.18109130859375,36.43866729736328,87.33045959472656,60.81678771972656,121.11115264892578,72.61897277832031,34.54150390625,78.03519439697266,216.62686157226562,71.83167266845703,41.525978088378906,46.99995040893555,217.8509063720703,223.60379028320312,51.05730056762695,77.09707641601562
2022-12-20,139.48544311523438,57.37295150756836,164.14651489257812,46.38636016845703,439.4036865234375,36.485801696777344,87.59954071044922,60.95564270019531,120.8611831665039,72.34892272949219,34.26592254638672,74.46125793457031,215.48326110839844,72.17279052734375,41.69432830810547,46.163429260253906,217.73741149902344,224.92892456054688,50.47332000732422,77.02950286865234
2022-12-21,140.7647705078125,58.29581832885742,165.2967987060547,46.750240325927734,443.47314453125,36.55796432495117,88.36432647705078,61.918338775634766,122.27174377441406,73.5595474243164,34.601783752441406,76.45872497558594,216.70985412597656,71.12173461914062,41.582096099853516,46.7817268371582,220.7834930419922,230.82568359375,51.129173278808594,78.1585922241211
2022-12-22,141.08924865722656,57.87550354003906,164.01971435546875,46.20280838012695,440.2579040527344,36.7103271484375,88.66322326660156,61.770233154296875,122.70027923583984,73.82959747314453,34.75679397583008,76.28854370117188,216.6637420654297,71.19549560546875,42.320960998535156,46.77263641357422,218.53201293945312,229.26394653320312,51.04830551147461,78.97887420654297
2022-12-23,141.48785400390625,58.314090728759766,165.07940673828125,46.296199798583984,444.0393981933594,37.07919692993164,89.39286041259766,62.112728118896484,122.44134521484375,73.98790740966797,34.89457702636719,76.50350952148438,217.53988647460938,71.99760437011719,42.91953659057617,47.218177795410156,219.85643005371094,228.1281280517578,51.46158218383789,79.19119262695312
2022-12-26,,,,,,,,,,,,,,,,,,,,
2022-12-27,142.72085571289062,58.67045211791992,165.81307983398438,46.309078216552734,440.0563049316406,37.27164840698242,90.26313781738281,62.4737434387207,123.53945922851562,74.44422912597656,35.27348709106445,76.97824096679688,217.40150451660156,71.88697052001953,42.97565460205078,47.58188247680664,219.83750915527344,235.00927734375,51.704158782958984,79.04642486572266
2022-12-28,140.8760223388672,58.085662841796875,164.6175079345703,45.49760055541992,434.7679138183594,36.766456604003906,88.73355102539062,61.86280059814453,121.87895202636719,73.40122985839844,34.825687408447266,75.92127990722656,214.76390075683594,70.98342895507812,41.69432830810547,46.71808624267578,219.35504150390625,233.0216064453125,51.245967864990234,78.0910415649414
2022-12-29,141.46006774902344,58.43288803100586,164.82579040527344,45.7745246887207,438.1656188964844,36.782493591308594,88.95331573486328,62.35160446166992,122.52172088623047,73.91339874267578,35.03236770629883,75.58091735839844,215.11434936523438,70.84513854980469,41.73173904418945,46.91810989379883,222.11734008789062,236.56150817871094,50.94948196411133,78.72797393798828
2022-12-30,140.5051727294922,58.122215270996094,163.6302490234375,45.65860366821289,438.1368103027344,36.65419387817383,88.97087860107422,62.053653717041016,121.19151306152344,73.37327575683594,35.05819320678711,75.10616302490234,213.56500244140625,70.48556518554688,41.69432830810547,46.845367431640625,219.23208618164062,234.83888244628906,50.98542022705078,77.7918930053711
2023-01-02,,,,,,,,,,,,,,,,,,,,
2023-01-03,140.51446533203125,57.51914596557617,162.49807739257812,46.241455078125,435.04632568359375,36.50183868408203,89.05001831054688,61.681251525878906,122.40565490722656,73.68990325927734,35.11848068237305,74.54188537597656,209.2857666015625,70.06144714355469,41.591453552246094,44.954097747802734,215.3062286376953,240.3286590576172,50.49129104614258,79.15258026123047
2023-01-04,141.1263427734375,57.49174499511719,162.09954833984375,46.292972564697266,438.1943664550781,36.41362380981445,88.98848724365234,62.12814712524414,122.1378402709961,74.16485595703125,35.51462173461914,75.14202117919922,205.9103240966797,70.6976089477539,42.0590934753418,46.699893951416016,218.6739501953125,247.90072631835938,50.427978515625,79.89567565917969
2023-01-05,139.37416076660156,56.8338623046875,160.4058380126953,46.135189056396484,432.0805969238281,36.38155746459961,88.62804412841797,61.62539291381836,121.0040283203125,73.14046478271484,35.59212112426758,75.6077880859375,205.73507690429688,70.77186584472656,42.23678207397461,45.081398010253906,197.4081573486328,247.2003631591797,50.77164077758789,79.11400604248047
2023-01-06,142.6930389404297,57.93033218383789,164.02877807617188,47.26546096801758,463.4460144042969,37.24758529663086,90.97518157958984,63.32918167114258,123.60192108154297,74.48147583007812,36.67720031738281,76.99614715576172,208.10525512695312,73.03597259521484,42.77923583984375,46.26344680786133,202.65838623046875,249.69911193847656,51.55845260620117,80.6677017211914
2023-01-09,140.95016479492188,57.208492279052734,162.42564392089844,46.67618179321289,459.4917907714844,36.87070846557617,89.92908477783203,62.60296630859375,122.32532501220703,73.31741333007812,36.34134292602539,76.32913208007812,207.865478515625,73.49064636230469,43.20010757446289,45.654232025146484,203.8692626953125,247.63568115234375,50.59981155395508,79.37454223632812
2023-01-10,140.8111114501953,56.769893646240234,161.08514404296875,46.64719772338867,462.0351257324219,36.878726959228516,89.83238220214844,62.66814041137695,121.28970336914062,72.92628479003906,36.45329284667969,75.7612533569336,207.30291748046875,74.19584655761719,43.00370788574219,46.245262145996094,208.11672973632812,248.4119110107422,50.64502716064453,78.4480972290039
2023-01-11,139.6708221435547,56.660247802734375,161.2662811279297,47.056148529052734,464.8280944824219,36.742401123046875,89.71810913085938,62.91022491455078,121.6914291381836,71.82742309570312,36.6513671875,75.6711196899414,208.97218322753906,74.78972625732422,42.657657623291016,46.29981231689453,210.6141357421875,249.5098114013672,50.3104133605957,78.86309814453125
2023-01-12,138.88279724121094,55.92926788330078,159.21023559570312,46.63109588623047,463.023681640625,36.40560531616211,89.17308044433594,62.156070709228516,121.62895202636719,71.55734252929688,36.53941345214844,74.39115142822266,206.75880432128906,74.46495056152344,42.71377182006836,45.76334762573242,211.13442993164062,248.22259521484375,49.49647903442383,78.54461669921875
2023-01-13,139.87478637695312,56.13029098510742,158.72116088867188,46.78565979003906,465.7302551269531,36.58202362060547,89.4016342163086,62.435401916503906,122.15567779541016,72.49790954589844,36.53079605102539,74.37313842773438,208.9906463623047,74.53919219970703,42.29289627075195,46.15433120727539,212.8466796875,252.9267120361328,49.70447540283203,79.04642486572266
2023-01-16,,,,,,,,,,,,,,,,,,,,
2023-01-17,139.46685791015625,56.35872268676758,159.46383666992188,46.50228500366211,467.1891174316406,36.21315383911133,88.98848724365234,62.39813995361328,122.18247985839844,72.8517837524414,36.45329284667969,73.78722381591797,208.57562255859375,74.11234283447266,43.190765380859375,45.808807373046875,211.6925811767578,252.75633239746094,49.43316650390625,81.75822448730469
2023-01-18,135.7308349609375,54.65003967285156,155.4423828125,45.35269546508789,460.1827697753906,35.29098892211914,87.2567138671875,60.11709976196289,118.59358215332031,71.07311248779297,34.153968811035156,70.67745971679688,199.91571044921875,71.72760772705078,42.3303108215332,44.581302642822266,207.73834228515625,249.16909790039062,47.55206298828125,79.19119262695312
2023-01-19,132.8603515625,54.567813873291016,153.6399688720703,44.7054443359375,450.604248046875,35.71598815917969,88.95331573486328,59.43745040893555,117.98651885986328,70.03009033203125,34.48121643066406,69.81212615966797,199.31625366210938,71.42139434814453,41.15187454223633,45.09049606323242,204.8909454345703,245.62913513183594,47.3802375793457,77.73397827148438
2023-01-20,133.37342834472656,54.896759033203125,153.86639404296875,45.25608825683594,460.7970275878906,36.036739349365234,89.50712585449219,59.6236572265625,120.63800048828125,70.69544982910156,34.34342575073242,69.82112884521484,197.84066772460938,72.21940612792969,41.5727424621582,45.445106506347656,208.94921875,253.2484893798828,47.06370544433594,80.29134368896484
2023-01-23,131.5823516845703,55.0338134765625,153.1780548095703,45.93232345581055,472.7942199707031,35.932498931884766,88.91814422607422,59.92158508300781,119.83451080322266,70.75165557861328,34.6706657409668,69.76705932617188,200.16470336914062,73.53704071044922,41.80656433105469,45.545127868652344,211.9006805419922,259.807861328125,46.64768981933594,80.5036392211914
2023-01-24,132.30064392089844,55.326202392578125,154.6000518798828,46.05467987060547,472.31427001953125,35.90843200683594,89.05001831054688,60.36848831176758,120.1916275024414,71.16399383544922,34.29176330566406,69.41551971435547,203.16201782226562,72.47921752929688,41.395042419433594,46.79991149902344,215.21163940429688,262.3349914550781,46.48490524291992,79.828125
2023-01-25,132.2073516845703,55.67342758178711,155.72315979003906,45.83572006225586,471.1337890625,36.02872848510742,90.91364288330078,60.51744079589844,117.8972396850586,71.00469970703125,34.40371322631836,70.19070434570312,203.80758666992188,73.44425201416016,41.993621826171875,48.118343353271484,216.5643768310547,259.2872314453125,46.72003936767578,79.24909973144531
2023-01-26,131.6756134033203,55.563777923583984,154.17437744140625,45.793853759765625,478.25537109375,35.5155143737793,91.7048110961914,60.07054901123047,116.29920959472656,70.77978515625,34.153968811035156,69.22623443603516,202.90379333496094,72.692626953125,41.582096099853516,47.981956481933594,216.15760803222656,258.6058349609375,45.824710845947266,78.4480972290039
2023-01-27,131.13453674316406,55.271385192871094,153.63087463378906,46.14485168457031,483.0446472167969,35.395233154296875,91.2125244140625,60.25676345825195,115.09398651123047,67.08757019042969,34.1797981262207,70.20872497558594,201.75099182128906,72.27507781982422,42.13390350341797,46.64533996582031,216.4319305419922,256.3057861328125,46.2407341003418,76.7689437866211
2023-01-30,131.54502868652344,55.40843963623047,153.50411987304688,45.7745246887207,483.0350036621094,35.68391036987305,91.27406311035156,60.36848831176758,115.156494140625,68.29644012451172,34.765403747558594,70.4971694946289,205.8365478515625,72.46993255615234,41.34828186035156,46.581687927246094,214.1332244873047,256.7032775878906,46.937095642089844,77.77259063720703
2023-01-31,132.82305908203125,56.029781341552734,154.89895629882812,46.328407287597656,490.5788879394531,36.11692810058594,91.63449096679688,60.927101135253906,116.06707763671875,69.8426742553711,34.9031867980957,70.63238525390625,207.1369171142578,71.87606811523438,41.741092681884766,47.80918884277344,219.01449584960938,262.25927734375,46.9642219543457,78.03314971923828
2023-02-01,133.57867431640625,56.038909912109375,155.38803100585938,46.58600997924805,497.07647705078125,38.12164306640625,92.64541625976562,62.12814712524414,116.06707763671875,70.27375030517578,34.91180419921875,70.29885864257812,207.782470703125,72.30291748046875,42.2554931640625,48.472957611083984,220.97268676757812,265.7803039550781,46.72909164428711,78.55428314208984
2023-02-02,132.62710571289062,55.079505920410156,153.94790649414062,46.247894287109375,503.2489929199219,37.664573669433594,90.99276733398438,62.06297302246094,116.21886444091797,69.0929946899414,34.43816375732422,68.41498565673828,216.19338989257812,71.56985473632812,42.0590934753418,49.26402282714844,219.89427185058594,254.0530548095703,45.562442779541016,77.01985931396484
2023-02-03,133.03762817382812,54.6683235168457,153.1780548095703,45.632850646972656,494.9517822265625,37.616455078125,90.18401336669922,61.36470031738281,117.18303680419922,69.61778259277344,33.912845611572266,68.03640747070312,217.90878295898438,71.18942260742188,41.544681549072266,48.75482940673828,218.35227966308594,255.12261962890625,46.01463317871094,80.00182342529297
2023-02-06,131.9088134765625,54.978981018066406,155.62355041503906,45.301170349121094,495.71124267578125,37.65654373168945,89.49833679199219,61.60676574707031,116.40634155273438,69.20543670654297,34.38648223876953,69.56875610351562,221.8283233642578,71.36571502685547,41.65692138671875,48.718467712402344,219.45912170410156,247.2003631591797,47.099876403808594,80.37818908691406
2023-02-07,130.62144470214844,54.887611389160156,155.38803100585938,45.39777755737305,496.6150817871094,37.33580017089844,89.84117889404297,60.59193420410156,116.29920959472656,68.83061981201172,34.05064010620117,68.78453826904297,218.67425537109375,71.69049072265625,41.591453552246094,47.55459976196289,218.60476684570312,247.04891967773438,46.39447021484375,80.04043579101562
2023-02-08,129.268798828125,54.567813873291016,155.02574157714844,45.15304183959961,484.38543701171875,37.28767776489258,89.04122161865234,60.321937561035156,116.05816650390625,68.74626922607422,33.6458854675293,68.270751953125,216.5807342529297,70.72547149658203,41.40440368652344,46.745357513427734,218.452880859375,245.32623291015625,46.032718658447266,80.32994842529297
2023-02-09,127.85082244873047,54.4764404296875,156.4930419921875,45.57166290283203,481.32806396484375,37.151363372802734,89.68293762207031,59.85641098022461,114.49583435058594,68.24959564208984,33.49087142944336,67.80204772949219,216.86663818359375,70.94815826416016,41.236045837402344,46.57259750366211,215.36782836914062,239.00352478027344,45.68000411987305,79.12364196777344
2023-02-10,128.9796142578125,54.4764404296875,159.5906524658203,46.28009033203125,480.71270751953125,37.881080627441406,89.98182678222656,60.982975006103516,115.10291290283203,68.92430877685547,34.12813949584961,68.58623504638672,220.509521484375,71.9874267578125,41.90008544921875,46.77263641357422,216.7157745361328,236.85494995117188,46.51203536987305,79.99217987060547
2023-02-13,130.66810607910156,55.371891021728516,161.01266479492188,46.985313415527344,486.92364501953125,38.3702278137207,91.1685791015625,61.69986343383789,116.1474380493164,69.13046264648438,34.73095703125,69.04595184326172,221.25656127929688,72.59056854248047,41.98426818847656,47.25455093383789,216.94354248046875,241.63482666015625,46.846656799316406,80.47471618652344
2023-02-14,129.93112182617188,54.44902801513672,159.2012176513672,46.85006332397461,483.8181457519531,38.01739501953125,89.41044616699219,61.13193130493164,114.79045104980469,68.57757568359375,34.34342575073242,67.91920471191406,220.32504272460938,72.1729965209961,41.04355239868164,46.96358108520508,214.29513549804688,241.8525390625,46.14124298095703,80.1581039428711
2023-02-15,129.6326141357422,54.44902801513672,159.41854858398438,47.19784164428711,491.56744384765625,38.20985412597656,88.88298797607422,61.15987014770508,114.06731414794922,68.12775421142578,34.55872344970703,67.702880859375,219.00625610351562,71.80184173583984,41.64561080932617,47.56370162963867,213.46926879882812,241.029052734375,46.077938079833984,80.8067855834961
2023-02-16,127.93475341796875,54.11094284057617,158.9656982421875,46.45720672607422,484.6642761230469,38.00938415527344,88.17094421386719,61.15055847167969,112.90673828125,68.193359375,34.25730895996094,67.702880859375,217.88174438476562,71.88536071777344,41.2504997253418,46.73626708984375,215.72853088378906,236.18295288085938,46.0236701965332,80.1581039428711
2023-02-17,130.61209106445312,54.93329620361328,159.66310119628906,47.155975341796875,487.9139404296875,38.5466423034668,89.50712585449219,62.2398796081543,113.5852279663086,69.83331298828125,34.4467658996582,69.19917297363281,222.9485321044922,73.03597259521484,41.39161682128906,47.30000686645508,215.29190063476562,239.35377502441406,47.344058990478516,81.11662292480469
2023-02-20,,,,,,,,,,,,,,,,,,,,
2023-02-21,130.5188446044922,54.64091110229492,159.57254028320312,47.44256591796875,482.395263671875,38.04145431518555,87.88963317871094,62.007118225097656,115.37074279785156,69.58966827392578,34.33481216430664,72.2548828125,223.14306640625,71.2729263305664,41.97484588623047,48.7821159362793,211.78909301757812,236.6183319091797,48.24843215942383,81.31993865966797
2023-02-22,131.06924438476562,54.805381774902344,159.51820373535156,46.44754409790039,478.2130126953125,37.8008918762207,87.54679870605469,61.662635803222656,114.7458267211914,69.730224609375,34.0850830078125,72.36304473876953,222.17970275878906,71.88536071777344,41.97484588623047,48.163814544677734,210.84934997558594,235.91793823242188,47.913822174072266,81.40708923339844
2023-02-23,130.64942932128906,54.905887603759766,159.6902618408203,45.755210876464844,474.1268310546875,38.09758377075195,87.75778198242188,61.51366424560547,113.57630157470703,69.02739715576172,34.231483459472656,72.38106536865234,222.74476623535156,71.03167724609375,41.306949615478516,48.645721435546875,214.1527557373047,236.30599975585938,47.97712326049805,81.34898376464844
2023-02-24,129.91244506835938,54.67746353149414,159.37327575683594,45.8775749206543,469.771484375,37.82494354248047,86.658935546875,61.029518127441406,112.66569519042969,68.53072357177734,34.11091232299805,72.68754577636719,221.40162658691406,70.36358642578125,41.156436920166016,48.90031433105469,212.7193603515625,229.73719787597656,48.04948043823242,80.91329193115234
2023-02-27,129.800537109375,54.65918731689453,159.3280029296875,45.545902252197266,468.2524108886719,37.31975555419922,86.29850769042969,61.11332321166992,112.71034240722656,68.97117614746094,34.153968811035156,72.99401092529297,221.5869140625,70.2429428100586,40.836585998535156,48.87303924560547,213.28892517089844,229.81314086914062,48.040428161621094,81.21342468261719
2023-02-28,128.3265838623047,54.37593460083008,157.17234802246094,45.768096923828125,465.51226806640625,37.23155212402344,85.53372192382812,60.68503952026367,111.6390151977539,68.69002532958984,33.533931732177734,71.66898345947266,220.75323486328125,69.19440460205078,40.58259201049805,48.36384201049805,212.3491668701172,230.67677307128906,47.497806549072266,81.11662292480469
2023-03-01,128.4198760986328,53.78200912475586,155.17971801757812,45.1304931640625,460.21478271484375,37.007022857666016,85.71832275390625,59.7633171081543,111.34441375732422,67.98721313476562,33.06890106201172,71.07405853271484,219.20631408691406,69.67692565917969,40.80836868286133,48.23654556274414,208.55215454101562,233.31529235839844,46.94613265991211,80.4872817993164
2023-03-02,130.53749084472656,54.567813873291016,158.04296875,45.243202209472656,466.9640808105469,37.25560760498047,86.46553802490234,60.852622985839844,113.08528137207031,69.13046264648438,33.292808532714844,71.16419219970703,220.82733154296875,70.103759765625,43.01906204223633,48.82301712036133,210.48863220214844,236.1720428466797,47.40736389160156,81.79438018798828
2023-03-03,131.489013671875,54.31196594238281,157.88795471191406,45.297950744628906,456.9361877441406,37.31173324584961,87.2039566040039,61.178489685058594,112.92459106445312,69.29914855957031,33.62004470825195,71.75010681152344,220.82733154296875,70.7625732421875,43.25423049926758,48.98795700073242,211.9219970703125,240.3385467529297,47.398319244384766,81.54263305664062
2023-03-06,130.92929077148438,55.15260314941406,158.20709228515625,45.29151153564453,464.4546203613281,37.84098434448242,87.99513244628906,61.15055847167969,112.6478500366211,68.68067169189453,33.576995849609375,71.30841827392578,222.19825744628906,70.84608459472656,43.72459030151367,48.64890670776367,209.34950256347656,238.876953125,47.55206298828125,80.94233703613281
2023-03-07,128.3265838623047,54.83279037475586,157.4228973388672,44.840694427490234,466.4449157714844,37.32777404785156,87.24790954589844,60.34054946899414,110.34452819824219,67.00322723388672,33.275577545166016,71.24533081054688,220.78099060058594,70.1687240600586,44.12910461425781,48.41981506347656,208.0964813232422,232.964111328125,47.14509963989258,81.01012420654297
